bps_used variant success reddening_law t0 e_t0 x0_mag e_x0_mag x1 e_x1 c e_c rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c  True F99 59217.41859765828 0.3941977258854678 6.425459186409372 0.23822592135397477 0.35913601868705186 0.7622174377730225 -0.20119693479879053 0.4168491949588803 1.047 0.666 0.388 0.649
c-o  True F19 59217.27490666995 0.15432464872142077 5.397391115768691 0.05800708436072117 0.13484188871059438 0.18113231419338488 -0.07320140040786877 0.044248545237001904 1.26 0.384 0.218 0.983
c-o  True F99 59217.27499568927 0.1543231695105106 5.397435320854511 0.05800593288007576 0.1349251551914224 0.1811322509360803 -0.07387887162929863 0.044248152186336424 1.26 0.384 0.218 0.983
c-o-ztfg  True F19 59217.34936788725 0.11613584089259936 5.380106342922035 0.027376461260789506 -0.11132909004673147 0.11638119336295528 -0.08713921250832897 0.02676468995342413 1.967 0.729 0.001 0.876
c-o-ztfg  True F99 59217.352587599744 0.06954407057717954 6.464836439075857 0.02410875188758869 -0.08500252047147329 0.08411152132056346 -0.09099208730487379 0.02384153340354458 1.67 1.404 0.008 0.059
c-o-ztfg-ztfr  True F19 59217.38179675788 0.10015310990192465 5.359162697954018 0.025416690065790837 -0.10226512908230617 0.09182925101142957 -0.09723141634712881 0.022258648077655357 1.393 0.536 0.032 0.998
c-o-ztfg-ztfr  True F99 59217.406548165935 0.05903349593968178 5.361295968242384 0.02246265906385694 -0.08768332694357625 0.0656309613944187 -0.09840493127218145 0.020095870665458915 1.399 1.147 0.03 0.217
c-o-ztfr  True F19 59217.33459215019 0.12120223084964567 5.3889945579643825 0.05087316230304013 0.001406429428182018 0.11472891540994029 -0.08873277859148451 0.038309960118344914 1.526 0.41 0.027 0.999
c-o-ztfr  True F99 59217.37789053881 0.06675623528018795 6.465511956772562 0.03837094608294484 0.010700399071274461 0.07745390617138638 -0.09954366431748315 0.03043841483977007 1.285 0.998 0.126 0.471
c-ztfg  True F99 59217.25594561153 0.08935674959506064 6.470783606423948 0.03665102266789405 -0.2805938539286291 0.1266070035228914 -0.045992840253985916 0.06285128644591356 1.567 1.299 0.038 0.149
c-ztfg-ztfr  True F19 59217.379365843066 0.10502337681968235 5.37393174102205 0.026699704688842127 -0.12967142674364038 0.10181929952769116 -0.09737878364252718 0.027241838785550726 1.583 0.574 0.009 0.988
c-ztfg-ztfr  True F99 59217.38371825473 0.06392365270795436 6.451850561103399 0.024057233757806835 -0.1434853845316521 0.07697891626664685 -0.10441870976342985 0.025147914341627893 1.319 1.062 0.081 0.364
c-ztfr  True F99 59217.366472828115 0.07374189046107954 6.445695689356921 0.04304140751820996 -0.03287873607999134 0.09729228176792042 -0.116972109299357 0.038356203368069525 1.104 0.852 0.33 0.667
J 1D3 False F99 59251.64107425718 -1 18.47051148347697 -1 -5.613519864542054 -1 3.721819121451598 -1 None None None None
J dehvils False F99 59251.5175627951 -1 17.003344963664 15.946895180180778 -6.9939676286476695 -1 2.864597330436597 5.5331763886296175 None None None None
J-c 1D3 True F99 59217.35600255618 0.11480874929477873 5.443469449115195 0.044731891447396574 0.21276719918562867 0.2282447150548771 -0.028240612196316878 0.031981088578513825 1.937 1.649 0.05 0.105
J-c dehvils True F99 59217.42175831999 0.11288976796570639 5.449940650482977 0.04398709716542478 0.32167643581718913 0.22636097073063108 -0.0357369879303093 0.030199663611833693 3.06 2.617 0.002 0.007
J-c-o 1D3 True F19 59217.29828706711 0.15400122827277027 5.4547823971990095 0.049442793752042385 0.16487393578224258 0.17918622724208286 -0.03496345079761056 0.034277024507572515 2.337 0.51 0.001 0.956
J-c-o 1D3 True F99 59217.29828096316 0.15402424489073094 5.454782991685596 0.049450959207024206 0.16486262641266242 0.179218199785918 -0.03496066830519225 0.03428323902150528 2.314 0.506 0.001 0.957
J-c-o 2D True F19 59217.297004947664 0.15395419206357636 5.429773984309762 0.05074788979925718 0.1615537331029843 0.17946495853208227 -0.04427175180733524 0.03583825749210255 1.886 0.45 0.013 0.977
J-c-o 2D True F99 59217.297137529786 0.15396404420008172 5.450232287804569 0.050757801560397144 0.16179617495361934 0.1794608635135141 -0.03911570732255093 0.035847044507359316 2.195 0.497 0.002 0.961
J-c-o dehvils True F19 59217.29754824941 0.15380808617571867 5.428097994525531 0.04877843737632429 0.16075856990495213 0.1792235965194796 -0.04584679443375103 0.0335342963154559 2.456 0.44 0.001 0.98
J-c-o dehvils True F99 59217.297703360025 0.1538187357903616 5.448634348568623 0.04878664911774008 0.16104855736314466 0.1792178892213471 -0.04061817383456917 0.03354116671025545 2.811 0.487 0.0 0.965
J-c-o-ztfg 1D3 True F99 59217.372766458604 0.06888684615621196 5.381530556998875 0.022145397010307665 -0.07322545635152779 0.08367671483387196 -0.07015570132815385 0.019521853332010418 2.109 1.604 0.0 0.011
J-c-o-ztfg dehvils True F99 59217.39270882432 0.06844324780950191 5.3817086676726955 0.021886708601689845 -0.05978848648316097 0.0837199384837154 -0.07180093590989263 0.018955366977527453 2.451 1.809 0.0 0.002
J-c-o-ztfg-ztfr 1D3 True F99 59217.41937652035 0.05859546394570537 5.377900027214629 0.02110722303917144 -0.08420428194268699 0.06518024505790852 -0.07969372650303122 0.017631004949194035 1.781 1.31 0.0 0.061
J-c-o-ztfg-ztfr 2D True F19 59217.38839664766 0.100101330206522 5.3728031831428895 0.02457150300825764 -0.10680351020488639 0.09163684711973322 -0.08098635149357121 0.020614073028352404 1.635 0.584 0.002 0.994
J-c-o-ztfg-ztfr 2D True F99 59217.38834227547 0.10010494999309745 5.393031423493646 0.024576921359120252 -0.10699225527482803 0.09163554656755 -0.07598505348653625 0.02061885829023247 1.799 0.621 0.0 0.988
J-c-o-ztfg-ztfr 2D True O94 59217.38835160714 0.10009301532038385 5.393032625453947 0.02457458499637717 -0.1069716541296351 0.09162492969791806 -0.07598693165375059 0.02061580182890307 1.809 0.624 0.0 0.987
J-c-o-ztfg-ztfr dehvils True F99 59217.433011505906 0.05831408203033239 5.377814127684685 0.02090071931568409 -0.07634113626318964 0.06518775072778346 -0.08079008602682916 0.017277595866293977 2.087 1.438 0.0 0.018
J-c-o-ztfr 1D3 True F99 59217.395434391685 0.06620804698811997 5.402137190424101 0.033231037046005364 0.020781497272415895 0.07673288755424552 -0.06725567078282023 0.024626722239656524 1.816 1.25 0.002 0.144
J-c-o-ztfr dehvils True F99 59217.41324130324 0.06580497681692091 5.401074443341135 0.03250299494640837 0.03038212424295557 0.07678029222482814 -0.06913522510223574 0.023815815768846657 2.229 1.454 0.0 0.038
J-c-ztfg 1D3 True F99 59217.29513669858 0.07933294994231088 5.374256042803758 0.023952742982248237 -0.24250127329302254 0.11006687443354556 -0.04733570415288041 0.025908628255346077 1.815 1.544 0.006 0.035
J-c-ztfg dehvils True F99 59217.32765704913 0.07841270179945706 5.373662886691086 0.023603920265035685 -0.20747254737845322 0.10966847605488822 -0.05479857504473787 0.02447525994421799 2.178 1.864 0.0 0.004
J-c-ztfg-ztfr 1D3 True F99 59217.39279335171 0.0628875807272525 5.372283414900395 0.02191664673484759 -0.1478142351648137 0.07546121124494654 -0.07731339781896586 0.02021306765605894 1.745 1.266 0.001 0.109
J-c-ztfg-ztfr dehvils True F99 59217.409457785994 0.06253833487145156 5.372447582905244 0.02162570239833973 -0.13526199064943695 0.07539299915395328 -0.07897998219289057 0.01955435874151817 2.101 1.431 0.0 0.03
J-c-ztfr 1D3 True F99 59217.38022731461 0.07233022097274917 5.396720145196527 0.034945966827111825 -0.029717712231086973 0.0948493261598433 -0.06624977197612586 0.027296364985938786 1.93 1.238 0.003 0.187
J-c-ztfr dehvils True F99 59217.40262999308 0.07184289583875829 5.396093761004714 0.03408103704245384 -0.011714024922119017 0.09487501531348337 -0.06897260185332019 0.0260978750512294 2.477 1.526 0.0 0.042
J-o 1D3 True F99 59217.62034101065 0.2794143545153604 5.508380056484244 0.08921361627387218 0.06449610843588102 0.16908631124244328 -0.0030790743322329887 0.05144321970142629 2.519 2.257 0.007 0.016
J-o dehvils True F99 59217.79791899309 0.23772305116414805 5.482630203281151 0.08460540573965222 0.03696625591179671 0.1659805042283601 -0.019571173403157546 0.04814566526462546 3.224 2.892 0.001 0.002
J-o-ztfg 1D3 True F99 59217.607435664766 0.10625218528236063 5.385380977446056 0.024755207740793383 -0.1392856051554922 0.09182369384993405 -0.06895280991861234 0.019982741549820267 2.038 1.6 0.001 0.023
J-o-ztfg dehvils True F99 59217.642804644944 0.10463129132299052 5.385519434452206 0.02450728072426412 -0.1295975254097384 0.09196861306018715 -0.07056461644754436 0.01941049388434305 2.399 1.808 0.0 0.006
J-o-ztfg-ztfr 1D3 True F99 59217.58615782005 0.07787167427736626 5.386817839953812 0.024193300592374203 -0.12760835659313458 0.06839740627528505 -0.07526226910286912 0.018617145564158492 1.506 1.184 0.015 0.183
J-o-ztfg-ztfr dehvils True F99 59217.60611343551 0.0772761251138631 5.386756484417801 0.023934876634355312 -0.12117694571253035 0.06842393386967037 -0.07623857619003262 0.018200726016715255 1.827 1.313 0.001 0.075
J-o-ztfr 1D3 True F99 59217.61007936513 0.10167971473965506 5.519801323084099 0.07074508865255105 -0.049320529265729315 0.08325604904051914 0.004729549608752724 0.04475055090553135 1.218 1.098 0.201 0.331
J-o-ztfr 2D True F99 59217.61197385761 0.10157990513905514 5.526338435666945 0.08175169514457084 -0.04969844786084769 0.08333989891431694 0.009160460300279723 0.05273782272449804 1.219 1.1 0.2 0.328
J-o-ztfr dehvils True F99 59217.64209019098 0.10015581135719388 5.499659488100488 0.06750183997832915 -0.04132945493879853 0.08334434851680653 -0.009551464241876164 0.04237897471773962 1.479 1.332 0.052 0.116
J-ztfg 1D3 True F99 59217.54069850906 0.12516973096211464 5.372225037866936 0.026136836022386315 -0.3124441676864121 0.122656709406773 -0.049814708146216774 0.027132892302280474 1.511 1.447 0.075 0.099
J-ztfg dehvils True F99 59217.597083176144 0.12254505045392673 5.373122380744462 0.02590178532506091 -0.2800986793431558 0.12242322076715384 -0.05738907584149046 0.02542882429645239 1.926 1.818 0.01 0.018
J-ztfg-ztfr 1D3 True F99 59217.569512827286 0.08421725600553497 5.381281556874638 0.02465710671862907 -0.19046785265012137 0.07924160094172229 -0.07396520651712088 0.020658736264174964 1.406 1.075 0.054 0.349
J-ztfg-ztfr 2D True F99 59217.57215744846 0.08427950506258822 5.37699209554785 0.025240949330376048 -0.18658446731795064 0.07951809305308283 -0.08016347533485266 0.022106014984228907 1.21 1.061 0.18 0.37
J-ztfg-ztfr dehvils True F99 59217.59392318272 0.0835046516061044 5.381246928383863 0.02440620508807897 -0.17888461387948096 0.07920611817876963 -0.07598396677747193 0.020069493258927484 1.769 1.241 0.003 0.152
J-ztfr 1D3 True F99 59217.6318276714 0.11329740861180508 5.515559719056387 0.07404914064148155 -0.08659331028996514 0.10415434017937206 0.0027342393537873144 0.04601940076919047 0.969 0.911 0.49 0.56
J-ztfr dehvils True F99 59217.671418099635 0.11159031710146021 5.49802519701714 0.07058729940585308 -0.07071679620906844 0.1041861098576249 -0.01116984678003283 0.04318197944542652 1.365 1.277 0.143 0.196
o  True F99 59215.91981994909 0.7722297917699569 3.3937705252212966 2.210885886572701 1.4095536007781968 0.6928380451395889 -2.2521996186579343 1.6602183484223922 1.708 1.209 0.114 0.298
o-ztfg  True F99 59217.55796144615 0.10781559097553625 6.4679854926852425 0.02650715008889115 -0.1526844522172411 0.0920397478512574 -0.09109217854584498 0.024359472035043586 1.544 1.409 0.04 0.084
o-ztfg-ztfr  True F19 59217.48035671571 0.126557851051041 5.3822321013575305 0.02748271149817726 -0.1576832990058783 0.09949244033328503 -0.09089156698289227 0.02291497089003569 1.326 0.589 0.074 0.986
