bps_used variant success reddening_law Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax Bmax e_Bmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True F19 None None 0.3161391398051056 0.10885556384560445 18.210169332659046 0.13710567912709146 18.544789702428176 0.20001559748276207 58876.44106834728 1.7501611829772692 None None 2.618 2.578 0.049 0.052
c-o  True O94 None None 0.3161211180426534 0.10883378990552642 18.21029992209028 0.13708743656406197 18.545062197090253 0.1999818720944886 58876.44087348628 1.7498952329526731 None None 2.617 2.577 0.049 0.052
c-o-ztfg  True F19 None None 0.44413313445731206 0.0680297714885968 18.230224774491035 0.07770440635527268 18.099762450556252 0.08378380419613238 58878.40098942781 0.6027231831517705 18.661308781841846 0.04734551905466609 3.418 3.298 0.0 0.0
c-o-ztfg-ztfr  True F19 None None 0.4792597331403309 0.0407987622938981 18.22834893263703 0.0325810237528088 18.081816791291644 0.06538826229982574 58878.63892119494 0.4634329675573153 18.654494632053186 0.0394467753551502 5.714 5.267 0.0 0.0
c-o-ztfg-ztfr  True O94 None None 0.479295263946852 0.04210969014142167 18.228694479795035 0.03381543750460728 18.082148504548748 0.06950957921094425 58878.63964959292 0.47839784217515696 18.65452831886409 0.041911710629569755 1.021 0.982 0.434 0.491
c-o-ztfr  True F19 None None 0.43962234090465296 0.04440157124757476 18.21637732390408 0.03427416505444727 18.365398890389987 0.07304229974755819 58878.03752883397 0.567560271998135 None None 2.314 2.062 0.0 0.002
c-ztfg-ztfr  True F19 None None 0.5063335074260665 0.04303154359243378 18.241813919845363 0.03158788807993835 17.911367338618646 0.05792108130189304 58879.318368463595 0.45089453361388765 18.77324981443915 0.0352993592531372 5.814 5.568 0.0 0.0
J-c-o 1D3 True O94 18.18633423375477 0.07198326288648929 0.31386305832812517 0.08343175224383959 18.21766735408755 0.10509796963046637 18.564756246034094 0.1896122941876844 58876.54700832683 1.5357595407406983 None None 2.962 2.493 0.011 0.029
J-c-o-ztfg-ztfr 1D3 True F19 18.21542468780689 0.049448731557012224 0.46445625826237885 0.039333334538942985 18.224836814566096 0.0325294059704209 18.03951878657945 0.06735040910314015 58878.67666786246 0.4695643568519042 18.685310619349277 0.0405887704851894 9.552 5.499 0.0 0.0
J-c-o-ztfg-ztfr 1D3 True O94 18.208592112584366 0.050308094342517214 0.45103497007852356 0.04032205772995036 18.22045609969463 0.03380526415905772 18.035860078639107 0.07093183529632159 58878.62302468577 0.4809581634936675 18.68303301218842 0.04246495609794472 1.111 1.019 0.312 0.436
J-ztfg-ztfr 1D3 True O94 18.249360551900107 0.047681472663035664 0.4423052174311699 0.03670482364687902 18.183599715273356 0.030186237700356583 None None 58878.51082045342 0.43955246858369346 18.516163982720048 0.03207724812654532 1.276 0.872 0.182 0.624
o-ztfg-ztfr  True F19 None None 0.4575004571014087 0.039987322176737325 18.217819009899078 0.03283534660311099 None None 58878.34490483548 0.46777195234405367 18.516000482468456 0.03875888493916517 5.216 4.875 0.0 0.0
ztfg-ztfr  True F19 None None 0.4893566083976473 0.036138442771981805 18.20883439249151 0.02767201775545968 None None 58878.59696701637 0.40964898145635764 18.529769351244664 0.026929919958812328 0.683 0.62 0.831 0.887
ztfg-ztfr  True O94 None None 0.4893704603706514 0.03613747471892925 18.209150669776754 0.027670558258999976 None None 58878.59701833948 0.4096345682402416 18.529759548775555 0.026927237321299816 0.404 0.386 0.988 0.991
