bps_used variant success reddening_law Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 None None 0.8744385728315528 0.05829540002711825 14.763721040485898 0.05003965997293867 14.781228050524204 0.054041689361025984 59300.56759777149 0.5048575192674505 110.063 48.44 0.0 0.0
J-c-o 1D3 True O94 14.777682150613035 0.22149702257877052 0.8714948642007613 0.05811134991392492 14.758390885039683 0.049863503128547725 14.768933906762916 0.053899717546544976 59300.557505412144 0.5008141354153884 108.727 48.002 0.0 0.0
