bps_used variant success reddening_law gmax e_gmax Jmax e_Jmax st e_st rmax e_rmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 18.872618288972074 0.08584758083911193 None None 1.1892469046209977 0.16121969064282984 18.90159150417047 0.08244223583858895 59018.84818588535 1.16377337782718 0.98 0.973 0.459 0.464
J-c-o 1D3 True O94 18.866259111272218 0.07779014482439056 19.319151841727994 0.07892434787990911 1.1595002708627127 0.08677728310628541 18.897194789856982 0.07545578679199869 59018.9792333451 0.9848096691118827 0.902 0.896 0.538 0.543
