bps_used variant success reddening_law gmax e_gmax Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True F19 None None None None 0.9510357913197308 0.048151479970764965 17.815259299976113 0.04385788041974594 18.12371511782711 0.04788810515397599 59376.632396266556 0.5706266663418846 0.896 0.886 0.589 0.601
c-o  True O94 None None None None 0.9510673740802904 0.04815075282031732 17.815315812807548 0.04385647255864723 18.1241003399147 0.04788523165426164 59376.63193130633 0.5706291264321893 0.895 0.886 0.589 0.601
c-o-ztfr  True F19 None None None None 0.9552732072511091 0.0355869245084672 17.828786340439986 0.02711967765457703 18.128669556829713 0.03409295511221552 59376.89114493379 0.38416476765560376 0.613 0.605 0.967 0.97
J-asg-c-o-ztfr 1D3 True F19 18.261514590146913 0.09147488440092577 17.398968889620242 0.05502613805187561 0.953544048837646 0.04264591601971341 17.840084912914783 0.03444757178477456 18.182983109784256 0.050917998761836135 59376.74724162202 0.4297346805626641 1.801 1.793 0.001 0.001
J-c-o 1D3 True O94 None None 17.396698486040233 0.05100685732243553 0.938707939926631 0.04408160597819801 17.812511098990495 0.04172176759745797 18.084905594838713 0.04160456218643869 59376.6924210075 0.4461555918709934 0.828 0.819 0.687 0.699
J-c-o-ztfr 1D3 True F19 None None 17.392233723582137 0.04781542848226061 0.9519383092803668 0.03454981056002436 17.830987513688893 0.026571988537248785 18.104064914503653 0.03275714918148031 59376.862177857605 0.37078220960258174 0.582 0.574 0.981 0.984
J-c-o-ztfr 1D3 True F99 None None 17.394533046387824 0.048675243512637904 0.9518629010992555 0.03554073363069912 17.835046789816634 0.02754293686137451 18.10628234764532 0.03523619932037858 59376.8619895465 0.3776979095911769 0.582 0.574 0.981 0.984
J-c-o-ztfr 1D3 True O94 None None 17.392444827904388 0.04867575366947234 0.9519976104149326 0.035543808949047566 17.83118392326853 0.02754503118966662 18.104466855465635 0.03523952218385591 59376.86217353639 0.3777157890860125 0.582 0.574 0.981 0.984
