bps_used variant success reddening_law Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 None None 1.015145440798665 0.3916315213311423 19.570229511116768 0.44681349001768494 19.872384798229287 0.4969228270991134 59007.96497692794 5.070140225968744 0.517 0.517 0.796 0.796
J-c-o 1D3 True O94 16.750649656496037 0.655473660772873 0.8245499925952229 0.7933792258406596 18.307093949486887 0.5093109383462765 18.93202546447704 2.5480291100015835 58983.585721877374 7.588682733379009 25.509 24.308 0.0 0.0
