bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 0 59364.326613416335 3.816473061661 38.77546463041798 0.5693249088973809 1.342079862006914 0.3126413225674634 0.17194479287799203 0.3747349073643354 3.255 3.249 0.0 0.0
J-c-o 1D3 True O94 0 59352.437102628464 1.3362661068617883 37.160229080655384 0.22472719210022513 0.983137385320138 0.12354464538460605 0.7794447341697798 0.1052565081389438 1.022 1.018 0.432 0.439
