bps_used variant success reddening_law gmax e_gmax Jmax e_Jmax st e_st rmax e_rmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 20.284600822572653 0.3212454672775888 None None 1.7444119966867442 0.5512371718672013 20.068843087306632 0.22282619595994826 59364.33060855024 9.512617911060143 4.065 4.063 0.0 0.0
J-c-o 1D3 True O94 19.317667010174535 0.08729484868448138 18.540662086497953 0.19642305078381175 1.0693670617591509 0.19724503592714346 19.24210748656619 0.11919607300622465 59351.384258096616 2.222413667446695 0.867 0.866 0.662 0.664
