bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 0 59656.04512376054 0.5299903568196468 37.39913265072249 0.13777635749609507 0.8905292369918565 0.05975303591290867 0.1150868234931475 0.09670192791173231 0.405 0.404 0.999 0.999
J-c-o 1D3 True O94 0 59656.18524214866 0.5993319299288611 37.56605610914622 0.14021076641238195 0.9064162743741417 0.06837582901368389 0.029681219000295127 0.09768428118310356 0.569 0.567 0.985 0.985
