bps_used variant success reddening_law Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 None None 0.8907644679991267 0.059772898956885874 18.479539591446365 0.043757744402051324 18.4663886653018 0.06488693138271014 59656.03386166812 0.5305422471897644 0.406 0.404 0.999 0.999
J-c-o 1D3 True O94 19.45994421258517 0.17111327129174628 0.8942412165837665 0.0592442373900466 18.467455452145458 0.043591950763260987 18.45552120827454 0.06410143505588878 59655.98484944915 0.5280747479656083 0.398 0.396 1.0 1.0
