bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 0 59007.53069911351 0.7712011145135484 38.307950400474304 0.3067532746490041 0.6294712069463608 0.1454589722465626 -0.5713686314805154 0.3540533720469869 1.239 1.229 0.206 0.214
c-o  True F19 6 59007.532728578626 0.7709567185153794 38.20418365521291 0.2588054730557855 0.629516912894064 0.14541789017268492 -0.47548702539275045 0.23955644146164476 1.239 1.229 0.206 0.214
c-o-ztfg  True F19 6 59007.34854238261 0.8645612544899896 38.034848331390045 0.17356829434263538 0.8535957084856473 0.09120350029529099 -0.13499957759435421 0.14905662036854847 1.069 1.067 0.367 0.371
c-o-ztfg-ztfr  True O94 0 59005.29698724295 1.6676012342742643 37.923915342763564 0.20011519230880967 1.3796703120255918 0.11353904814836777 0.10041099712317687 0.1377276214383797 1.517 1.509 0.024 0.026
c-o-ztfg-ztfr  True F19 6 59005.74421296284 1.4952980668592089 37.949939717414665 0.1863553496348258 1.3387864584029736 0.10880442530179342 0.26364114227922486 0.12273571105152968 1.588 1.58 0.014 0.015
c-o-ztfr  True F19 6 59005.18530156555 2.8468695034241307 37.68172059856046 0.26388678356807915 1.408821140593019 0.14535916299617546 0.545470519955833 0.21068327956224794 1.652 1.644 0.013 0.013
c-ztfg-ztfr  True F19 6 59004.466104732775 1.949520530113703 37.38541918401174 0.28559689169292585 1.36695073581829 0.14249139406070035 0.5603354548339179 0.136280841454228 1.611 1.6 0.053 0.055
J-c-o 1D3 True O94 0 59008.90262217684 1.0646784030671572 37.97700979274345 0.14017317234309895 0.9297168927033211 0.14577418236750372 0.07421693815298244 0.14558645989864216 2.462 2.303 0.0 0.0
J-c-o 1D3 True F19 6 59008.892561713255 1.0696850519253733 38.007973934266204 0.135591444478353 0.934634193151378 0.15306188000290427 0.016563175763575754 0.15096565335020407 2.453 2.298 0.0 0.0
J-c-o 2D True O94 0 59009.37154045017 1.0086332173850134 37.70733995889621 0.1610555043518756 0.9427584819728972 0.16177133732814541 0.26094370380792326 0.14650556547575583 3.189 2.898 0.0 0.0
J-c-o 2D True F19 6 59009.374974551836 1.006156642722533 37.771536924891535 0.14934095327523247 0.943476313481138 0.16692319640450154 0.20415842572549073 0.15838934885084832 3.194 2.904 0.0 0.0
J-c-o-ztfg 1D3 True F19 6 59008.112216912334 0.9671818546441673 37.999495529826476 0.11756289250349036 0.9272237453495528 0.12201242730499638 -0.040354410791943324 0.1211571923782169 2.129 1.964 0.0 0.001
J-c-o-ztfg 2D True F19 6 59008.532567317496 0.9766447036705165 37.76992565444213 0.12533765284974915 0.9318880332411148 0.13551649149748118 0.09843097412970718 0.1299260811021089 2.927 2.63 0.0 0.0
