bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
J-c-o-ztfg-ztfr 1D3 True O94 0 59006.230115783044 1.5002395353834577 38.22051664498381 0.18126974987246888 1.3749299608959997 0.11687877591432932 -0.042265295510584014 0.13829555593748746 2.428 2.111 0.0 0.0
J-c-o-ztfg-ztfr 1D3 True F19 6 59006.6282543996 1.2963653052306028 37.982660770093325 0.1364929146759075 1.3511715620794684 0.09947076924342205 0.27254362050283004 0.1224192298058469 2.288 1.997 0.0 0.0
J-c-o-ztfg-ztfr 2D True O94 0 59009.37989205973 0.600117863248324 37.66779785686969 0.10527280682089536 0.8048325566396746 0.04662144715478989 0 0.06 3.334 2.99 0.0 0.0
J-c-o-ztfg-ztfr 2D True F19 6 59008.337848616335 0.751899936490447 37.79925473002927 0.10948254609099634 1.0290415431760274 0.11451772454982274 0.14182804920492031 0.11774133583868411 2.79 2.614 0.0 0.0
J-c-o-ztfr 1D3 True F19 6 59004.738589612774 2.8869529619591994 37.82687964019227 0.2427642901331027 1.5373420504624828 0.17618872390164106 0.5511666481062533 0.2510790068276371 2.689 2.302 0.0 0.0
J-c-o-ztfr 2D True F19 6 59009.58095158545 1.1112299360833044 37.8314285725448 0.11772672599632146 1.11051099241804 0.09691884058264533 0.25076833239476043 0.12250487017638892 3.162 2.89 0.0 0.0
J-c-ztfg-ztfr 1D3 True F19 6 58998.02287140762 2.7724070817710116 37.34608095344495 0.2903914987076724 1.6294812839803692 0.11912676187576189 0.7106986579577197 0.14177402047831683 3.598 2.611 0.0 0.0
J-c-ztfg-ztfr 2D True F19 6 59004.381487317885 2.345989623528368 37.547531100710735 0.23636952558846164 1.5060062880812692 0.15224622266621884 0.5868562760033118 0.17786548320912413 4.15 3.045 0.0 0.0
J-o-ztfg-ztfr 1D3 True F19 6 59008.5403058112 0.7476877691529593 38.05480505296243 0.10248277464712786 1.0810444294185069 0.0830184718058457 0.011233892196923724 0.09757518035586962 2.314 2.176 0.0 0.0
J-o-ztfg-ztfr 2D True F19 6 59009.831323547056 0.773040287869833 37.81175207026231 0.11523119324379297 0.9804106011782651 0.11118708454738142 0.10454967915936111 0.10768180533989151 2.583 2.413 0.0 0.0
J-ztfg-ztfr 1D3 True O94 0 59008.57440045562 1.0720034029447474 38.08442974507591 0.1593901529354872 1.104230560724318 0.12835741617921903 0.017267024112887566 0.08839434407633089 4.616 4.174 0.0 0.0
J-ztfg-ztfr 1D3 True F19 6 59008.52125905379 1.1011397745946734 38.03357840303177 0.1192406373089067 1.1406694218258062 0.09506311371005928 0.04035499844149443 0.10502216004067591 4.569 3.929 0.0 0.0
J-ztfg-ztfr 2D True O94 0 59008.96618124567 0.8714723713448391 37.78770092180625 0.16926912085864568 1.0229912726549075 0.17691640148345572 0.12419764405903558 0.10487449276880081 4.38 3.982 0.0 0.0
J-ztfg-ztfr 2D True F19 6 59008.89927223055 0.8779830864966603 37.805397590568994 0.117008710814395 1.0444801973464413 0.135946054333353 0.09862533167699791 0.13276667258659736 4.355 3.924 0.0 0.0
o-ztfg-ztfr  True F19 6 59006.47769732116 1.2889235275723538 38.078446167889446 0.16527374436720677 1.3264186929013617 0.09338127526256372 0.1599874466130834 0.11158737653339383 1.233 1.227 0.181 0.186
ztfg-ztfr  True O94 0 59005.67365868154 0.9934157113489883 37.74913273635469 0.17562291309999403 1.3556496803691682 0.07776294725517957 0.14756539506484423 0.10917843422367683 0.606 0.601 0.81 0.814
ztfg-ztfr  True F19 6 59005.675526680236 0.9926732501706825 37.78436936646174 0.17224856921755233 1.3554982905744295 0.07770818993878954 0.31369891659850907 0.08831672014905528 0.605 0.601 0.811 0.815
