bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 0 59319.72270504805 0.6858531427856269 38.0451981015622 0.19178631376629823 0.971641684282915 0.064440241010731 -0.05556962400018207 0.10702159602365016 0.686 0.685 0.82 0.822
c-o  True F19 6 59319.72290053819 0.6858461413849644 37.99135357849955 0.17923681718334036 0.971643948209396 0.06444021246579573 -0.09403056339302612 0.10814139101490011 0.686 0.685 0.82 0.822
c-o-ztfg  True F19 6 59319.16472889846 0.39196983567225624 37.8868332891106 0.10172844049840717 0.9334134283409751 0.03691002853748191 -0.04233153112263876 0.0677198756023416 0.473 0.471 0.995 0.995
c-o-ztfg-ztfr  True O94 0 59319.16322918797 0.39017005884640316 37.83897493298981 0.09465544663670258 0.9715836391707445 0.03710248063839756 0.0491016045909488 0.06464906387241469 0.655 0.652 0.972 0.973
c-o-ztfg-ztfr  True F19 6 59319.16580822431 0.38469970915392965 37.81015318356746 0.08999717805919275 0.9714943226551209 0.03634594125474604 0.01080005327361594 0.06425724107644815 0.65 0.646 0.974 0.976
c-o-ztfr  True F19 6 59319.63407112179 0.4904107367256133 37.97154530963479 0.12581246638633525 1.045266751514407 0.051712516808881136 -0.04225169139424544 0.08251669111274587 0.671 0.668 0.928 0.93
c-ztfg-ztfr  True F19 6 59319.217598287185 0.37810264160302987 37.743458842896594 0.08891106347858053 0.9795734413337526 0.035749043922711034 0.044280215775307816 0.06350132848312898 0.527 0.522 0.989 0.99
J-c-o 1D3 True O94 0 59318.57475887223 0.6712723141533952 37.69399913877631 0.12980737129703185 0.9110320812085253 0.06454371906169169 0.10703305178022261 0.08227251015251044 0.946 0.942 0.529 0.536
J-c-o 1D3 True F19 6 59318.711769155874 0.6031958536459694 37.717255045125114 0.1094321252345289 0.9170375711780749 0.057941918796839444 0.050837725703091065 0.07692730857307424 0.843 0.839 0.668 0.673
J-c-o 2D True F19 6 59319.00672535212 0.5875079427293455 37.804204547964105 0.11247780088254485 0.9315225645072227 0.05548648382501176 0.0033299632835026983 0.07889870357586981 0.702 0.7 0.836 0.838
J-c-o-ztfg 1D3 True F19 6 59319.08005997173 0.3985699016278552 37.77123068216921 0.09055118278020076 0.9280464548050207 0.037771465113458635 0.006803733465989453 0.06481862275890185 0.56 0.557 0.985 0.985
J-c-o-ztfg 2D True F19 6 59319.118775432675 0.39154042216799645 37.82173196023347 0.5996488198597053 0.9314610467184035 0.03688899536325152 -0.014017130890543484 0.0649117504382302 0.473 0.471 0.997 0.997
J-c-o-ztfg-ztfr 1D3 True O94 0 59319.15136953776 0.3911375360368499 37.777814701552 0.09148461441298958 0.9635778541122659 0.03697145366299551 0.07262652961792562 0.06390820117875481 0.704 0.699 0.951 0.955
