bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
J-c-o-ztfg-ztfr 1D3 True F19 6 59319.16115031785 0.3840510036472065 37.76001765567697 0.08587970269206059 0.9629172857596116 0.035853614400885365 0.030751706017316482 0.06342202213132045 0.667 0.663 0.972 0.973
J-c-o-ztfg-ztfr 2D True F19 6 59319.1681120128 0.38228406726911207 37.788840762958195 0.08617733114891923 0.9700637685818291 0.03575426204098172 0.02088753409054989 0.0634309595919966 0.622 0.618 0.987 0.988
J-c-o-ztfr 1D3 True F19 6 59319.216557101325 0.4743754763877384 37.76402582171457 0.09808697360827227 0.9823057952832395 0.04306878735141688 0.049875063407228304 0.07412896461759548 0.79 0.784 0.823 0.83
J-c-o-ztfr 2D True F19 6 59319.29517398263 0.47159903095711625 37.82725771928375 0.10062846300493962 1.0059511618475285 0.043404975598570504 0.02502775559150083 0.0747413342743503 0.678 0.675 0.935 0.937
J-c-ztfg-ztfr 1D3 True F19 6 59319.215364654134 0.3755914105335617 37.703055099077204 0.08406271708670066 0.9683749899070109 0.034903156557042826 0.05607359756362376 0.06248076384958241 0.499 0.495 0.996 0.996
J-c-ztfg-ztfr 2D True F19 6 59319.21733013768 0.3750964206751675 37.73224695235061 0.08450128783402533 0.9758614054388339 0.03498470150762058 0.046818046854879926 0.06260068935869735 0.481 0.477 0.997 0.997
J-o-ztfg-ztfr 1D3 True F19 6 59319.07154352307 0.3907624309488923 37.745802277575116 0.08670751794286226 0.9531592287478491 0.03636669412242174 0.03197527106529181 0.06361524737316399 0.661 0.656 0.968 0.97
J-o-ztfg-ztfr 2D True F19 6 59319.08006939559 0.38860347047957655 37.77423414895913 0.08693769960097171 0.9591521785720427 0.03617463305778385 0.021578603241710872 0.06360266039963984 0.616 0.612 0.984 0.985
J-ztfg-ztfr 1D3 True O94 0 59319.19517074896 0.37570999461794535 37.69112762594651 0.08980302577474622 0.949515879795275 0.03507668758080301 0.09700158128853484 0.0626538807669637 0.481 0.477 0.995 0.995
J-ztfg-ztfr 1D3 True F19 6 59319.19440577608 0.3719067965558477 37.6862356348859 0.0846306148000766 0.9504952852020919 0.03440653949934094 0.05358630325357488 0.06238555041424047 0.453 0.448 0.997 0.997
J-ztfg-ztfr 2D True F19 6 59319.195332481424 0.37073909652684733 37.7130148379049 0.08477478829700065 0.9556290265016255 0.03429036262905059 0.04386297587755599 0.06243668650856659 0.425 0.421 0.998 0.999
o-ztfg-ztfr  True F19 6 59319.097209343076 0.3936408320374995 37.81082977629052 0.09140264070884618 0.967329671232593 0.03718499767388924 0.010320866505185324 0.06457666703863002 0.671 0.667 0.956 0.958
ztfg-ztfr  True O94 0 59319.210120692274 0.3875723458667327 37.739288476983 0.09377424251040888 0.9630083713347246 0.036372353419258374 0.08410471692389813 0.0636865800904548 0.477 0.473 0.992 0.993
ztfg-ztfr  True F19 6 59319.21057506037 0.3832100793847236 37.71882979127506 0.08909026719047275 0.9630033094855708 0.03580343026672095 0.04582063768018588 0.06343636186349089 0.477 0.473 0.992 0.993
