bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 0 59032.73100201785 1.048582901684766 36.74037558991542 0.21033878696213693 0.9901325735962209 0.1001709477441686 0.5069216423403111 0.1225432732839826 1.259 1.249 0.209 0.216
c-o  True F19 6 59032.79469145338 0.9924892761589976 36.893122609586726 0.19105738802748015 0.9718560421420495 0.09508635904279861 0.40443200210073077 0.12383150259785633 1.256 1.246 0.211 0.218
J-c-o dehvils True O94 0 59029.99246153444 0.98284916783163 37.065237530931896 0.15440405934238724 1.1738518729803769 0.07675756478489221 0.4271577076992991 0.09696652434923499 2.099 1.902 0.001 0.005
J-c-o dehvils True F19 6 59030.19101879239 0.8899787360845505 37.11768529985287 0.13806242274116073 1.173941422139811 0.0629067377396302 0.4335029685877967 0.09845786764993196 1.763 1.614 0.012 0.029
