bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 0 59125.08541453805 0.3639145931275094 35.57879341855228 0.09741883687185317 0.7839871923791886 0.03890909968518489 0.09683183564941401 0.06885065670097533 0.933 0.891 0.534 0.585
c-o  True F19 6 59125.08559554257 0.3639224677281568 35.621507601975814 0.09328933926848774 0.7839855691304346 0.038912146934736734 0.075037752307939 0.06768791969411683 0.933 0.891 0.534 0.585
c-o  True F99 6 59125.08386111767 0.36389097943025256 35.64252590395825 0.09067954107925398 0.7828546066891725 0.03886697849059107 0.06568298106127546 0.0661982191774901 0.932 0.89 1.0 1.0
J-c-o 1D3 True O94 0 59124.9881436938 0.3677963186257077 35.55653324335845 0.0912743703266681 0.7422240251113251 0.03747842257644439 0.04756648181924417 0.06932954179237558 3.256 1.543 0.0 0.046
J-c-o 1D3 True O94 1 59124.985424308004 0.36776221731735115 35.564685465458496 0.09198371123317589 0.7425409707272366 0.03768133844604804 0.04406999605205123 0.06838874892521539 3.261 1.546 0.0 0.046
J-c-o 1D3 True O94 2 59124.99197009869 0.3675443229812822 35.54531846082254 0.09240429855880547 0.7408177860558043 0.0380095773446428 0.049649215041833956 0.06845675672956959 3.235 1.541 0.0 0.047
J-c-o 1D3 True O94 3 59124.98530657794 0.3677841448569664 35.54655707326357 0.09169404965456554 0.7426093265035977 0.0376136126021454 0.041636644742399746 0.06839853307890742 3.262 1.546 0.0 0.046
J-c-o 1D3 True O94 4 59124.98307063253 0.36775049672216953 35.54929286581669 0.09175244642859492 0.7428840393048333 0.03769597711636027 0.04056923602160833 0.06828981617638999 3.269 1.547 0.0 0.045
J-c-o 1D3 True O94 5 59124.99051368645 0.36751779999716566 35.531877282473275 0.09311373295769694 0.7410184968100177 0.03802900146298252 0.044789970122583435 0.06742051300582604 3.237 1.54 0.0 0.047
J-c-o 1D3 True F19 6 59125.00329564476 0.3678636576741991 35.57262067267784 0.09102751843159675 0.7405931112105607 0.038107088927418396 0.05752443971572934 0.06542859504356867 3.255 1.56 0.0 0.042
J-c-o 1D3 True O94 6 59125.007302495214 0.375027753604081 35.569540407281586 0.09319823435974127 0.7402182678833757 0.039990887108707435 0.05929815580772497 0.0676471649459205 3.264 1.57 0.0 0.04
J-c-o 1D3 True O94 7 59124.99604511309 0.36780916358146415 35.58088308021867 0.09044663857049919 0.7402266942345176 0.03781623199795681 0.044331119804534566 0.06654131745360434 3.238 1.545 0.0 0.046
J-c-o 1D3 True O94 8 59125.01330128158 0.3688452658632312 35.595635812521884 0.0892711252277007 0.7370651951308753 0.037944375085490034 0.060911537448802344 0.06824256568564685 3.262 1.592 0.0 0.036
J-c-o 1D3 True O94 9 59124.996388061656 0.3678809455267273 35.583900869341356 0.09009123273797501 0.7402051608904013 0.03773340665231182 0.04357326812145975 0.06700652637297261 3.237 1.547 0.0 0.045
J-c-o 2D True F19 6 59124.99185011013 0.3668383316304527 35.59616735029628 0.09080202708996118 0.7422342243835973 0.038073135709592684 0.04249915917127944 0.0654235504000915 2.478 1.476 0.0 0.066
J-c-o dehvils True O94 0 59124.97885524592 0.3734694682549028 35.60162830853925 0.08996995780614007 0.7365838657486774 0.0388191098334924 0.01269841501911853 0.07116778990755594 6.923 1.981 0.0 0.003
J-c-o dehvils True F19 6 59124.994160274146 0.3716629506005769 35.598442511073266 0.09015630901989713 0.7274706059073243 0.03924299340936467 0.02667656954853232 0.06516179913678993 6.577 1.861 0.0 0.007
