bps_used variant success reddening_law gmax e_gmax Jmax e_Jmax st e_st rmax e_rmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 18.56071078151386 0.06604207218994404 None None 1.0306781739866835 0.0894333769508526 18.61753262538991 0.057187480186634616 58815.16974548843 1.4244670832269581 0.364 0.361 0.981 0.981
J-c-o 1D3 True O94 18.56664065515478 0.08217703258320652 19.406823496567807 0.16403430195417804 1.0824135575009037 0.07860604042272848 18.617151619798257 0.05702464086199673 58814.38709405413 1.5309129985751138 0.336 0.332 0.992 0.992
