bps_used variant success reddening_law gmax e_gmax Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax Bmax e_Bmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True F19 None None None None 1.0151385904950818 0.07721569314655813 17.91326908977416 0.06183575278875678 17.755875620193603 0.10033077660323211 58854.096247481335 0.6883877015520717 None None 1.11 1.091 0.349 0.365
c-o  True O94 None None None None 1.0151937134837494 0.07724118687321087 17.91348906940166 0.06184786679029449 17.756366588982733 0.10033902230204467 58854.09512182716 0.6886454261422051 None None 1.111 1.091 0.349 0.364
c-o-ztfg  True F19 None None None None 0.9476886516988409 0.046648555812872756 17.811924970021963 0.046717735094959856 17.491993352999945 0.07358878730894189 58853.711623898096 0.5175457669144706 17.961294310345725 0.039000534023542026 1.594 1.517 0.061 0.084
c-o-ztfg-ztfr  True F19 None None None None 0.985873070764959 0.04375185043669517 17.862080569973404 0.03850407853787298 17.559993424756072 0.06608811749346877 58853.492106419115 0.9102532936694134 17.943917497049437 0.03550693371581855 1.163 1.105 0.267 0.33
c-o-ztfg-ztfr  True O94 None None None None 0.9859428920779666 0.04376635275690675 17.862442294898585 0.038513884665937435 17.560590485806937 0.06610518294088878 58853.4904639671 0.9105207055960897 17.943966640159 0.03551480042045529 0.919 0.9 0.573 0.6
c-o-ztfr  True F19 None None None None 1.0233753583669327 0.05375630064552932 17.895597378486638 0.04239119141314864 17.76119123703322 0.07121596099009152 58854.084197769866 1.013160844671218 None None 0.77 0.737 0.73 0.767
c-ztfg-ztfr  True F19 None None None None 0.9996772590939509 0.043518542486071524 17.888383596033645 0.056741421357833145 17.557237066940825 0.054500577434895364 58852.66950616411 1.005512124914506 17.957367322617277 0.027769990399180784 0.728 0.704 0.726 0.749
J-asg-c-o-ztfg-ztfr 1D3 True F19 17.681484589494197 0.08981336201692598 18.174130088202123 0.05077633225435254 1.070674568016639 0.04700458548545331 17.91874986625935 0.0395868166615554 17.67433334046019 0.06127252955000082 58852.70517154187 0.869956024684326 17.919770568658848 0.03733043519364065 1.023 0.984 0.43 0.488
J-c-o 1D3 True O94 None None 18.235923657859917 0.054992722861985796 1.1222634614866327 0.05472062379304291 17.966881208648125 0.05010959507053391 17.84508766778074 0.0604238978303573 58853.578449361776 0.6141905278832812 None None 1.16 1.096 0.306 0.358
J-c-o-ztfg-ztfr 1D3 True F19 None None 18.174044733794357 0.049308557606544456 1.066939106244417 0.043845743488491434 17.916538294714904 0.05394462306102573 17.673325660106155 0.055315933088930826 58852.649879509554 0.4568334550499096 17.9164896332818 0.03360154696212932 3.799 1.564 0.0 0.039
J-c-o-ztfg-ztfr 1D3 True F99 None None 18.176820998852154 0.04930920450920874 1.066886981165069 0.04384809211257219 17.92131450125546 0.03660880953458588 17.676139330738497 0.05532948896926389 58852.64914031051 0.8373164060407022 17.91802416719954 0.033608222101373104 0.83 0.785 0.707 0.766
J-c-o-ztfg-ztfr 1D3 True O94 None None 18.17426162223731 0.04930972783205039 1.066936890704624 0.043849466781500014 17.91682607954966 0.03660702309116021 17.67379797163937 0.05532355954796239 58852.64955374439 0.8373111028214412 17.91652727402269 0.03360654573817189 0.83 0.785 0.707 0.766
J-ztfg-ztfr 1D3 True O94 None None 18.219749356708228 0.047965587673673545 1.0290512338166637 0.042484473233036175 17.849886300723327 0.061406299712735896 None None 58852.535936976594 0.8541815834002856 17.86571541177081 0.03104260612368781 0.727 0.602 0.713 0.829
o-ztfg-ztfr  True F19 None None None None 0.9864988302639385 0.06493218886122828 17.87156632526024 0.04323356547432952 None None 58853.64585536156 1.6090589422453334 17.869058227362874 0.036917279054876226 0.893 0.83 0.597 0.679
ztfg-ztfr  True F19 None None None None 1.195692079962307 0.06194697901176392 17.872901406138254 0.051304550701424936 None None 58849.76305433696 1.9390256117368787 17.791120304866368 0.09030437969729214 0.226 0.212 0.991 0.993
ztfg-ztfr  True O94 None None None None 1.1957206336639947 0.061958655588920795 17.873171421373396 0.051318066574545816 None None 58849.761284655484 1.9397119323623517 17.79107534858704 0.09033868340484708 0.238 0.224 0.989 0.991
