bps_used variant success reddening_law Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 None None 0.6233868363679771 0.21523807788725074 19.45700405015766 0.10010442123610819 19.78775357161111 0.19712740875374232 59132.36915349207 1.7866707680226683 0.414 0.414 0.976 0.976
J-c-o 1D3 True O94 18.428178707504504 0.18381208466473384 0.9589746348206425 0.19979064164841356 19.810809799330922 0.14115230447559887 19.688063139678302 0.2223701243659731 59140.27917526385 0.7948932158742789 0.482 0.48 0.951 0.952
