bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 0 58833.932144274826 1.5169393986855515 35.356043866569415 0.3143584268436906 0.8977450235214306 0.0836531239269597 0.4121011535523801 0.21098404239893334 10.182 9.654 0.0 0.0
c-o  True F19 6 58833.93272223123 1.5169045284768685 35.441076533943786 0.2749012607805388 0.89772198906028 0.08365544357022374 0.37320879598120854 0.2141719476134119 10.184 9.656 0.0 0.0
c-o-ztfg  True F19 6 58810.60496831755 0.5383408469650597 35.601926984738725 0.1000472102273942 1.1890656128781245 0.04529841666469731 -0.166663318419633 0.0639405038669822 0.709 0.379 0.806 0.992
c-o-ztfg-ztfr  True O94 0 58810.37562783147 0.5795237420842012 35.56531358382741 0.10468577959504248 1.1890269287014033 0.04887667486361792 -0.15261358040854717 0.07375160648236957 0.632 0.351 0.916 0.999
c-o-ztfg-ztfr  True F19 6 58810.25123983379 0.49386121804018823 35.56937592299962 0.09507661308396752 1.1890700300622385 0.04209435415948235 -0.1612783521402119 0.06316225268994968 0.696 0.38 0.861 0.997
c-o-ztfr  True F19 6 58833.226825783495 1.3111271147491141 35.51161235145544 0.22380054315697118 0.9669253155972527 0.06643223176379734 0.3572740553701633 0.16325531427713558 7.301 6.64 0.0 0.0
c-ztfg-ztfr  True F19 6 58808.47978852349 0.3400094874190418 35.359312683228524 0.10117065164248328 1.1379751744892568 0.057941208593391275 -0.10880323410437387 0.0637528445589906 0.955 0.521 0.486 0.891
J-c-o 1D3 True O94 0 58844.151177114625 0.8272241913511275 35.99176335726402 0.2322936125238581 0.9290757722740828 0.09347257579409916 0.38611361934661553 0.1226195648322312 9.907 9.599 0.0 0.0
J-c-o 1D3 True F19 6 58844.16369696582 0.8078725857038965 36.0876027482677 0.2003733327205796 0.9343243848065004 0.09043300814559575 0.3357291339490756 0.11946798135845621 10.007 9.698 0.0 0.0
J-c-o 2D True O94 0 58843.929103676244 0.9138426482724018 35.82801153441874 0.2421943257067005 0.9074049339234944 0.09098053948985901 0.46919357398025663 0.12942559481924631 9.137 8.896 0.0 0.0
J-c-o 2D True F19 6 58843.95025333526 0.8869986375958427 35.93760703591286 0.2125420650145615 0.9091574447022159 0.08838923578798029 0.42199317904790473 0.12767583619287598 9.177 8.935 0.0 0.0
J-c-o-ztfg 1D3 True F19 6 58809.78285051075 0.512989602031267 35.5487943359483 0.09753339425377035 1.174083869616747 0.044820822263039316 -0.17230687029303132 0.06268679762856078 1.014 0.457 0.442 0.988
J-c-o-ztfg 2D True F19 6 58810.03898502394 0.5336259363990189 35.51842986139821 0.10160433299684146 1.1739408109932656 0.05073395642399385 -0.14220645108268956 0.06332574906421676 0.971 0.526 0.501 0.969
J-c-o-ztfg-ztfr 1D3 True O94 0 58809.70533066786 0.5975829530609963 35.57243454554478 0.11009629188733323 1.1742378043105515 0.05311568512827855 -0.17660972899079078 0.07358743913764627 1.614 0.526 0.02 0.983
J-c-o-ztfg-ztfr 1D3 True F19 6 58809.74694884277 0.47113163274459596 35.541439667810764 0.09418880584102245 1.1738801358108362 0.04163043552088265 -0.17136953650820466 0.06211366833747315 0.908 0.412 0.608 0.998
J-c-o-ztfg-ztfr 2D True O94 0 58810.00806122561 0.5132740241337458 35.280261031557 0.08471866595756239 1.1280139122400181 0.03944292118377142 0 0.06 1.372 0.743 0.094 0.828
J-c-o-ztfg-ztfr 2D True F19 6 58809.91217972587 0.48159766291619976 35.507723693329886 0.09587549450883139 1.1738531453837502 0.04550708292474308 -0.14181341099983039 0.06251183578043094 0.858 0.463 0.685 0.994
J-c-o-ztfr 1D3 True F19 6 58844.466403951614 0.8398524855781235 36.23689487721807 0.1515053573285217 1.0562732046242047 0.06887975236928587 0.32259982932664677 0.10427678276894473 7.638 7.242 0.0 0.0
J-c-o-ztfr 2D True F19 6 58843.39079937305 0.9488987032418484 36.07721187797113 0.1771300330830641 1.021719947506886 0.07314074106547197 0.3794030392797741 0.11910836068457373 9.02 8.621 0.0 0.0
J-c-ztfg-ztfr 1D3 True F19 6 58809.59338439033 0.4686410847713113 35.52059493792162 0.09580500452405885 1.1739906776681517 0.04915688375771933 -0.17001312809920457 0.06206380784951669 0.95 0.379 0.519 0.993
J-c-ztfg-ztfr 2D True F19 6 58811.83798163932 0.4723775268614128 35.12198394479429 0.09174218436879375 0.9537600516919369 0.033689890724766434 -0.1001194343763264 0.06149714790080271 0.394 0.2 0.993 1.0
J-o-ztfg-ztfr 1D3 True F19 6 58809.49041071043 0.4547903530225022 35.519229109459566 0.09198761734232364 1.1739095626025482 0.03967625350310032 -0.15548134453115486 0.06189064923433822 0.852 0.349 0.68 0.999
J-o-ztfg-ztfr 2D True F19 6 58809.384178704684 0.5089619459461304 35.47186823069848 0.08855548326388511 1.1869433005269383 0.034071371597256817 -0.11981573696800875 0.06279755852345778 0.755 0.371 0.809 0.999
J-ztfg-ztfr 1D3 True O94 0 58808.619577327365 0.6159678169972533 35.57587076160911 0.12903479539587648 1.173999541416862 0.07593976406109534 -0.20077685399457526 0.08719538017922733 1.584 0.5 0.075 0.935
