bps_used variant success reddening_law t0 e_t0 x0_mag e_x0_mag x1 e_x1 c e_c rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c  True F99 59027.20585102227 2.466846686074075 8.312189250635603 3.7015564122733418 0.11346577031565067 6.291221538130923 0.9327790438237669 4.350564144003846 0.64 0.639 0.424 0.424
c-o  True F19 59027.8343082506 0.3371430021357704 7.876277557679721 0.1280291215729864 -0.5597544544619657 0.40597843312538096 0.4932847738815903 0.08747217056543377 1.188 1.007 0.246 0.451
c-o  True F99 59027.834378504675 0.33715294131005613 7.876616286706085 0.12803221915490515 -0.5592278184557014 0.40600579094408623 0.490783137171011 0.08747870716866656 1.188 1.007 0.246 0.45
c-o-ztfg  True F19 59027.853393216596 0.22785168671397552 8.239057243668256 0.05450430856183007 -0.4878666922828748 0.28808238807658665 0.6982734663831032 0.04099419943198904 1.126 0.933 0.27 0.592
c-o-ztfg  True F99 59027.86781231843 0.21034344781371364 8.159901068160307 0.05276073632436028 -0.5011480402910271 0.27140831586849057 0.6763182176828788 0.03935858445243447 0.904 0.876 0.644 0.694
c-o-ztfg-ztfr  True F19 59027.774472725374 0.17814715033012127 8.166496721804137 0.0523663093777833 -0.4796297666483335 0.24860548551865697 0.6896811081147627 0.037360759811879675 0.728 0.586 0.939 0.995
c-o-ztfg-ztfr  True F99 59027.76701521977 0.15877460306028637 8.162652733655234 0.050313052168756846 -0.487912109763285 0.22592335104889583 0.6849185543680558 0.03592510892261722 0.729 0.697 0.938 0.96
c-o-ztfr  True F19 59027.7199992267 0.2292943617172979 7.962909916709579 0.12373157793209297 -0.5305284241685904 0.3317003471417144 0.5186582965540428 0.0862067389529476 1.131 0.804 0.264 0.803
c-o-ztfr  True F99 59027.70291906256 0.2010304803483965 7.890652556220699 0.11617559674068513 -0.5574563459677486 0.2953106685852074 0.5005747081884959 0.08105854201009499 0.788 0.776 0.825 0.841
c-ztfg  True F99 59027.847268321086 0.3069965021563796 8.362168812571324 0.09909309496422714 -0.43867746903834515 0.43722956722372647 1.0404701720096576 0.14024408985113754 0.204 0.202 1.0 1.0
c-ztfg-ztfr  True F19 59027.77547103917 0.20541786373371868 8.272686109661569 0.06059780822784438 -0.355739107035761 0.3185406757006885 0.7407115349074531 0.04620807059664305 0.744 0.543 0.868 0.988
c-ztfg-ztfr  True F99 59027.77110341351 0.18430651057206662 8.190212064129543 0.05725775354536387 -0.38183674233133214 0.284150324283428 0.7146226039390372 0.04389496560410473 0.4 0.374 0.999 1.0
c-ztfr  True F99 59027.65395678372 0.2737775959469768 7.877667492400574 0.13448926274202758 -0.5353280058907299 0.4490988331378881 0.4905159266056408 0.09911496974362571 0.279 0.268 0.999 0.999
J 1D3 True F99 59027.50971287611 0.44075143266128014 -9.603488537517961 5.046332830457726 -16.513408620363187 2.161464981405302 -5.50692701592945 1.809885969931167 4.86 1.849 0.002 0.136
J dehvils True F99 59027.78297480754 0.27755948001502817 23.338323760500913 16.686767914258766 1.1828562310848774 3.0695994374315774 5.77481744796093 5.672990757010838 1.719 1.7 0.161 0.165
J-c 1D3 True F99 59027.48839468903 0.13949166599665933 7.823613858861446 0.12562296872531864 -1.1401603172890786 1.2964301490827563 0.46373344724107085 0.046277232535395285 6.228 6.063 0.0 0.0
J-c dehvils True F99 59027.56623874994 0.21527854144276706 7.931448044344089 0.1509385769558935 0.21218102470231853 1.6667186130333416 0.49885594567126124 0.05257812926499543 1.036 1.032 0.405 0.409
J-c-o 1D3 True F19 59027.63355584963 0.261382796592378 7.924556139267035 0.08026440316428989 -0.5891666041855277 0.3981995407258131 0.5289291237566884 0.0447500368931301 1.418 0.879 0.067 0.653
J-c-o 1D3 True F99 59027.63316281851 0.2613186874629511 8.003799119595058 0.0803666952163423 -0.5895770650318155 0.3979333249522087 0.5500144146032164 0.044803962264237 1.811 0.971 0.005 0.509
J-c-o dehvils True F19 59027.72168773605 0.2624811676671284 7.860163245274599 0.0793766603220526 -0.5685838013724711 0.4032542618043763 0.4803898026501324 0.04435822008133197 1.198 0.863 0.213 0.676
