bps_used variant success reddening_law Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True F19 None None 0.8795285012819453 0.3170163056306864 17.753939720248848 0.11450470648839652 17.66591041906132 0.10407021758066562 59518.53416129734 1.2483719304548808 1.111 1.109 0.343 0.344
c-o  True O94 None None 0.8795448097851637 0.3170742056059978 17.75417193164426 0.1145307547045941 17.66635397770087 0.10409651461478718 59518.53338200735 1.2483590677739689 1.112 1.11 0.343 0.344
J-c-o 1D3 True O94 18.410405471243386 0.08948082615982264 0.8658688112103706 0.16542438501333898 17.750529955353844 0.07885987001543325 17.655618849411916 0.0697386201966657 59518.30451310008 0.7316452577311251 0.719 0.714 0.635 0.639
J-c-o 2D True F19 18.30242844761618 0.07696930336940255 0.8740582226230221 0.12446716487777235 17.751869262888576 0.057711894042355126 17.65786345591885 0.050929777660367416 59518.376924817996 0.5836507744046247 0.655 0.652 0.686 0.688
J-c-o 2D True F99 18.306075881941368 0.09952757974134342 0.8739365982008044 0.17338013010753772 17.75826335878888 0.07856482932104207 17.661101968231076 0.06944788766920794 59518.377388724075 0.7519119996858035 0.654 0.652 0.687 0.689
J-c-o 2D True O94 18.302754548952976 0.09957142019643357 0.8741082700361789 0.1734561036473489 17.75211720054955 0.07860294355708707 17.658316576754455 0.06948259437030369 59518.37629367671 0.7521369147749943 0.655 0.652 0.686 0.688
