bps_used variant success reddening_law gmax e_gmax Jmax e_Jmax st e_st rmax e_rmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 18.89374050271548 0.049943906144095884 None None 1.1046464172353816 0.15120494906443235 18.928797563557715 0.1057749422069 59315.25554075477 0.9831733767929465 0.584 0.582 0.954 0.955
J-c-o 1D3 True O94 18.899591485735314 0.04383848742224868 19.671748137619797 0.08198140980244603 1.1616943067146719 0.10174311970215719 18.950138604612494 0.08388602582881036 59315.161602485634 1.0966573280993095 0.556 0.555 0.972 0.972
