bps_used variant success reddening_law Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 None None 0.6524424669879129 0.08300471415965532 18.59629812722655 0.057495592223446114 18.658365439710966 0.08206360706476278 59352.0089987753 0.6256013450261452 1.069 1.058 0.376 0.388
J-c-o 1D3 True O94 18.83307250662747 0.07322653536808739 0.6517214416464584 0.07569398889726381 18.589676174523312 0.05425371907989246 18.64562226663108 0.07519458371197135 59352.07958761196 0.5894346463510769 0.961 0.95 0.51 0.524
