bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 0 59232.76889058694 0.47411525019224293 31.19490081974963 0.11374369810895803 0.9104482838561873 0.039496256422906155 0.206448661830125 0.07845659625795016 324.345 19.385 0.0 0.0
c-o  True F19 6 59232.76936472962 0.5288658408261505 31.23420544452357 0.11442483497433843 0.9104865316824887 0.043498447817253504 0.159730068207801 0.08574078205154566 325.2 19.43 0.0 0.0
c-o  True F99 6 59232.76810954472 0.528414357335486 31.275819966610467 0.10440525557361993 0.9103412445143645 0.04346000892605635 0.14260578148697203 0.08144295388828193 323.907 19.355 0.0 0.0
c-o-ztfg  True F19 6 59232.559512104715 0.3589539544628031 31.111850024410415 0.09002160345931877 0.8814348899897126 0.0314363929624005 0.19815408792761824 0.06364068287650755 119.324 8.16 0.0 0.0
c-o-ztfg-ztfr  True O94 0 59232.685337540395 0.3674535300503903 31.073937151101262 0.09742810472918714 0.8865304490679248 0.032137377462213075 0.24143793025346577 0.06408553662326798 87.757 7.739 0.0 0.0
c-o-ztfg-ztfr  True F19 6 59232.69206617948 0.35127868166521564 31.12629842762769 0.08784875349711845 0.8855396086348406 0.03089556459581665 0.19230129555730313 0.0616536312548414 85.36 7.59 0.0 0.0
c-o-ztfr  True F19 6 59232.75066552672 0.36847890676037526 31.2048582963871 0.0900729995296263 0.9194093825267624 0.032107464805694375 0.18531632977816115 0.06346394273705866 126.838 9.504 0.0 0.0
c-ztfg-ztfr  True F19 6 59232.860097082084 0.350355531035327 31.084282736861663 0.08984773507955204 0.8676685181293944 0.03076619612697733 0.20108715025592966 0.061788840251434315 52.526 5.735 0.0 0.0
J-c-o 0D True F19 6 59230.37707426954 1.7963355775274898 30.290508187352064 0.3271498595893743 0.8811998300337958 0.11097968949850309 0.7339886387426738 0.2213878066245225 2450122.741 441.958 0.0 0.0
J-c-o 1D3 True F19 6 59232.700494714256 0.4554614072155051 31.208121062853788 0.0998085576709014 0.9087059151080199 0.03818368154763457 0.17029251261668524 0.07356218291029581 5352.393 15.0 0.0 0.0
J-c-o 2D True F19 6 59232.71429558824 0.45353943854885004 31.213018068387022 0.09933224778449004 0.9083737605661195 0.03804428625630305 0.16664896562364728 0.07338552584926068 933.584 14.732 0.0 0.0
J-c-o dehvils True F19 6 59232.72405998171 0.4528159883422873 31.216630731026207 0.0990859235092084 0.9080738775564721 0.03798960548353693 0.1639151226501311 0.07333596821214264 1022.218 14.629 0.0 0.0
J-c-o-ztfg 0D True F19 6 59230.93250950644 0.5673123461526309 30.31535103263092 0.2148325140934432 0.9061731917538248 0.05062652435231378 0.7409798806676668 0.10466163712099998 1095127.709 175.387 0.0 0.0
J-c-o-ztfg 1D3 True F19 6 59232.55382173805 0.3582178596039729 31.116558429092763 0.08917887816446318 0.8813342070959702 0.03137508340033213 0.19449252763666933 0.06315104629780366 1108.605 7.542 0.0 0.0
J-c-o-ztfg 2D True F19 6 59232.5614106216 0.35818919488573275 31.119778829614802 0.08893554135937316 0.881049035480935 0.031370286126771195 0.19221369325763157 0.06315043310808882 236.684 7.519 0.0 0.0
J-c-o-ztfg-ztfr 0D True F19 6 59231.279567280515 0.48750302073804547 29.952068295862528 0.1952841527881278 0.43109368413252835 0.04531743519902481 0.6215670751890513 0.09058143292685647 1786339.256 164.065 0.0 0.0
J-c-o-ztfg-ztfr 1D3 True F19 6 59232.68191652613 0.35129213525705344 31.128453740992484 0.08767588991460377 0.8857059940935399 0.030902044550631804 0.19071160504516013 0.06157105436089073 1023.046 7.383 0.0 0.0
J-c-o-ztfg-ztfr 2D True F19 6 59232.682936537945 0.35125840553220156 31.13023679876496 0.08756595421193673 0.8857282453711218 0.030899099707566893 0.18953869453281363 0.06156971216948544 214.429 7.362 0.0 0.0
J-c-o-ztfr 0D True F19 6 59231.79971473596 0.6428586786579109 29.917897929861358 0.23524833270003784 0.44491708151731535 0.05879545012686866 0.6956519453936492 0.12178996269905079 2747135.002 221.839 0.0 0.0
J-c-o-ztfr 1D3 True F19 6 59232.73270998427 0.3668970710627542 31.196447960164434 0.08938224968420723 0.9158860541523067 0.03202577101324381 0.18201958492930623 0.0630636654807579 2311.924 8.687 0.0 0.0
J-c-o-ztfr 2D True F19 6 59232.73376394926 0.3666565797169771 31.199301501401106 0.08922588058035319 0.9160688812109652 0.032007572151286676 0.18015667660177875 0.06304782221099882 431.32 8.61 0.0 0.0
J-c-ztfg-ztfr 0D True F19 6 59230.10471428777 0.42860660673970047 29.133565701485946 0.2795540521836751 0.26855744145107097 0.03219778341333012 1.032647120969559 0.10113392710523028 10150053.74 78.999 0.0 0.0
J-c-ztfg-ztfr 1D3 True F19 6 59232.857723065936 0.35015870682404143 31.087434859105343 0.08915213494187388 0.8664379757133617 0.03076371838898974 0.19671488675774348 0.061608436689825796 1521.017 5.547 0.0 0.0
J-c-ztfg-ztfr 2D True F19 6 59232.85419846718 0.3501624292465115 31.090504051531337 0.08899894288162435 0.8667601560135076 0.030764276902195322 0.19502181989007822 0.06161514807819406 270.456 5.548 0.0 0.0
