name bps_used success reddening_law Hmax e_Hmax Ymax e_Ymax umax e_umax Vmax e_Vmax Tmax e_Tmax Bmax e_Bmax st e_st imax e_imax rmax e_rmax Jmax e_Jmax gmax e_gmax 
05am B-H-J-V0-Ydw-g-i-r-u True F19 14.131878677125666 0.06169883939107946 14.0188938785988 0.057464615893502984 14.200809386607453 0.03076765007773821 13.5992961721899 0.019374349469618992 437.70932152141205 0.3434854819844849 13.673851715282415 0.012719205757011286 0.7243850983129067 0.030189561742900193 14.14751267583163 0.023037840890715963 13.6275665893537 0.02247241114427264 13.811272755691734 0.08943923512725427 13.597216573425493 0.014653370253839108 
05be B-V0-g-i-r-u True F19 None None None None 17.386449110452673 0.088047692215151 16.915096641060778 0.044112785223012846 461.65639263307 0.7071887895379178 16.94370411865456 0.056734846962242486 0.7607141616409702 0.03525291807114051 17.51044481636705 0.0637704145692486 17.018861547591737 0.03728751244977575 None None 16.87650696746678 0.03545852043237845 
05bg B-V0-g-i-r-u True F19 None None None None 16.25761562563663 0.08173482063513486 15.822469135790694 0.04160883874067307 470.16728601287394 0.7557046144391714 15.872210059767987 0.04985520639888343 1.0013714378091276 0.0400476190634997 16.57714435176894 0.06637995594052157 15.949579500534304 0.0359416063222422 None None 15.839080359856073 0.03208926702874566 
05bl B-V0-g-i-r-u True F19 None None None None 19.65021351310231 0.09648811125196918 17.80464230960616 0.027473773840065455 483.1099779971993 0.35226885669656743 18.527816507640892 0.029238939256347015 0.3923070875233243 0.03250286483449841 17.780864151231025 0.04014924705763433 17.63932596854065 0.039098764306160966 None None 18.151330875526472 0.0276564841121053 
05bo B-V0-g-i-r-u True F19 None None None None 16.299382285279908 0.031536109529347156 15.414340671966963 0.019764306337135704 479.4612895295003 0.35557257437060374 15.671765142142055 0.013313031473064752 0.8486874209006573 0.030917765583298826 15.712279260905152 0.023690070064324067 15.32196266724072 0.022756288018389553 None None 15.509298175374028 0.014981565484675751 
05el B-H-J-V0-Y-Ydw-g-i-r-u True F19 15.650917620928377 0.05842006898760882 15.493056216622362 0.051063732890638286 15.17494893606482 0.032160730202343175 14.926929890560867 0.02006754638993759 647.214616783564 0.34196883345610624 14.881373544265456 0.013710903758607553 0.8369806452721957 0.030182355133892492 15.564344561114822 0.023672574039394455 15.043330669066819 0.023057466187937553 15.484068188994657 0.04703252008442089 14.835908800470685 0.016139644968382893 
05eq B-H-J-V0-Y-Ydw-g-i-r-u True F19 17.09948642956313 0.06908560560163281 16.964805982676435 0.05304378222942437 16.610680505780618 0.0325901793784556 16.236207019801444 0.01998145108106739 655.0175615011407 0.3461716817973567 16.298275091402164 0.013415344841716288 1.1223869719102213 0.03174954848664872 16.942874326215776 0.024664397671976458 16.337899700267258 0.023188006476665003 16.7331549137845 0.05226677347153761 16.21511927563976 0.015026028226086051 
05hc B-H-J-V0-Y-g-i-r-u True F19 18.03876975550882 0.09683306679869212 18.040816666796665 0.05214569390446254 17.75555429237426 0.03129187029331677 17.317745643029742 0.019403064321464162 667.6604271102102 0.3450781378521553 17.32127770365931 0.012580405339457089 1.1927720065642338 0.03053174228909335 18.067795638528505 0.02309240562093976 17.414513092745924 0.02241530766669419 17.925032393456924 0.052892945433787426 17.259877558332477 0.0145345264404342 
05hj B-J-V-V0-Y-g-i-r True F19 None None 18.37282846813401 0.0635683877119384 17.977210035457507 0.04207415907412607 17.717787047787816 0.02135108599078115 674.0171613929775 0.41456232628972917 17.79121668177002 0.0155058901257576 1.2884251986211117 0.03430646837752906 18.486293487357738 0.02708656846797454 17.811105557018813 0.024772315128442288 18.06607735315979 0.09588344564914103 17.657884342661212 0.016815042487029537 
05iq B-H-J-V0-Y-g-i-r-u True F19 17.51571873829993 0.07780769736372459 17.33426239646764 0.0527499482137802 17.12258105290583 0.03201173531347895 16.8200784826384 0.019760219436765862 688.0891484081878 0.3424884734035661 16.793286345080816 0.0132688208354717 0.8715939595980305 0.030325467718588912 17.454353878797242 0.023713713993224878 16.924429180587833 0.022647403316721944 17.281246694080657 0.05360447092978403 16.746636384363526 0.014912796759861712 
05ir B-V0-g-i-r-u True F19 None None None None 18.785822496642517 0.05513202560613689 None None 685.0615920292406 0.39781300687084376 18.460672534990806 0.02110778696524988 1.121070104155054 0.04553734299448563 19.16845602182027 0.03584418194973479 18.47256483128598 0.028411796712652676 None None 18.39627896512759 0.01822192960077961 
05kc B-H-J-V0-Y-g-i-r-u True F19 15.587153032724068 0.06038806290727419 15.454830732042783 0.052856917740177936 16.066673352572042 0.037628582626225184 15.345238595056816 0.020269907854049238 698.2665036797196 0.3425876452250555 15.57690689879689 0.014086877012674684 0.898836862181338 0.030544501573820864 15.671457604400286 0.024498808947037806 15.287982034668094 0.02313239138619755 15.384682562941837 0.048063894739844015 15.455324803912355 0.01566517406659604 
05ke B-H-J-V-V0-Y-Ydw-g-i-r-u False F19 None None None None None None None None None None None None None None None None None None None None None None 
05ke B-H-J-V0-Y-Ydw-g-i-r-u True F19 13.966213859002513 0.05622451656559193 14.034475174932231 0.05126244632641291 15.983792120224201 0.03250501828309303 14.122685404465916 0.020439335146032127 699.4930834113426 0.3417536230525839 14.794271752309388 0.014313783636648272 0.41640662688572205 0.030190075782740723 14.27331486133087 0.024812181317144716 14.009719605307316 0.023786221597141916 14.00283071273718 0.04542165038691583 14.432915708568181 0.015936877269748535 
05ki B-H-J-V-V0-Y-Ydw-g-i-r-u True F19 16.28045040080347 0.05871016297154057 16.1491321896985 0.05108806046627504 15.870884145965853 0.03200237432762907 15.592719618883303 0.019341084713673944 705.8455136051275 0.3414881290929265 15.569494615981862 0.012783213610506904 0.8259186539142273 0.030120295902412927 16.211811808305 0.02271405044910017 15.676209090335593 0.022310027101339898 16.111616306750573 0.04624793516588539 15.528612997945567 0.014513019952437835 
05ku B-V0-Y-g-i-r-u True F19 None None 17.93400436333998 0.20188967481795694 18.300329976210808 0.11534325024678545 17.43917090630096 0.05248297333973091 699.5456132988224 0.9348589759515497 17.539928719032016 0.06399466109003256 0.9492850678685361 0.05009742723919551 18.066780373156227 0.08489644615815899 17.46977036959264 0.044409953265990884 None None 17.5269942935079 0.042057642706049225 
05lu B-V-V0-Y-g-i-r-u True F19 None None 17.549309790605196 0.11404122137814035 17.74985468004389 0.10246326971677676 17.059262568690777 0.04779167887760009 711.9937784439059 0.7621199128386171 17.302978517510734 0.060031455199903834 1.1316605521663243 0.045417778154041494 17.57988838787192 0.06982940695244749 17.027661390061144 0.0440283768007285 None None 17.132235496176182 0.03807837273474585 
05M B-H-J-V0-Ydw-g-i-r-u True F19 16.70427320666893 0.05754135242828595 16.641542593943797 0.052119832035182535 16.22629769902202 0.030360625076153423 15.906536614832815 0.019132723167543296 406.2165043941542 0.34081870066487047 15.940426390245014 0.012247462066427206 1.2110450255128666 0.030114689572526134 16.526962756693802 0.02234513088699376 16.003337796215583 0.022160113892948034 16.580875810830506 0.04888358128589874 15.85877099531696 0.014217787330505135 
05mc B-V-V0-g-i-r-u True F19 None None None None 18.026668253356426 0.1017731434956689 16.92616230862775 0.044515170371363426 734.9231413735702 0.42461243355171935 17.238562751403027 0.057816216376180896 0.6277631892667274 0.03951645234789754 17.216100142472822 0.07247519648482592 16.838145514717176 0.03837229083451237 None None 17.063045055024705 0.03674833343670135 
05na B-H-J-V-V0-Y-Ydw-g-i-r-u True F19 16.721582591811604 0.07577812497278094 16.692894019553563 0.06830291298097112 16.10957714795205 0.03316829313186147 16.011177342011283 0.020181382824520474 740.7409661014706 0.38352645999556434 16.00854774315421 0.013604877758142819 0.960223938163072 0.030672898094548876 16.64577935188502 0.024123651503721796 16.075364208661284 0.02293092324993872 16.466459444485565 0.11552420521042839 15.967604304239972 0.015232049288966532 
05W B-V0-g-i-r-u True F19 None None None None 14.753856824681003 0.03344567987635704 14.023403433975224 0.0199252552951708 412.5919386188592 0.34295526145324845 14.195541375154823 0.013451337851023636 0.9226643306949921 0.03116929528973053 14.524258288799802 0.02385359787414902 14.021393391755907 0.022750067910591736 None None 14.10032087082907 0.015250973585167327 
06ax B-H-J-V-Y-Ydw-g-i-r-u True F19 16.009553302457533 0.05630768328918758 15.83869988854991 0.051036978391906775 15.36299877970729 0.0313357416575015 15.067199283463736 0.019470686301343007 827.5951945011622 0.34100769148440524 15.015658807838177 0.012908015103217497 0.9853718975217587 0.03022707971538043 15.765938025829358 0.023099156267048185 15.178062200940877 0.022629108769462634 15.676098109173113 0.04503420990261032 14.990395227514536 0.014821306759001278 
06bd B-H-J-V-Y-g-i-r True F19 17.793260913593972 0.3931450147177272 17.22152663120774 0.26579876127830865 None None 18.263792942873806 0.08599584838812853 824.8640894665492 1.8010012111645914 18.967942500911736 0.15877832607431402 0.9167769238955794 0.10632947386103206 17.882986238450098 0.10825650210539109 17.933660245259436 0.0734372679607078 17.017292103433633 0.2774524835347153 18.754010439025777 0.11077016822391171 
06bd B-H-J-V-Y-i-r-u True F19 17.547531103868316 0.37780977598104304 17.27805027102061 0.24473875874895934 18.63756786267905 0.11324857993866926 18.270508964515827 0.08094495958016748 825.5168025915638 1.6417095015971483 19.232055748818432 0.15268096000970804 0.9260215163295206 0.11098515248467118 17.909790037562036 0.09945740093703002 17.960417490968947 0.06868347653689116 17.094089712685637 0.250466168080239 None None 
06bh B-H-J-V-Y-Ydw-g-i-r-u True F19 14.953289063652106 0.0565757828608741 14.876635039500483 0.0508568444489705 14.742107190781132 0.0310931315999793 14.366262650163884 0.019271252345309464 833.9343127789689 0.3427176411861635 14.350754824346884 0.012522343720726772 0.802208236250344 0.030125827220773272 14.973830456148054 0.022652192136708472 14.431240507371044 0.022304996589100148 14.804907881200652 0.04630774796521862 14.310727493423974 0.01454334755745151 
06br B-H-J-V-Y-g-i-r True F19 17.09825744843048 0.14000718116998323 17.212288237373293 0.10617927300146676 None None 18.026626675307238 0.05516712658483304 851.149858401952 0.8605883708618232 18.842943091518308 0.07633821401370491 0.9082302537746079 0.04214428119954305 17.851145509647925 0.07286987519318797 17.688194604748322 0.04309232363164561 16.873675988277988 0.12384967279519855 18.44280092391192 0.03307861240230185 
06br B-H-J-V-Y-i-r-u True F19 17.138987082967944 0.18432061495705102 17.22051540716484 0.11790705399428125 17.89191385069675 0.06439514025162467 17.987233978591576 0.06015953716974526 851.0020090415436 0.9339682408956907 19.066289140236087 0.08512750894189829 0.9107934131829865 0.045495280508463014 17.84248822764031 0.07729273915806849 17.694932448206533 0.04652404909215325 16.862770601606158 0.13880575616030172 None None 
06bt B-H-J-V-Y-g-i-r-u True F19 16.793695950553758 0.15823851647567067 16.83058858925159 0.07972542588424271 17.50253575909952 0.06116047831294672 16.78308340027805 0.023740517772498873 858.5440993632659 0.40167429452503955 17.050277875771535 0.06861418363680553 1.1890087607820843 0.03678904780196705 17.07831633070624 0.03486008106688821 16.852564594806882 0.02685039825398251 16.623177571919648 0.097470375446893 16.836994206341075 0.021854171936083723 
06D B-H-J-V-Y-Ydw-g-i-r-u True F19 14.504945334040686 0.06550339587962105 14.595597809484183 0.055150557216264405 14.78467129082123 0.031650957603417434 14.069053738664204 0.03940540954636886 757.9639637871616 0.355662089955711 14.181303217378302 0.01282538175081281 0.8151640211475236 0.03011718569768861 14.612551285537243 0.022774778080947963 14.116472944685938 0.02246143584496409 14.465895844680158 0.07547324988695298 14.07905343014995 0.014937571355035546 
06D B-H-J-V0-Y-Ydw-g-i-r-u True F19 14.505381609470634 0.06546779334991254 14.595607974588358 0.055140781328570414 14.78570619746169 0.031647260322405404 14.058827559276727 0.03939768080582129 757.9657488471452 0.3556535924209203 14.181356481828319 0.01282312922925263 0.8154351498988042 0.030116855742439313 14.612143315188021 0.022773418538394864 14.117260027043109 0.022460315918152066 14.465792669047064 0.07541739816606927 14.07876320505171 0.014934797010417679 
06dd B-V-Y-g-i-r-u True F19 None None None None None None 14.410742531976213 0.019 827.6846188751392 0.34 None None 4.205312627546401 0.03 None None 14.853932314132395 0.022 None None None None 
06ef B-V-g-i-r-u True F19 None None None None 15.813270021952706 0.11291215493424225 15.411930025796803 0.05178265278034117 969.7403364767027 0.8055214829489816 15.394655637656712 0.07040606688228443 0.8369403869723484 0.03618951077941661 16.089190048872148 0.0704306289403135 15.511247503590281 0.04257810085579221 None None 15.359016574681066 0.045640497610742306 
06ej B-H-J-V-Y-g-i-r-u True F19 16.338689064049703 0.08624253853457244 16.132012928391116 0.05808622440536511 16.162025005297604 0.08541812021856168 15.706809286429097 0.04227162314961179 976.4530490846607 0.7008131870479176 15.714831663645954 0.05426582913377863 0.8296721769051005 0.03508555129730889 16.368813213972626 0.0319010500319361 15.76871266756625 0.025408559503718654 15.97440192021338 0.09035953351193783 15.66941048496887 0.03235249810831984 
06eq B-H-J-V-Y-Ydw-g-i-r-u True F19 17.978205110145815 0.18169065394760778 18.466766964460696 0.08505994626950891 19.462447747130522 0.20295895804187464 18.257192402851963 0.049730745838299825 979.5845325978758 0.7495911245078023 18.53721119071179 0.06634759473614572 0.6254000417337024 0.038687934825037296 18.610613215991336 0.07297150144139009 18.249504211809537 0.0397722070054672 18.2569359793458 0.12411130378723599 18.359919431963775 0.04074759067852417 
06et B-H-J-V-Y-Ydw-g-i-r-u True F19 16.430251194095625 0.058513212500080965 16.311318199126166 0.052094926678440484 16.542730154961287 0.03344702414185176 15.816689801843692 0.019935228339496788 994.3638934729421 0.34279682202025247 15.985275920747222 0.013161523690511519 1.0915298021192679 0.030974273877797935 16.32553840231 0.02425628157628533 15.82279060669398 0.022954402910940353 16.18354100647948 0.04696299263768241 15.877680020440906 0.015003471922267874 
06ev B-H-J-V-Y-Ydw-g-i-r True F19 17.12514117933015 0.0769735739794569 17.16464245338382 0.07402562067800308 None None 16.923037300399276 0.044005974253262754 990.2034796324906 0.7155883494256803 17.092523699097608 0.055565573089111295 0.8479605434819844 0.03608533126491918 17.4037023047625 0.06670087334660907 16.922108492779078 0.03734960208056161 17.041256519200125 0.09417422444240243 16.995193319909742 0.03439364458933838 
06fw B-V-g-i-r-u True F19 None None None None 19.455719844384962 0.15322995132378686 18.97262697013699 0.056594731033031344 1004.1558594529635 0.7315357510188067 19.08712878909865 0.04868827943127763 0.8869362816376121 0.05602751558341905 19.1348566820214 0.07562006035338019 18.775664568704318 0.04549537562098133 None None 18.860187751947574 0.061275025341026114 
06gj B-H-J-V-Y-Ydw-g-i-r-u True F19 17.361153350760624 0.09804303976929739 17.24883671876278 0.07842564569108677 18.33664413794329 0.03669453025151449 17.35102330129893 0.02044833339024229 1000.9125730849568 0.6283484889821895 17.64123670175188 0.014843537844625682 0.656906702736751 0.03087638003225911 17.537538546039894 0.025301907702221217 17.253573079105106 0.023018986396163423 17.052602075505725 0.10380078117179385 17.472509435353107 0.01564962987874561 
06gt B-H-J-V-Y-Ydw-g-i-r-u True F19 18.383621973006964 0.12364998558231674 18.260882668585506 0.055582201953812645 18.911237738947637 0.05275972615665361 17.983459378447037 0.02083852479269239 1004.040491649046 0.34711430103994606 18.21977719472644 0.015406949502187076 0.5547043802536273 0.03090218642713995 18.362815818617307 0.026177014013846832 18.066146362160065 0.023472758625939585 18.11681235773052 0.0635712620831231 18.047869512789475 0.01601974608076215 
06hb B-H-J-V-Y-g-i-r-u True F19 15.819857395787936 0.06807073457926793 15.713613150282336 0.07329499865938398 16.223585907047237 0.0810445075194209 15.370406892807944 0.04075921710784479 1003.5215061132213 0.6480504565957969 15.52597594923628 0.05100387180774014 0.6729073593458954 0.03477046174617711 15.84374524410471 0.06243137066573429 15.458200082701806 0.03437721344824549 15.558276628797698 0.08383605619861045 15.389306651919457 0.031028154475408586 
06hx B-H-J-V-Ydw-g-i-r-u True F19 17.899075851615617 0.08766611859268268 17.963471411213465 0.07068749996002284 17.984761053728544 0.0774218917452839 17.36318837284189 0.030618410868028918 1022.3043631699742 0.36281741056145833 17.50985692844194 0.03514260245831372 0.9613855074508604 0.03480352191211569 17.780524747437255 0.046449318620049314 17.461240355329725 0.035182976465388364 17.73174726065644 0.0751673615800893 17.47351788448887 0.03327081961117047 
06is B-H-J-V-Y-Ydw-g-i-r-u True F19 17.265011479973012 0.08607844109252347 17.174206846264926 0.08043961624279865 16.457629965598652 0.09166459207605791 16.134242094757568 0.04438996665252629 1005.8527264580409 0.8387874171673445 16.094088462687996 0.055844665712201896 1.3212667966707672 0.03937442870516782 17.12191847545026 0.07128897187466532 16.351089760249128 0.03797809589692944 16.66918022059665 0.11539310613866427 16.026259254972487 0.037454554013078845 
06kf B-H-J-V-Y-Ydw-g-i-r-u True F19 16.39019777410067 0.06390953376368672 16.298541688394153 0.05162427710454982 16.402325174555887 0.032513685398215454 15.921688659349355 0.019718697080925413 1041.8215772286076 0.34215194086772455 15.942612735486067 0.013345325275790099 0.7333884187888406 0.030264636996578477 16.444082770845366 0.023315043076312093 15.955190342863215 0.02264809787279399 16.237633078926148 0.04595547131557534 15.881458185127585 0.015084186074737282 
06lu B-V-Y-Ydw-g-i-r-u True F19 None None 18.565635631156184 0.09045632622634617 17.758662452539085 0.09035042129145877 17.525275022832457 0.04294739502174364 1034.9137576372434 0.41933334366161756 17.507411249887777 0.053292838995216446 1.049315724313319 0.03708567672132516 18.2742256759123 0.06718958803715022 17.668110862101194 0.036341020369462074 None None 17.4636838877637 0.032493904563897835 
06mr B-H-J-V-Y-g-i-r-u True F19 13.824889558871696 0.06750013453870832 None None 16.5695088639877 0.044035526897075995 14.562017102408173 0.027523866048927113 1051.3209889411364 0.34650038902407243 15.271334781549484 0.02337046891917965 0.22761292962957286 0.030354905726325973 14.385206904961166 0.03668686089261994 14.48833459200614 0.03250371281277915 14.005628031581221 0.05672520855797414 14.90857993002707 0.02469713823942524 
06mr B-H-J-V-Y-Ydw-g-i-r-u True F19 12.834707405124258 0.303366579617359 14.152595150821597 0.0852549849747047 15.845819286298227 0.155712648859183 13.252348273262173 0.0862774450185722 1053.509198823195 0.3419702918218225 14.040661134680766 0.0945419397440558 0.03145023374559268 0.030024261823985876 13.659516540573343 0.10961914855194975 13.055041571635277 0.13633722521108196 14.340637149598559 0.10199393021038546 13.417992271308147 0.11789993583806711 
06ob B-H-J-V-Y-Ydw-g-i-r-u True F19 18.655040325394225 0.17448211554446072 18.645055292337545 0.10054681268002733 18.39650315475641 0.05374535195970491 18.163268464104185 0.02417813762376582 1063.968891017527 0.6776363107658281 18.2575756471185 0.019629774802813155 0.7256444995267739 0.031819496783660035 18.667338584237577 0.029083448314292035 18.282206383522723 0.02507462339269164 18.589559918715935 0.12987556199778041 18.15931515442194 0.01907481727860238 
06os B-H-J-V-Y-Ydw-g-i-r-u True F19 17.330276243364438 0.11696181523470013 17.308337488560674 0.05760661199889038 18.29633230740788 0.13505447227763281 17.272246040239665 0.046235378153272194 1064.9773075866349 0.7702087073641798 17.609416625401156 0.058411566908824604 0.9200659003152589 0.03810342682133042 17.51397849848715 0.07190400500213949 17.127608440390937 0.037610738712439196 17.24980107257659 0.05873636126963281 17.447458073999766 0.03577850270198867 
06ot B-H-J-V-Y-Ydw-g-i-r-u True F19 18.03323884242248 0.14118336456121178 17.881625528118626 0.09138759476012286 18.37218083318071 0.12801725237698583 17.807841898847183 0.055942638547174406 1061.9740324428942 1.1744025525158177 17.977477484981208 0.07295512047767351 1.2653179796090388 0.05131115304863337 18.06477931970592 0.08122752500742765 17.839178653210265 0.045189255630012394 17.373013032882195 0.1457172899451648 17.84636793272107 0.049053711391624184 
06py B-V-g-i-r-u True F19 None None None None 18.265041223841045 0.06960376978433933 17.8307571485997 0.027205562445878458 1070.0592272014278 0.46402254247957214 17.947193757706156 0.02597151527333439 1.1178100408924303 0.04617474939396609 18.413337983823624 0.036751614243060594 17.926788664580915 0.028324840628962514 None None 17.822351982220912 0.021815853254480884 
06X B-H-J-V-Y-Ydw-g-i-r-u True F19 12.981531147329829 0.05913338306919916 13.086963136112212 0.054668655916695084 17.237732705423653 0.038669258598964334 14.024049573812755 0.02057050606337499 786.8507558207069 0.34512908103300727 15.271394649018427 0.014719988217217882 0.9697203939633113 0.03057949234255045 13.72768280643308 0.025532795987616614 13.555062560636797 0.0239061229264102 12.838468824877483 0.05057898303312837 14.684172619356291 0.016015971840278132 
07A B-H-J-V-Y-g-i-r-u True F19 15.99209222405647 0.07503433038071071 15.900330251000492 0.05257486831582395 16.079985795705877 0.033835608901842375 15.517235544265734 0.020214322879975793 1113.4428491595295 0.3463455544980664 15.709215679443927 0.014272962438916117 1.013075093015653 0.03202507969539831 15.992134641142487 0.023968037599380293 15.524916302803557 0.023031776640511738 15.704909484879806 0.04870989644210912 15.602801395066527 0.016029397689423148 
07af B-H-J-V-Y-Ydw-g-i-r-u True F19 13.616569005668733 0.05583654040259237 13.517105477153677 0.050719844497985445 13.699272772242475 0.03158857925225272 13.093827728681955 0.019629734320945332 1174.9079852836187 0.3411287092587933 13.186792857107646 0.013556808695406368 0.925658121091783 0.030139864337599243 13.622730592902899 0.023031260389076925 13.08812971205321 0.022532982849301816 13.465120754821115 0.044686996508085344 13.074993374413546 0.014918974892304038 
07ai B-H-J-V-Y-Ydw-g-i-r-u True F19 17.116972353651605 0.0649096482152393 17.200847977449506 0.054291886509432015 17.450287047176587 0.10366437168557259 16.825479587579846 0.020455766666135376 1173.4322961486016 0.3968771489408218 17.03302600230263 0.015468423905704633 1.229080804001361 0.03241793811723864 17.2933718601844 0.02522578192185041 16.842467333255467 0.02364952466104988 16.89813338691169 0.0497989005699323 16.911686250882866 0.03224951512432554 
07al B-H-J-V-Y-Ydw-g-i-r-u True F19 15.918673044643743 0.10651714521478674 16.202867421416595 0.07329387817239373 16.633116297590842 0.2072416431609063 15.773358045849498 0.05413435259584709 1158.1045588531222 0.8937043847915196 15.83224388625587 0.09370684517035956 0.5919354517558338 0.04778651185318993 16.123335250173056 0.0658898662858988 15.853156393795171 0.05575442464557425 15.00643587896481 0.12935565897919143 15.688863371602533 0.0752866180657187 
07as B-H-J-V-Y-Ydw-g-i-r-u True F19 16.065602858657495 0.06502287878281782 15.913345852029813 0.05258864567972523 16.137530521822537 0.03344722912437641 15.383265934262305 0.01965708162864669 1182.1161519501798 0.35025995366928786 15.480010782466183 0.013278060507302172 0.8846873319322965 0.030347083807339255 16.047860029094494 0.024170428310027404 15.41819770971768 0.022757158836498374 15.842874286243603 0.04829502206466012 15.416282139180638 0.015201989986419643 
