TNS_name classification RA Dec MW_EBV gal_PGC gal_RA gal_Dec z_hel z_cmb z_flag
21vui ? 293.5213704 48.3370962 0.07557867139577866 None 293.52125 48.33777777777778 0.091011 0.09042391321272322 sp
21vwr SN II 25.144 54.8471983333 0.18579420804977417 None 25.144 54.8471983333 None None n
21vww ? 269.432708 19.180167 0.072485803514719 None 269.434047408076 19.1795197247602 None None n
21vxp SN Ia 55.7267580625 46.028137025 0.44683106541633605 None 55.72661128 46.02821688 None None n
21wfg SN Ia 325.105145169 11.7489612858 0.08238306403160095 3373379 325.10502916666667 11.746958333333332 0.07939826158001613 0.07825870125171076 spu
21wik ? 359.002541349 -30.0686086949 0.01346130546182394 None 359.00120833333335 -30.06736111111111 0.0972 0.09623110970726675 spu
21wil SN IIn 21.439667 -33.222381 0.02341783855110407 21wjb SN Ia 300.208 -38.577231 0.061113043278455736 63976 300.2097791666667 -38.57503611111112 0.02001117719912754 0.019456411506587296 spu
21wkv SN Ia 247.892333 40.568081 0.01328707354143262 58432 247.893875 40.56559444444444 0.0273289063195846 0.027393760141151368 spu
21wlw SN Ia 278.6656771 44.2358585 0.05349927134811878 3899519 278.6656776 44.23585034 0.06564131279510536 0.06522498120064091 spu
21wqc SN Ia 36.601417 -16.670519 0.01737595275044441 895231 36.601417 -16.670519 0.068539 0.06780560462357646 pu
21wrt SN Ia 38.4194936031 40.6674738652 0.04669384069740772 2169204 38.4192 40.6697 0.07915024958589248 0.0784617873028934 spu
21wue SN Ia 18.9473908517 1.50580497958 0.03112881064414978 3613260 18.95007525 1.50536651 0.07802827431826731 0.07697277807560367 spu
21wuf SN Ia 269.010458 18.353911 0.07768393218517303 61123 268.9990925 18.33824111111 0.010009591368706147 0.009737341613448504 spu
21wus SN Ia 33.6768238827 16.0799805473 0.07337566420435905 3634026 33.67492 16.08006 0.040489 0.039625330400053886 pu
21wvi ? 239.2453956 18.6443555 0.0395733917504549 56459 239.24635532599999 18.643904288599998 0.06142925318796038 0.06175313921454468 spu
21wvj SN Ia 222.3415533 9.6752903 0.024721047021448613 84305 222.34067820619998 9.6746019182 0.028159480916627996 0.028837950139531946 spu
21wwf SN Ib/c 51.1022737154 -18.7260773682 0.037971885353326795 21wwp SN IIn 312.141583 -20.205161 0.0744490997493267 None 312.15545833333 -20.19425 0.027926 0.02704067845669572 spu
21wzb SN Ia-91bg-like 72.7672484957 -5.95689110813 0.055332908630371096 16152 72.7698125 -5.960591666666667 0.04779973484189519 0.0477070256660507 spu
21xfo SN Ia 41.9747733333 -32.5704166667 0.02485847506672144 145051 41.9738625 -32.571419444444444 0.06312033373434632 0.06259347152445373 spu
21xgx SN Ia 253.789292 26.663631 0.0640640491247177 59257 253.78991458333334 26.662928055555554 0.03438311980483512 0.03439422508069571 spu
21xjs SN Ia 276.0237334375 30.2366309375 0.09343806996941566 1895741 276.024125 30.236861111110002 0.057721 0.057315168055151584 pu
21xjt SN Ia 343.535455 -32.4131575 0.01533702079206705 9005148 343.533708 -32.410416 None None n
21xmd Varstar 100.143583 9.588369 4.8184977149963375 None 100.14362708333 9.58833 15.088338272861645 15.088773223747493 sp
21xms ? 280.024042 -8.120061 3.131149101257324 None 280.02278172 -8.1194763989 None None n
21xoo SN Ia 351.10125557222 45.477214305556 0.17543921500444412 9005149 351.100005 45.475689 0.08709596495518063 0.08613011320060265 spu
21xps ? 11.9197320265 -4.02994389966 0.04533959649503231 None 11.920125 -4.03061111111 0.070316 0.06920746331122396 sp
21xsi CV 304.905458 55.588439 0.2596520686149597 None 304.90767235 55.58524351 None None n
21xzl SN Ia 346.038713847 -6.42054060334 0.03745597593486309 1033041 346.0400275 -6.421835000000001 0.04467757491084049 0.04347387153160802 spu
21yaj SN Ia 46.8305816667 18.6933583333 0.11769108921289444 1567306 46.830375 18.693 0.061501 0.060853808967438805 pu
21yam SN Ia 64.6615 35.660569 0.46693923354148864 21yaw CV 300.992792 -24.696161 0.13145022004842757 None 300.992792 -24.696161 None None n
21ybw SN Ia 329.551549836 -11.4728143556 0.04204129457473755 9005151 329.55192704 -11.47284893 0.08642891598111757 0.08531520840226585 spu
21ybx SN Ia 47.6240381264 -11.7301606057 0.0560260334610939 3653830 47.62459713 -11.72975488 0.0533455631103761 0.05277022486521439 spu
21ydu SN Ia 37.16753 -31.7516466667 0.012590893935412168 21ydv SN Ia 343.2634075 -36.7858775 0.011351285502314568 9005153 343.262975364723 -36.785153419417 None None n
21yeq SN Ia 242.506983333 -2.654 0.1647898358106613 57346 242.50660833333333 -2.6570130555555553 0.04480432926701579 0.045135854526993896 spu
21yfa CV 278.68787002857 26.305107185714 0.1071151015162468 None 278.6907275 26.3078341 None None n
21yjg SN II 289.866333 52.329919 0.10549493327736854 63063 289.86155875 52.33193277777778 0.026618406613139585 0.026102987057129202 spu
21yjq SN Ia 228.751325 17.4007316667 0.024639455527067183 1531862 228.75113696 17.40136603 0.07480008052770962 0.0753257973521067 spu
21ylm SN Ib 3.61488608813 11.9831102285 0.09555833712220192 None 3.615 11.98258333333 0.056892 0.05570461035254997 sp
21yma SN Ia 78.8049181 -27.8423376 0.014602346532046794 749114 78.80474379 -27.84214543 0.0812673087908132 0.08135475627503556 spu
21ymb SN Ia 5.21315 -32.856912 0.011703319121152163 9005154 5.21372893501 -32.85743917867 0.13888599999999998 0.1379814574098989 pu
21ymf SN Ia 62.6777208333 -36.1304741667 0.010919709187000989 9005155 62.6777006449111 -36.1302080931926 None None n
21ymg ? 252.172583 -26.746539 0.24450227975845337 None 252.172695 -26.744831 None None n
21ymj SN Ia 257.97575252 34.15365124 0.02224682480096817 3879345 257.97538375 34.153418333333335 0.08409484404040611 0.08400928372828807 spu
21ymm SN Ia 78.787523244444 -16.027569955556 0.06448883429169655 147181 78.78744159 -16.02830071 0.05937440894527106 0.059434767754034966 spu
21yrf SN Ia 54.667583 38.021589 0.32547997415065766 13428 54.67196219718 38.022481696069995 0.01654477912182834 0.01607256403600848 spu
21yrw SN IIb 53.5360175449 -25.1441380398 0.01916328463703394 None 53.5345162 -25.14450158 0.054876 0.05448113886953499 pu
21ywl ? 111.9379994 29.1985427 0.045453534647822376 None 111.93802613 29.19856142 0.096647002 0.09717582202694632 pu
21zbx ? 89.02466694375 56.21379131875 0.161148761510849 None 89.02466694375 56.21379131875 0.121397 0.1214062092546204 sp
21zeh SN Ia-91T-like 344.039233288 13.0980387452 0.03843191497027874 70047 344.03920517 13.0976746 0.03744824027561094 0.03622063080718761 spu
21zek SN Ia 284.106417 -16.182169 0.3703493595123291 9005156 284.106325 -16.18331 0.02990600859246894 0.02942527464807711 spu
21zfa SN II 73.07658 -25.618158 0.03290980711579323 3687990 73.07675 -25.618083333330002 0.024079999999999997 0.024052020656226646 spu
21zfj ? 134.0197021 21.9689976 0.02495915450155735 None 134.01875708 21.96846565 0.09164036889643482 0.09253141608692399 spu
21zfq SN Ia 298.19425 50.54665 0.12212082415819168 3097207 298.19281204 50.54714945 0.025964629170224157 0.025344676201454298 spu
21zfs SN Ia 323.124292 5.346311 0.05574145719408989 1281969 323.12425662 5.34636784 0.019630247002411248 0.018505276833570675 spu
21zfw SN Ia 322.907 11.83295 0.06654916569590569 66899 322.90649114 11.83164866 0.028835281773499456 0.027714497623637795 spu
21zny SN Ia-SC 30.8991501796 15.7426153525 0.04464428350329399 7842 30.90421 15.74686 0.026570048003008807 0.02566580626579597 spu
21zqc SN Ia 278.108917 51.568781 0.028527157679200173 2396225 278.10939698 51.56834979 0.033335374693592434 0.032954710808414965 spu
21zw SN Ia 191.137333 26.795061 0.011443333234637976 9005157 191.13722661 26.79538512 0.082510002 0.0834504534781369 pu
21zwx ? 278.2931725 8.3054 0.27742380619049073 None 278.29395833333 8.30458333333 None None n
22aahu ? 306.7029544 25.6253504 0.3398710381984711 None 306.7024189 25.62568117 None None n
22aaoz SN Ia 13.2635084 39.0264013 0.04346616543829441 None 13.26291666667 39.02677777778 None None n
22aapa SN Ia 6.018266 31.1608723 0.08135920330882072 None 6.01828056 31.16005383 None None n
22aapl SN Ia 38.6689827273 -26.2295636364 0.019245098792016507 None 38.667881 -26.229017 0.05783 0.05719931463678811 spu
22aart SN Ia 119.8685926 3.1560359 0.021672746501863002 None 119.86836941816 3.15511944487614 None None n
22aasy ? 146.64219175 39.759188050000006 0.01445701003074646 None 146.6415371 39.759571 0.14974500000000002 0.15053068410070836 pu
22aatf ? 95.05329513333334 50.93751536666667 0.11944556504487991 None 95.05117800000001 50.939102 0.06701 0.06712386165788752 pu
22aath ? 117.3483922 50.4560031 0.05636523365974426 None 117.3483569535 50.457130426099994 0.099060185 0.09944339540967422 n
22aayf SN II 351.3503159 -20.7368202 0.024253048077225683 22abcq SN Ia 32.7626148 36.4812966 0.049253085628151894 2081372 32.76175 36.48161111111 0.03798947993920768 0.03720176706916804 spu
22abjn SN Ia 70.7734166667 -12.45397 0.09783854186534881 None 70.77267781050999 -12.45498447552 None None n
22ablu SN Ia 20.0294879 42.716813 0.05968166559934616 None 20.03076848304 42.71698478252 0.047622 0.046757439521329144 p
22abvt SN Ia 22.6809815789 -31.5144231579 0.022419125661253928 None 22.68169413026 -31.51336305445 0.0305 0.029717813650313726 spu
22av SN Ia 63.6019555964 -13.5429177332 0.03921900577843189 9005158 63.6028814 -13.5427997 None None n
22aw SN Ia 357.211768 -4.334784 0.03246744617819786 3990210 357.21172943 -4.33481898 0.048800606658040875 0.04760305762170163 spu
22ay ? 185.397543 -2.911963 0.031642406955361364 None 185.39737315 -2.91183275 0.07222093067837432 0.07339835822827895 spu
22az ? 21.8268733333 -13.2881033333 0.019633008800446987 None 21.840833333330004 -13.274527777780001 0.158057 0.1570996520607615 pu
22B SN Ia 153.660472819 -0.825595238586 0.036065904200077055 29889 153.6648272391 -0.8309095625 0.04902057943032043 0.05021377191528749 spu
22ba SN Ia 44.45175 -14.8855 0.04012322567403316 11200 44.45021 -14.88709374 0.030460072481209653 0.029844631733943458 spu
22bdw TDE 126.293167 18.582639 0.041181536316871645 None 126.2955420936 18.5873321276 None None n
22D SN Ia 163.981453053 0.417002118367 0.03913915231823921 None 163.98210953 0.41687431 None None n
22dbl TDE 185.18754 49.5513 0.016434309855103493 2346329 185.18772958333332 49.55128416666666 0.028750708806596463 0.029398701399387495 n
22dsb TDE 235.5905942 -22.67056645 0.20000901460647583 55836 235.5905325 -22.6706198 0.023423357467692866 0.02390987249933453 n
22dyt TDE 150.0333685 26.460714199999998 0.022776941247284414 None 150.0289584615 26.460125667899998 None None n
22eat SN Ia 167.879066032 19.8272786896 0.01990686371922493 9005159 167.87592 19.82741 0.02758793805128781 0.028693409134315895 spu
22ecn ? 248.4314123 21.3481922 0.038282655477523804 None 248.43191 21.34859 0.092885002 0.09301817771605315 pu
22edq SN Ia 197.947698878 17.4608050542 0.019537082128226756 1533337 197.94731 17.46145 0.07177632200473837 0.07274575356989023 spu
22ejf ? 168.979605 41.18805 0.011988664288073778 None 168.97928 41.18794 None None n
22eni ? 108.027864032 51.7436316717 0.05757077261805534 None 108.02804524000001 51.7427534 0.067211002 0.06747702272842261 pu
22exr TDE 262.4604712 25.8421596 0.056709271520376206 None 262.4623804937 25.8430817142 None None n
22fw SN Ia 185.9751531 -3.443856 0.03077084608376026 40284 185.97495 -3.442925 0.006690295057389336 0.007864705693433198 spu
22gri TDE 109.5865345 33.9948899 0.04457710728049278 None 109.58656081000001 33.99482007 0.036888 0.037340962524886154 n
22H SN Ia 147.438673821 6.29658798999 0.020333311632275582 1298069 147.43930766 6.29708525 0.06122568967362081 0.06235397961143356 spu
22hvp TDE 148.6885 55.440381 0.006425944101065397 None 148.68851876370002 55.44037375640001 None None n
22I SN Ia 153.9748731 -2.69352033056 0.029814324975013733 103417 153.97574692 -2.69416383 0.05140356132641603 0.052601996519681046 spu
22ik SN Ia 120.099069263 56.6165612701 0.028022983595728874 9005160 120.09960153 56.61687814 0.064626999 0.06495773977517662 pu
22kfv ? 179.6542614 -18.2753599 0.03626074343919754 157186 179.65602062231002 -18.278324604679998 0.057009083181296404 0.05819751147524192 spu
22kj SN Ia 161.122988684 23.8370135689 0.026773570887744427 None 161.12102280852 23.83739955492 0.04357 0.044626136330442066 sp
22kjk SN Ia 210.1899001 31.6238423 0.014889729283750057 9005161 210.18886484360002 31.623904593899997 None None n
22klg SN Ia 208.182706 59.278587 0.011629189159721135 9005162 208.1816843948 59.277485425100004 None None n
22lri TDE 35.0333557286 -22.7208914461 0.015906436033546925 None 35.0333 -22.7206 None None n
22mma SN IIn 219.756279 15.986617 0.022740702033042907 None 219.7711835665 15.9993000689 0.127584 0.12827143762172347 pu
22mmd ? 251.320404 12.931083 0.044543115496635435 None 251.3191420053 12.930263491500002 0.050284 0.050386918971571056 spu
22mme SN Ia 278.40055125 41.4894 0.049067739099264145 2181874 278.397625 41.48758333333 0.08327357002029687 0.08285223301847223 spu
22mna ? 161.4596505 43.9031236 0.012768571488559246 32124 161.4556052933 43.902811109700004 0.025619337419319845 0.026396234454386453 spu
22mnv ? 266.65916006666663 28.186754733333334 0.0473530538380146 None 266.65934233 28.18538328 None None n
22mnx ? 291.9442158 -21.78885766666666 0.08161067202687264 None 291.944146 -21.78863 None None n
22mox SN Ia 203.6868626 33.8897511 0.0107327832095325 2040554 203.68646 33.8904 0.02336249566358337 0.024106559139121818 spu
22moy ? 349.2390133 38.0573415 0.13051522493362427 None 349.239008 38.057293 0.187865 0.1868064713838487 pu
22mq SN Ia 183.637167 -3.633269 0.03223047442734241 4537039 183.6374555 -3.63314449 None None n
22mto SN Ia 344.9198441 -9.5579911 0.031685997173190115 9005163 344.9192647164 -9.5577040265 None None n
22mtp SN Ia 261.5520198 27.618718 0.04341008380055428 1813255 261.55125 27.61416666666667 0.0848019999222262 0.0846628996627425 spu
22mts SN Ia 280.6807833 -22.0785356 0.36673988699913024 202781 280.68183 -22.07906 0.029166844484126417 0.028780732570102035 spu
22mvb SN Ia 240.53912 -6.43447666667 0.1667859897017479 3857993 240.53912 -6.43447666667 0.029583799603124107 0.029963603307558876 spu
22mvc SN Ia 232.552288 7.7653304 0.040650473162531855 1330300 232.552288 7.7653304 0.03502422999580597 0.03552430147763331 spu
22mvd ? 329.609242857 1.51615571429 0.05352601304650307 None 329.60909777112 1.5156905233700002 None None l
22mwj ? 168.707112353 -10.6942247059 0.041252736449241635 34275 168.707625 -10.693138888890001 0.025655213700733225 0.026889863845987783 spu
22mxe SN Ia 233.18919325000002 23.08641545 0.041354750245809556 3848696 233.18919325000002 23.08641545 0.051562337835730346 0.051975682843579354 spu
22mxq SN Ia 208.70830335 20.6008757 0.02243332948535681 1631682 208.70709282439998 20.6031774876 0.07012184409255552 0.07093941322396259 spu
22mxv SN II 357.771228 20.152586 0.06392564073204994 None 357.771228 20.152586 None None n
22mya SN Ib 260.2835591 16.0590533 0.07569039896130561 60115 260.28266666667 16.05958333333 0.030418246376811592 0.030327015902648375 spu
22myb ? 267.24803855 55.21115555 0.03966952346265316 None 267.246125 55.21122222222 0.052570000000000006 0.05233371309178263 pu
22mye ? 259.85327615 47.91017425 0.017981381341814994 None 259.85327615 47.91017425 None None n
22myp SN Ia 205.438268571 -25.7934157143 0.05696796789765358 170282 205.44216666667 -25.794583333330003 0.026338220956846087 0.027279211360150477 spu
22myz SN I 183.9357938 47.076099 0.014966816306114197 4014895 183.94916666667 47.08338888889 0.003962 0.004657166589092015 spu
22mzp ? 240.9675473 14.04883625 0.04845513090491295 None 240.96833333333 14.05119444444 None None n
22mzr SN Ia 202.487968 31.722591 0.009215947911143304 9005164 202.4881095216 31.7224778894 0.110768 0.11154980801846202 pu
22mzs SN Ia 205.6478611 30.190925266666667 0.013015284240245818 1893907 205.65097377959998 30.192014244899998 0.034737364873935556 0.035501820363484704 spu
22nab SN Ia 279.741214234 48.3846687497 0.05288928061723709 None 279.7411748030263 48.38467062000566 None None n
22nag SN Ia 271.252717 9.479958 0.1654028797149658 61374 271.25258333333 9.481 0.02066096005657354 0.020355549324558016 spu
22nam ? 237.3321665 18.9555485 0.034845948368310925 None 237.3319836902 18.9554886116 None None n
22nb SN Ia 74.062095604 -9.0349386691 0.05909763485193253 9005166 74.06138505 -9.03486168 0.101025 0.1009682093706254 pu
22nbi SN Ia 322.302958 -0.620919 0.03664519339799881 1138787 322.3021558807 -0.6217427960999999 0.03017887794895761 0.029072031878494095 spu
22nbn SN Ia 332.8557092 -16.6100781 0.026100395806133745 895963 332.85658333333 -16.61002777778 0.0451491888941803 0.04405429972092276 spu
22nbq SN Ia 314.1885141 4.2516749 0.08597222477197647 3932912 314.18891666667 4.25111111111 0.07552169732227385 0.07449085853984548 spu
22nbz ? 255.8877759333333 33.538056133333335 0.02155545402318239 None 255.8879428004 33.5369423121 0.090791 0.09074405138695 spu
22ojn SN Ia 270.825042 11.016833 0.11419954031705856 9005167 270.82466666667005 11.017527777780002 0.053266999999999995 0.05296780422031071 pu
22ojo SN IIP 26.1483988889 37.6974444444 0.04626509889960289 6393 26.14770833333 37.69577777778 0.018872722942216244 0.01801914169657541 spu
22P SN Ia 121.194077445 -3.58719147836 0.02798353262245655 180504 121.19252133 -3.58701049 0.05280319626986747 0.053654155768859464 spu
22qsn SN Ia 40.7493495 -19.1946022 0.028973593786358835 858595 40.74886050623 -19.19478020621 0.062680997 0.06202990472731363 pu
22qul ? 312.401415 16.85535395 0.06981435045599937 65466 312.40191666667 16.86558333333 0.01903748995647807 0.018036588268822866 spu
22quu ? 206.092189257 55.9512930574 0.007546308171004057 214144 206.0933763731 55.95129927399999 0.03820487876429244 0.038622235253096215 spu
22qvt ? 348.015312951 20.2975405427 0.16771884471178056 None 348.01695454468 20.2982705388818 0.106083 0.10487925181257074 pu
22qxc SN II 4.5427210292 1.33806634212 0.024250683709979057 None 4.5427210292 1.33806634212 0.100744 0.09956405514977301 pu
22qxf ? 352.962031531 37.3850943674 0.15637998014688492 None 352.95275 37.398 0.08749999900000001 0.0864377583089003 pu
22qye SN Ia 323.383667 28.812619 0.23207273066043854 1846739 323.38145833333 28.812444444439997 0.04334161615235741 0.04229028627738411 spu
22qyp ? 22.1654954342 -13.1289291196 0.019812386743724347 None 22.1654954342 -13.1289291196 0.060162 0.05920750069140337 sp
22qzf Nova 10.539167 41.258639 0.3489673036336899 None 10.539167 41.258639 None None n
22raj SN II 30.8230361 29.2347059 0.046091808080673216 None 30.8230361 29.2347059 0.064296998 0.06344019092130211 pu
22rar SN Ia-91T-like 332.84092933333335 29.983916433333334 0.05502247169613838 9005168 332.841846931941 29.9846407072351 None None n
22raz ? 26.4459166667 31.216 0.046201936975121496 None 26.443375 31.23480555556 0.15713599 0.15623806546808658 pu
22rbn ? 205.641292 13.0361 0.020535178296267987 None 205.6421975994 13.0361405904 None None n
22rbp SN Ia 25.2798614 -13.3572934 0.018502009883522987 939064 25.278737861859998 -13.35785930462 0.06610906802732176 0.06519413410062828 spu
22rcj SN Ia 5.7713103 29.2740517 0.03743804134428501 9005169 5.7713103 29.2740517 None None n
22rck ? 4.2664491 22.796529 0.09387115284800529 None 4.2664491 22.796529 None None n
22rdt SN Ia 5.185792566666667 28.4210278 0.03749231927096844 9005170 5.18295833333 28.421833333330003 0.09054293836077758 0.08944092911279568 sp
22rdz ? 297.850708 44.828031 0.2644391369819641 None 297.850912 44.827156 None None n
22rev ? 316.239583 50.927769 2.7756739568710325 None 316.239498 50.927753 None None n
22rff ? 221.76434 0.4782475 0.03772058643400669 1167018 221.76673 0.47906 0.055821951331410755 0.05654420788240221 spu
22rfj SN Ia 323.1717395 -7.2238804000000005 0.03028376080095768 1022520 323.172394 -7.222767 0.08552583400880619 0.08443689939080053 spu
22rfq ? 217.712714286 55.8478785714 0.013127063065767289 None 217.7122065964 55.847574897200005 0.040359 0.040680858166002434 spu
22rfs ? 228.864295 57.2709025 0.014219314232468605 None 228.862427 57.270157 0.06673 0.06692712620505427 spu
22rft ? 213.501873333 -9.61648333333 0.03612290531396866 None 213.5007525 -9.6160235 0.11081400000000001 0.11168546905956557 pu
22rfz SN II 260.584971 2.016086 0.15282020419836045 None 260.582153 2.0184279999999997 0.029689999999999998 0.029626152866679648 spu
22rhc SN Ia 231.251171 34.221717 0.020121508538722993 9005171 231.255 34.2253 0.270475725238 0.2708470214837012 pu
22rhm SN Ia 39.4278152 26.0075876 0.1271207880973816 None 39.4277102 26.00760158 None None n
22rho SN Ia-91T-like 230.0905408 28.9148063 0.02264475133270025 4541695 230.08900000000003 28.917709999999996 None None n
22rhy ? 227.3148709 23.0488786 0.03841591864824295 None 227.315765 23.048174 0.06747 0.06798623531246877 spu
22rid SN Ia 357.9420093 3.8525757 0.04034973077476024 3092389 357.941284 3.853305 0.074374 0.07315718698367647 pu
22rjj SN Ia 10.12012515 -9.62573915 0.027230712324380874 988586 10.1204 -9.624868 0.056188871836128716 0.05509274883274149 spu
22rjk ? 10.02733065 20.5618961 0.028495706468820572 None 10.0455831 20.5585733 0.28677499 0.28565782967765074 pu
22rjx SN Ia 4.7945491 29.3322993 0.029688446447253228 9005173 4.7942556 29.3318824 0.100671 0.09957378213255391 pu
22rkc SN Ia 30.5550723 31.69522 0.05136207237839699 None 30.553125 31.695255 0.07162937353684633 0.07078329902171125 spu
22rkd SN Ia 239.0995659 12.1323178 0.04719543896615505 1404314 239.099609 12.132265 0.07080565048771174 0.071160503044064 spu
22rky SN Ia 318.6212385 -9.0476159 0.16160327106714248 3939023 318.61416666667 -9.00808333333 0.029777266778339036 0.028741561106514397 spu
22rlb ? 253.402352 30.614308 0.02875833064317703 None 253.4061746 30.6257611 0.045942001 0.04594828750698505 pu
22rlp SN Ia 241.25292233333334 27.258235499999998 0.037202136442065235 1802540 241.252792 27.25815 0.045664924632627016 0.04590889190196556 spu
22rlq SN Ia 270.8963692 41.626374733333336 0.030380007848143577 2184105 270.8963807 41.6263679 0.082239002 0.08193310917722836 pu
22rlv ? 244.244408333 23.1315066667 0.07290354683995247 None 244.24444599999998 23.131935000000002 0.078739 0.07894643203873615 pu
22rmj SN Ia 257.3386738 4.1711825 0.11455152988433838 9005174 257.3389019 4.1717452 0.051164999999999995 0.05116504603206256 pu
22rmp SN Ia 111.7935012 33.8350964 0.04990657687187195 21035 111.78964199999999 33.831790999999996 0.02621480224162277 0.02670210876578768 spu
22rng SN Ia 358.642304 -25.0945175 0.018000986687839032 9005175 358.6423965 -25.094497600000004 0.14260699999999998 0.14157695455452382 pu
22rnu SN Ia 25.1810315 -14.4787764 0.013054947461932897 9005176 25.1712176 -14.492677 0.31184199 0.3109332018348291 pu
22rnz SN Ia 282.136996 36.0397771 0.06249689012765884 9005177 282.139801 36.0396 0.06260299999999999 0.062107016059156354 pu
22rox ? 315.5535636 14.5594389 0.08855090364813804 None 315.5858086 14.5834394 0.071897998 0.07085517672182255 pu
22rsx SN Ic 259.4412073 39.4869639 0.033173696771264076 None 259.443237 39.488102000000005 0.032474 0.03235325787779897 pu
22rti SN Ia 324.240042271 15.0654228668 0.08457861930131912 1474326 324.244019 15.067186999999999 0.116299 0.11517331903042985 pu
22ruh SN Ia 44.3425375 10.325315 0.3542843234539032 1377870 44.342842 10.32503 0.02584 0.025146241904095822 pu
22ruk SN Ia 45.451755 36.2157575 0.1722146537899971 9005178 45.451428 36.216022 0.07041899900000001 0.06980033818389961 pu
22ruz SN Ia 8.9163659 28.5566723 0.04207960180938244 9005179 8.9164083 28.5552923 0.06905700299999999 0.06797911938832106 pu
22rvb SN Ia 290.8097173 41.9362622 0.068180643171072 2189433 290.80808333333 41.93636111111 None None n
22rvz SN Ia 286.7188996 34.6097853 0.08408253148198128 9005180 286.7176666666701 34.60933333333 0.06087752513989542 0.06030503267027055 spu
22ryd SN Ib 299.656196667 2.5998 0.15282201111316682 22rym ? 70.2933408 -12.0585155 0.08852884262800216 None 70.295502 -12.056683999999999 0.038310000000000004 0.038183109046603186 spu
22ryo SN Ia 51.9273893 -12.678458 0.0535647976398468 None 51.926875 -12.67855555556 None None n
22rys ? 345.1153832 20.1210837 0.04186346724629402 None 345.1151387 20.121073100000004 0.055803001 0.054599675045386035 pu
22ryv ? 274.5159917 14.4838225 0.14202142775058746 None 274.51600436 14.48369625 None None n
22ryw SN Ia 274.6011063 30.0592725 0.09409330725669861 9005181 274.60034426 30.0593389 None None n
22sas SN Ia 253.515934 -5.3506803 0.2932885950803757 None 253.51570833333 -5.35083333333 None None n
22sb ? 149.646695207 40.1612680013 0.012313594184815884 2161536 149.6481768367 40.1582725701 0.06710703877325824 0.06790342140704222 spu
22sfc SN Ia 15.8341376 28.7138745 0.05408426642417908 9005182 15.8375495 28.7131154 0.097884998 0.09686227881291669 pu
22sfg SN Ia 44.6826938 9.9520444 0.2604249668121338 9005183 44.683726 9.952517 None None n
22shl SN Ia 2.6246864 42.6029219 0.056564295440912245 2202250 2.62375 42.60294444444 0.036614 0.035639200830660696 p
22sho ? 26.5391152 2.8614065 0.020438367389142512 None 26.5161182 2.8413310000000003 0.117875 0.11690959352965577 pu
22shv SN Ia 272.8773471 36.1739959 0.03622326597571373 9005184 272.8772757 36.1741169 0.07025258973127703 0.06990784029552943 spu
22sjf SN Ia 319.2902443 6.5975454 0.07190365016460419 None 319.290717207512 6.59731075540786 0.03335366553662629 0.03226461536983024 spu
22soj ? 239.501164168 35.1370458648 0.02310024283826351 None 239.4992637281 35.1357020349 0.030957276 0.031188180164802303 n
22son SN Ia 323.2190594 -6.1785311 0.042684870213270186 None 323.21934143075003 -6.17855329293 None None n
22spm ? 312.8859051 -9.3208059 0.09844282671809196 None 312.8858333333301 -9.32319444444 0.094412 0.09344241533747442 n
22ssh SN Ia 30.274789 15.3214668 0.0508768068253994 9005186 30.2770368 15.3218246 0.054357 0.05344323112658133 pu
22ssi SN 1.7581353 3.4056347 0.018181091882288454 22ssj SN Ia 4.8940327 -17.5794803 0.03199215710163116 9005187 4.89458788374 -17.5797283537 None None n
22ssk SN Ia 37.3689634 -5.8483693 0.022138203270733355 9482 37.36895833333 -5.8485 0.028678 0.027899729907527874 p
22ssl SN Ia 343.443172 51.4641863 0.22256630837917327 168057 343.446594 51.466136999999996 0.0359 0.035020858066497726 pu
22ssu ? 37.5511486 11.5843894 0.10440164729952812 22sue SN Ia 246.6309207 25.8933216 0.03709718160331249 1754050 246.6290166677 25.8945944982 0.04996790146068318 0.050118127449084 spu
22sxz ? 348.83379235 -18.415579450000003 0.026713655963540077 None 348.83395536515997 -18.41598422824 None None n
22syq SN Ia 1.9159989922 12.2630341791 0.06702959358692169 9005188 1.9149144 12.2606772 0.09643544605205695 0.09523938634263591 spu
22szg SN Ia 33.0432302 -6.2108642 0.021852146871387958 9005189 33.0426581 -6.2098934 0.06047200000000001 0.059627361012527975 pu
22szq SN Ia 246.3796678 29.3981557 0.02343828648328781 9005190 246.38006533700002 29.3986201381 None None n
22tbk ? 280.4708449 23.2586663 0.15926417499780654 None 280.453375 23.28308333333 0.070737 0.07024454176465394 p
22tiv SN Ia 320.989325625 -22.73549375 0.039547056928277015 9005191 320.99301 -22.73432194444 None None n
22tku SN Ia 20.6558407 35.8649729 0.04871979586780071 9005192 20.6540813 35.8649701 0.131393 0.13046927718325232 pu
22tmb SN II 50.1400286 37.498558 0.32488317966461183 None 50.14401372245 37.495069405159995 0.018646 0.018102590534747026 n
22tmo SN IIn 68.9642131 -13.3271846 0.17120883017778396 None 68.96683333333 -13.32975 0.034359999 0.034209672293788546 n
22tqx ? 25.5574969231 -36.5471446154 0.01941178347915411 None 25.55691666667 -36.548666666669995 0.0245699994 0.023877492397383782 n
22tra SN Ia 98.3309346 41.28534355 0.1440791320800781 2178639 98.33608333333 41.28555555556 0.077489 0.07771432528215395 p
22trc SN Ia 18.7628927 14.085601 0.0327720683068037 4131171 18.7628465544 14.0858017966 None None n
