# model=snpy_max_model
# h=72.00163002615162
# N = 324
# RMS = 0.24550529029797882
# WRMS = 0.21491565927148093
# NMAD = 0.16814900394672314
# STD = 0.24544615460812721
# STD(logH0) = 0.049150487235919395
# rchisquare = 9.610228193619061
# sigma_int = 0.21321
TNS_name          RA        Dec     PGC       galRA     galDec          bandpasses variant redlaw calibration         DM      e_DM     z_hel     z_cmb       e_z          ra        dec     MWebv  fitprob  fitprob_data  fitprob_data_model  rchi2  rchi2_data  rchi2_data_model          Tmax    e_Tmax  rchisquare        st      e_st       Jmax       Vmax       rmax    e_Jmax    e_Vmax    e_rmax        dist          h0  resid_DM
   20uec  317.452208  15.148581 1476551   317.45308   15.14639 J-asg-c-o-ztfg-ztfr      2D    F19        None  35.532325  0.056638  0.027094  0.026032  0.000003  317.452208  15.148581  0.085787    0.584         0.338               0.583   0.96       1.057             0.961  59130.854063  0.353962    0.867093  1.068053  0.032206  16.924675  16.106104  16.252892  0.054001  0.021206  0.023549  127.780602   61.075933  0.312296
   20uek   13.478805 -31.093555    3169    13.47529  -31.09553               J-c-o      2D    F19        None  35.601863  0.067511  0.031942   0.03107  0.000073   13.478805 -31.093555  0.018061    0.052           0.0                0.05  1.534       2.586             1.542  59124.993857  0.368742    1.299642  0.742326  0.038319  17.102263  16.715247  16.752991  0.058801  0.031365  0.028674  131.938831   70.597826  -0.01009
   20ulf  240.420417  21.354869   56731   240.41763   21.35293               J-c-o     1D3    F19        None  35.568129  0.084303  0.032082   0.03237  0.000028  240.420417  21.354869  0.071569    0.692         0.672               0.688  0.559       0.588             0.566  59130.696057   0.45018    0.445139  0.715426  0.054246  17.099232  16.902736  16.884979  0.074756  0.027455  0.027662  129.904952   74.703361 -0.132499
   20uvf   18.511355  14.381123 3338809   18.511108  14.378492 J-asg-c-o-ztfg-ztfr     1D3    F19        None  37.060793  0.069023  0.059511  0.058451  0.000013   18.511355  14.381123  0.065689    0.999         0.999               0.999  0.524        0.53             0.524  59135.782501  0.401104    0.563517  1.091416  0.042446  18.411699  17.905855  18.114073  0.066117  0.030913  0.027261  258.320314   67.834645  0.032291
   20uvg   16.595613 -20.613209  839274    16.59521  -20.61297 J-asg-c-o-ztfg-ztfr     1D3    F19        None  36.826942  0.092533   0.05476  0.053804  0.000006   16.595613 -20.613209  0.018312    0.164         0.132               0.163  1.159       1.184             1.159  59135.692465  0.407899    1.262325  0.983288  0.038358  18.318538   17.83756  17.844785  0.090976  0.035039  0.030433  231.946793   69.541805 -0.014074
   20uwo  356.294167 -25.822369  774659   356.29329  -25.82356 J-asg-c-o-ztfg-ztfr     1D3    F19        None  36.714976  0.064843  0.053037  0.052007    0.0001  356.294167 -25.822369  0.022254     0.52         0.372               0.513  0.968       1.061             0.972  59133.482362  0.452925    1.085465  0.803966  0.052075  18.233152  17.989584  17.992552  0.060611   0.04069  0.031085  220.290222   70.776698 -0.049583
   20uxz   21.028708  12.921461    5139   21.016233  12.917457     J-c-o-ztfg-ztfr      0D    F19        None  32.415452  0.047545  0.008242  0.007207  0.000005   21.028708  12.921461  0.038382      0.0           0.0                 0.0   3.26     110.833             3.265  59143.008939  0.343968    2.076806  1.005114  0.030623  13.864775  13.426881  13.500854  0.044594  0.019938  0.022527   30.415182   71.036984  0.015119
   20uye    24.33045   4.801947 1273482    24.33088    4.80195     J-c-o-ztfg-ztfr      2D    F19        None  37.183956  0.080244  0.058424  0.057427  0.000003    24.33045   4.801947  0.026113    0.248         0.235               0.247  1.142       1.152             1.143  59132.811084  0.483352    1.122565  0.844449  0.045994  18.753228  18.427048   18.33298  0.077446  0.062612  0.029603  273.395357   62.971454  0.195587
   20uyg   93.829667 -29.319261  148564   93.830871 -29.314325               J-c-o     1D3    F19        None  36.792629  0.067326   0.04809  0.048458   0.00015   93.829667 -29.319261  0.035467    0.921         0.899               0.921  0.538       0.572             0.538  59134.201827  0.535073    0.499254  0.727778   0.06156  18.340603  18.060148  18.012758  0.056906  0.041985  0.034997  228.310462   63.629167  0.190152
   20var  331.028542 -19.685789   67964  331.028808 -19.685219 J-asg-c-o-ztfg-ztfr     1D3    F19        None  35.893843   0.09948  0.036537   0.03548  0.000101  331.028542 -19.685789  0.025127      0.0           0.0                 0.0  3.292       3.502             3.296  59140.247624  0.401869    3.211815  0.963269  0.039373  17.280813  16.895893   17.09767  0.097202  0.047355  0.032808  150.927551   70.474927  -0.01383
   20vas  343.298538  11.113538 9005066   343.29737   11.11294     J-c-o-ztfg-ztfr     1D3    F19        None  37.392118    0.0709  0.071463  0.070233      <NA>  343.298538  11.113538  0.088168    0.988         0.987               0.988  0.592       0.596             0.593  59139.353861  0.405252    0.614731  0.955234  0.039974  19.118018  18.865992  18.464029  0.061192  0.046679  0.030946  300.900999   69.974002  -0.05411
   20vav  278.540468  25.785862 9005068   278.53991   25.78612 J-asg-c-o-ztfg-ztfr     1D3    F19        None  36.929439  0.068753  0.055546  0.055091  0.000004  278.540468  25.785862  0.121811    0.997         0.997               0.997  0.484       0.489             0.484  59139.734527  0.379228    0.443254  1.095405  0.039333  18.400594  17.753493  17.744227  0.066685  0.034479  0.027926  243.157612    67.92201  0.036082
   20vax  109.491863  43.571735 9005069   109.49271   43.57181     J-c-o-ztfg-ztfr     1D3    F19        None  36.857358   0.05389  0.054863  0.055228      <NA>  109.491863  43.571735  0.076265      1.0           1.0                 1.0  0.365       0.371             0.366   59138.49597  0.392339    0.380854   1.02581  0.036397  18.294437  17.985093  18.071964   0.05141  0.028504  0.025817  235.218594   70.389424 -0.039933
   20vbv  344.184167    4.48365 1268893   344.18654    4.48719               J-c-o     1D3    F19        None  36.892198  0.070289  0.054496  0.053262  0.000009  344.184167    4.48365  0.061627    0.956         0.953               0.956  0.557       0.562             0.557  59139.270144  0.449894    0.674274  0.851293  0.051535  18.391764  18.071817  18.101494  0.067522  0.039964  0.036605  239.022943   66.803549  0.073449
   20vdz  129.316875  -5.923789  152945  129.317596  -5.921347 J-asg-c-o-ztfg-ztfr     1D3    F19        None  36.100993  0.071726  0.040855  0.041826  0.000143  129.316875  -5.923789  0.036248    0.706         0.621               0.705  0.902       0.939             0.902  59144.941413  0.365357     0.81201  1.077117  0.036362  17.580157  17.076569  17.063126  0.069882  0.029874  0.025602  166.034601    75.52155  -0.17001
   20vex    39.19074   20.55404    <NA>   39.188903  20.554587     J-c-o-ztfg-ztfr     1D3    F19        None  37.364377  0.057164  0.067203  0.066432   0.00001    39.19074   20.55404  0.127154    0.997         0.995               0.997  0.498       0.525             0.498  59142.599427  0.384202    0.512153  1.063435  0.036453  18.746155  18.041986  18.210034  0.054327  0.035725  0.026973  297.081366   67.038145  0.045891
   20vwv  103.835583   -36.3797  637506   103.83506  -36.37941               J-c-o      2D    F19        None   35.39211  0.052396   0.03186  0.032381      <NA>  103.835583   -36.3797  0.198808    0.474         0.374               0.471  0.975       1.077             0.977  59148.142023  0.396919    0.592589  1.077281  0.037473  16.804714  16.315051  16.420744  0.049845  0.026066  0.028626  119.790413   81.039093   -0.3088
   20wgr  125.915583  -0.168331   23543   125.91452  -0.170027 J-asg-c-o-ztfg-ztfr      2D    F19        None  36.138258  0.071865  0.034964  0.035879   0.00013  125.915583  -0.168331  0.046807      0.0           0.0                 0.0  1.719       1.784             1.719  59148.226262  0.378475    1.716771   0.98348  0.035447  17.619403  17.030713  17.056516  0.069875  0.047944  0.028284  168.908507   63.680337  0.209805
   20wie  105.155872  35.047269 9005073   105.15575   35.04886     J-c-o-ztfg-ztfr     1D3    F19        None  37.723134  0.086031  0.071884   0.07226  0.000035  105.155872  35.047269  0.064264    0.256         0.225               0.248  1.126       1.149             1.131  59143.936132  0.489224    1.323985  1.174057  0.064562  19.279645  18.614747  18.403999  0.079715  0.060898   0.03145  350.450629   61.814618  0.215182
   20wio   60.006137  -24.60023   92053   60.011271 -24.600892     J-c-o-ztfg-ztfr     1D3    F19        None  37.155499   0.07414  0.064097  0.063817  0.000131   60.006137  -24.60023  0.031777    0.998         0.998               0.998  0.538       0.543             0.538  59147.482135  0.391835    0.552554  0.924234  0.036424  18.645233  18.194309  18.224605  0.071981  0.038207  0.028372   269.83595   70.901273 -0.070635
   20wux   20.883354 -19.170995 9005076   20.883083 -19.171203               J-c-o      2D    F19        None  37.289765  0.081786  0.067357  0.066433      <NA>   20.883354 -19.170995  0.031486    0.989         0.987               0.988  0.468       0.479             0.471  59147.444046  0.668794    0.474857  1.101915  0.072976  18.678537  17.996489  18.130955  0.079841  0.033737  0.040739  287.046992   69.383041 -0.029081
   20xpk   24.431627 -22.704278  810119   24.432083 -22.703333 J-asg-c-o-ztfg-ztfr     1D3    F19        None  36.060229  0.078149  0.041194  0.040341  0.000003   24.431627 -22.704278  0.011901    0.168         0.148               0.167  1.196       1.215             1.197  59155.824672  0.432546    1.239737  0.970665  0.043301  17.711333   18.02658  17.753147   0.07296  0.049655  0.035423  162.946756   74.219914  -0.13367
   20xps   44.391722  13.475427 9005077    44.39061   13.47548     J-c-o-ztfg-ztfr     1D3    F19        None  37.568028  0.057905  0.071121  0.070428  0.000005   44.391722  13.475427  0.146444      1.0           1.0                 1.0  0.348       0.352             0.348  59154.482003   0.37545    0.303793  1.010226  0.036595  19.004779  18.219334  18.313592  0.055458  0.044328   0.03056  326.291351   64.708065  0.116564
   20xqr   67.712681   9.068514 9005078    67.71283    9.06893     J-c-o-ztfg-ztfr     1D3    F19        None  37.044029  0.057832  0.060472  0.060235  0.000003   67.712681   9.068514  0.284407    0.999         0.998               0.999  0.452       0.455             0.452  59152.053602  0.420635    0.485174  1.046356  0.057012  18.385384  18.091122  18.340006  0.053695  0.065294  0.041175  256.333791   70.447352 -0.050921
   20yav  111.996042  53.068439 3721275  111.994832  53.068671               J-c-o     1D3    F19        None  36.280962  0.058536  0.039466  0.039762      <NA>  111.996042  53.068439  0.067867    0.495          0.45               0.494  0.954       0.998             0.955  59157.907847  0.654963    0.610788  1.047991  0.045624  17.728204  17.009512  17.068017   0.05645  0.040503  0.030664  180.381688   66.084086  0.121778
   20yef   37.892947 -14.151612  928270   37.892917 -14.153333          J-c-o-ztfg     1D3    F19        None  36.911224  0.063221  0.053775  0.053047  0.000003   37.892947 -14.151612  0.019273    0.879         0.868               0.879  0.737       0.747             0.737   59154.03615  0.488618    0.716603  0.887086  0.049918  18.550468  18.826987  18.599408  0.057898  0.087247  0.046108  241.126376   65.952867  0.102662
   20yjf  145.648417  -3.490181 1070612   145.64918   -3.48879 J-asg-c-o-ztfg-ztfr      2D    F19        None  35.957005   0.09514  0.038179  0.039323      <NA>  145.648417  -3.490181  0.042088      0.0           0.0                 0.0  1.847       2.022             1.865  59165.106088  0.387037    1.460998  1.093478  0.042414  17.403455  16.782404  16.818464  0.093761  0.054897  0.030308   155.38212   75.869747 -0.175599
   20ymv   37.673499 -14.569128 9005082    37.67396  -14.56887 J-asg-c-o-ztfg-ztfr     1D3    F19        None  37.536828  0.117047  0.067757  0.067027      <NA>   37.673499 -14.569128  0.018273    0.957         0.953               0.956   0.72       0.726             0.721  59163.612725  0.420924    0.724555  1.066038  0.042393  18.869046  17.931165  18.186519  0.115024  0.034282  0.029468  321.636667   62.474694  0.198123
   20ysl  121.425333  -9.814519  986045  121.422929  -9.816894               J-c-o      2D    F19        None   36.01329  0.145716  0.036417  0.037277  0.000073  121.425333  -9.814519  0.065797    0.622         0.592               0.621  0.874       0.897             0.874  59162.574738  0.837593    0.814562  0.783173  0.046173  17.517015  17.080374  17.110846  0.143403  0.046062  0.038652  159.462323   70.081593 -0.000565
   20ytj  346.018375   20.28475 3974382   346.01854   20.28517 J-asg-c-o-ztfg-ztfr     1D3    F19        None  36.819504   0.26973  0.063152  0.061949      <NA>  346.018375   20.28475  0.140119      0.0           0.0                 0.0  2.204       2.244              2.23  59166.555886  0.693813    2.279206   0.98948   0.06018  18.383439  18.016845  17.892389  0.268965  0.103477  0.039891  231.153652   80.343842 -0.341054
   20yvu  345.249458    40.9106 9005084   345.25279   40.90958 J-asg-c-o-ztfg-ztfr     1D3    F19        None  34.321905  0.052727   0.01686  0.015836  0.000002  345.249458    40.9106  0.111956     0.07           0.0               0.069  1.254       2.275             1.255  59173.596368  0.347687    1.033312  1.065751  0.031169  15.716304  15.025844  15.170174  0.049913  0.020632  0.023113    73.17809   64.874655  0.197999
   20yxd   32.306981  33.043914 2021571     32.3092   33.04311 J-asg-c-o-ztfg-ztfr     1D3    F19        None  36.584279  0.075191  0.046022  0.045206  0.000004   32.306981  33.043914  0.092243    0.244         0.211               0.243  1.131       1.155             1.132  59169.656529  0.424427     1.16994  0.846904  0.036062  17.992023  17.307045  17.501863  0.071239   0.08092  0.027971  207.422497   65.336801  0.135403
   20yzs   19.008845 -10.864457 3099605    19.00756  -10.85874     J-c-o-ztfg-ztfr     1D3    F19        None  37.415035  0.071849  0.067213  0.066209  0.000027   19.008845 -10.864457  0.028833      1.0           1.0                 1.0  0.311       0.313             0.311  59167.120409  0.385377    0.407599  0.817521  0.035909  19.091964  18.628656  18.346017  0.065468  0.035307  0.028845  304.093409   65.272226  0.103735
   20yzv   50.362039   3.606524 9005087    50.36084    3.60677          J-c-o-ztfg     1D3    F19        None  37.229244  0.067598  0.064126   0.06355      <NA>   50.362039   3.606524   0.14144    0.957         0.954               0.957  0.555       0.561             0.556   59167.70958  0.549666     0.56442  1.221756  0.053661  18.592187  18.142201  18.243382  0.055998  0.043289  0.051099  279.157133   68.248055  0.012004
   20zem   20.217848   4.795576    4861    20.22279    4.80134               J-c-o     1D3    F19        None  35.707044  0.077884  0.034017   0.03297  0.000031   20.217848   4.795576  0.028397    0.722         0.676               0.722   0.77       0.809              0.77  59175.678723  0.413277    0.668666  0.821804  0.035786   17.19674  16.799674  16.851562  0.074801  0.027678  0.028343   138.48692   71.373445 -0.037261
   20zfu   28.037948  42.869836 9005090    28.03904   42.86906     J-c-o-ztfg-ztfr     1D3    F19        None  37.309252  0.068235  0.072312  0.071523  0.000005   28.037948  42.869836  0.064354    0.997         0.994               0.997  0.524       0.558             0.526  59175.356397   0.48255    0.577829  1.051964  0.058448  18.653739  18.348376  18.588952  0.064924  0.070019  0.041744   289.63452   74.031234 -0.177637
   20zgh   18.972635   0.016002 4761672    18.97242    0.01581 J-asg-c-o-ztfg-ztfr     1D3    F19        None  36.462457  0.194131  0.047491  0.046439      <NA>   18.972635   0.016002  0.032222    0.741         0.694               0.739   0.86       0.886             0.861   59174.45297  0.390434    0.846098  0.989844  0.039375  17.933228  17.325927  17.367834  0.193416  0.036976  0.030143  196.106206   70.992835 -0.047347
   20zhh   66.582678 -10.099128   15090   66.585625 -10.098444 J-asg-c-o-ztfg-ztfr      2D    F19        None  35.440884  0.079584  0.031269  0.031059  0.000019   66.582678 -10.099128  0.065905      0.0           0.0                 0.0   1.86        1.95             1.861  59177.611196   0.35544    1.641622  0.983818  0.032463  16.922769  16.405515  16.429884  0.077793  0.026159  0.025896  122.511494   76.002442 -0.168859
    20zj  240.334917  16.677719   56704   240.33842   16.67661     J-c-o-ztfg-ztfr     1D3    F19        None  35.851324  0.091793  0.031568  0.031879   0.00001  240.334917  16.677719  0.037103    0.997         0.995               0.997  0.444       0.468             0.444  58869.201708   0.68257    0.283345  0.876539  0.037469  17.307646  16.706193  16.808428  0.089659  0.043687  0.023644  148.001066   64.574548  0.184739
   20zjn   77.036558  10.383789 9005092    77.03489   10.38409 J-asg-c-o-ztfg-ztfr     1D3    F19        None  36.127775  0.089634  0.038973  0.038929      <NA>   77.036558  10.383789  0.256799    0.389          0.28               0.389  1.036       1.085             1.036  59178.573976  0.368917    0.998745  1.116006  0.041869  17.470148  16.634975   16.84433  0.087101  0.030561  0.029265  168.095059   69.429068  0.015189
   20zpi   40.085208  -1.446861   10114   40.085592  -1.445061 J-asg-c-o-ztfg-ztfr     1D3    F19        None  35.950446  0.079717  0.037057  0.036309  0.000107   40.085208  -1.446861  0.033291    0.038         0.024               0.038   1.34       1.384              1.34   59181.54337  0.386912    1.233818  1.021468  0.036591  17.459417  17.181081   17.14139  0.077897  0.030224   0.02697  154.913459   70.265336 -0.008054
  21aabw   82.409375  -23.99265 3080953   82.408123   -23.9941      J-asg-c-o-ztfr     1D3    F19        None  35.734259  0.078614  0.032337  0.032487  0.000131   82.409375  -23.99265   0.04234      0.0           0.0                 0.0  2.146       2.195             2.149  59498.399894  0.416553    2.405972  0.797477  0.041857  17.173966  16.899419   17.04318  0.074082  0.142531  0.030396  140.233495   69.450264   0.02535
  21aadr  159.810901  20.298383   31674    159.8094  20.292477     J-c-o-ztfg-ztfr     1D3    F19        None  36.006271  0.153239   0.04233   0.04342  0.001228  159.810901  20.298383  0.022352    0.679         0.643               0.679  0.853       0.877             0.853   59497.29737  0.405091    0.954012  0.837161  0.048617  17.546331  17.246261   17.20569  0.151871  0.280871   0.05241   158.94767   81.893958 -0.348235
  21aakl   47.424656   -4.58809  170042    47.42229   -4.58736               J-c-o      2D    F19        None  35.012633   0.09804  0.028747  0.028138  0.000095   47.424656   -4.58809  0.066547      0.0           0.0                 0.0  2.944       3.217             2.951  59504.796895  0.448177    2.087692  1.055634  0.047625  16.547282  16.797119  16.695558  0.096241  0.048422  0.036191   100.58346   83.867196  -0.37878
  21aaqc  297.809573  -7.096439 9005095  297.807508   -7.09852     J-c-o-ztfg-ztfr      2D    F19        None  37.279249   0.07653   0.06284  0.062075  0.000009  297.809573  -7.096439  0.257771      1.0           1.0                 1.0  0.383       0.384             0.383  59500.953014  0.563775    0.357237  1.071436  0.065132  18.574311  17.619325  17.938443  0.072282  0.058971  0.037774  285.660257   65.146213  0.114958
  21aaqf  328.683875   -13.0855  943163  328.684099 -13.085336 J-asg-c-o-ztfg-ztfr      2D    F19        None  35.954527  0.058518  0.040936  0.039839  0.000004  328.683875   -13.0855    0.0404      0.0           0.0                 0.0  2.323       2.425             2.324   59506.59397  0.416448     2.00421  1.042783  0.038639  17.438067   17.01731  17.013467  0.056321  0.065608  0.031668  155.204872   76.952656 -0.211887
  21abht  115.752875  31.386389 1944677  115.753426  31.386438               J-c-o     1D3    F19        None  36.025483  0.061161  0.035128  0.035695  0.000013  115.752875  31.386389  0.046485    0.665         0.634               0.664  0.836        0.86             0.836  59507.480347  0.426371    0.752561   1.02423  0.044352  17.479092  16.903842  16.961929  0.059059  0.041592  0.029892  160.360209   66.731193  0.107756
  21abmp   11.176542 -38.183911  199944   11.174625 -38.182917               J-c-o      2D    F19        None  34.828115  0.055948  0.023254  0.022459  0.000092   11.176542 -38.183911  0.013107      0.0           0.0                 0.0  3.468       5.017             3.496   59514.88807  0.444457    2.569173  1.009703  0.036376  16.272228  15.711671  15.792974   0.05347  0.051091  0.027636   92.389591   72.875535 -0.064876
  21abpg  274.174042   15.29745 1480781  274.173694  15.298393 J-asg-c-o-ztfg-ztfr     1D3    F19        None   36.48897  0.068404   0.04564  0.045267  0.000003  274.174042   15.29745  0.199751    0.629         0.592               0.623   0.89       0.914             0.893  59514.161803  0.471157     0.82062  1.098401   0.05646  17.892875  17.414787  17.524197  0.066265  0.066959  0.036062  198.515346   68.361343  0.037961
  21absz  280.732852  25.269272 1730831  280.732449  25.269655     J-c-o-ztfg-ztfr     1D3    F19        None  36.927657  0.066435   0.05274  0.052245  0.000016  280.732852  25.269272  0.155775    0.859         0.814                0.83  0.692       0.735              0.72  59511.723595  0.819185    0.755722  1.129766  0.092821   18.40193  18.308552  18.273527  0.063332   0.09647  0.053278  242.958159   64.465971  0.153939
  21abza  277.904622  30.910293 9005096  277.904034  30.909546 J-asg-c-o-ztfg-ztfr      2D    F19        None  35.642345  0.068308   0.03449  0.034052  0.000005  277.904622  30.910293  0.123522      0.0           0.0                 0.0   2.72       2.792             2.725  59520.272386  0.392109    2.360528  0.933905  0.045168  17.090939  16.600348   16.70141  0.065766  0.033213  0.030991  134.421559   75.944838 -0.172541
  21abzi  127.215636  12.538382 1411339  127.215501  12.537955     J-c-o-ztfg-ztfr     1D3    F19        None  37.789866  0.058283  0.067153  0.068031   0.00002  127.215636  12.538382  0.032502      1.0           1.0                 1.0  0.326       0.328             0.326  59518.233651  0.392574      0.3227  0.926607  0.039383  19.356219  18.387009  18.279343  0.054694  0.081468  0.027791  361.387578   56.435854  0.420553
  21acaz  268.185281  56.933002 2552242  268.183445  56.931903               J-c-o      2D    F19        None  36.841218  0.079417  0.058016  0.057771  0.000004  268.185281  56.933002  0.049211    0.698         0.686               0.688  0.641       0.655             0.652  59518.376925  0.583651    0.544597  0.874058  0.124467  18.302428  17.657863  17.751869  0.076969   0.05093  0.057712  233.476679   74.180499 -0.159147
  21accx    355.0065  27.277081 9005097   355.00625  27.274322 J-asg-c-o-ztfg-ztfr     1D3    F19        None  35.514725  0.075077   0.03037  0.029219      <NA>    355.0065  27.277081  0.095453    0.001           0.0               0.001   1.71       1.798             1.714   59523.43709  0.374784    1.675748  1.060159  0.036672  16.949074   16.35574  16.431254   0.07345  0.027343  0.025125  126.749107   69.108896  0.038611
   21ads  203.781429 -33.483136   47879  203.783333    -33.485               J-c-o     1D3    F19        None  33.580059  0.069999  0.012729   0.01364   0.00011  203.781429 -33.483136  0.056228      0.0           0.0                 0.0  3.652       5.841             3.685  59234.940916  0.405218    3.160262  0.723794  0.037611  15.079017  14.814868  14.855093  0.059208  0.031561  0.032803   52.001013   78.638098 -0.212041
   21adu   92.225167 -39.693589 3707701    92.22029  -39.69128               J-c-o     1D3    F19        None  36.795286  0.169272   0.05342   0.05375   0.00013   92.225167 -39.693589  0.074521     0.54         0.507               0.524  0.911       0.942             0.926  59235.918767  0.478201    0.944592  1.092681  0.125339   18.12899  17.686818  17.925134  0.167937  0.067688  0.134659  228.589999   70.492061 -0.040811
   21aip   159.34191  -7.366799 1020205   159.34333   -7.36639 J-asg-c-o-ztfg-ztfr     1D3    F19        None  35.448486  0.057533  0.029708  0.030932  0.000004   159.34191  -7.366799  0.066969    0.049          0.03               0.049  1.329       1.381             1.329  59243.050734  0.372373    1.059958  0.858167   0.03301  16.917082  16.518911  16.602846  0.053964  0.025439  0.028885  122.941132   75.428359 -0.149167
   21akx  208.228023 -28.567757 3082371   208.23138  -28.56675               J-c-o     1D3    F19        None  36.557411  0.055981  0.049464  0.050357  0.000142  208.228023 -28.567757   0.06426    0.917         0.912               0.916  0.435       0.443             0.436  59242.577117  0.624646    0.330469  1.079349  0.050271  17.993966  17.623761  17.685384  0.053749  0.059395  0.043073  204.871846   73.687865 -0.130502
   21ash  199.928197   -4.52919 3274255   199.93042   -4.52811               J-c-o      2D    F19        None  35.900436  0.053424  0.036002  0.037051  0.000213  199.928197   -4.52919  0.039627    0.766          0.66               0.764    0.7       0.801             0.701    59244.5751  0.505603     0.53948  1.051769  0.041346  17.294734  16.641665  16.793107  0.050554  0.032459  0.034751  151.386484   73.372553  -0.09945
   21aut  201.814171 -26.776112  764003  201.815833 -26.776389 J-asg-c-o-ztfg-ztfr      2D    F19        None  36.345278  0.062135  0.044155  0.045131  0.000005  201.814171 -26.776112   0.05575    0.751         0.654               0.751  0.843         0.9             0.843  59244.959306  0.972443     0.87703  1.084953  0.046599  17.797306  17.246864  17.277721  0.060088  0.034333  0.032981  185.804228   72.818577 -0.096175
   21bbz  176.348333  20.324461   36639   176.34938   20.32543 J-asg-c-o-ztfg-ztfr     1D3    F19        None  34.692124  0.106084  0.023312    0.0244  0.000009  176.348333  20.324461  0.023427      0.0           0.0                 0.0  4.095      11.535              4.14  59251.151531  0.484768    3.138116  0.981543  0.036938   16.21745  15.792837  15.740236  0.104551  0.023284  0.025777   86.781019   84.290972 -0.380045
   21biz  184.144811  33.526531   39329    184.1404   33.52207 J-asg-c-o-ztfg-ztfr     1D3    F19        None  34.867459  0.051344  0.021815  0.022716  0.000143  184.144811  33.526531  0.012119      0.0           0.0                 0.0   2.24       2.875             2.242  59257.796079  0.346085     1.45576  0.960521  0.031105  16.349845  15.747374  15.779237  0.048367  0.020212  0.023723   94.078828   72.387723  -0.04711
   21bjb  210.917993 -34.183903   89838  210.918792 -34.182722               J-c-o     1D3    F19        None  33.899069   0.09036  0.015025   0.01585  0.000042  210.917993 -34.183903  0.069123      0.0           0.0                 0.0  3.092      11.996               3.1  59254.756639  0.385303    2.519952  0.611875  0.039032  15.392257  15.374773  15.412092  0.053636  0.022931   0.04607   60.230138   78.894968 -0.222941
   21bjy  132.389292  50.867689   24798  132.384293  50.874295               J-c-o     1D3    F19        None  34.612973  0.131369   0.02729  0.027806  0.000009  132.389292  50.867689   0.02426      0.0           0.0                 0.0  3.632      16.338             3.727  59250.254262  0.854264    2.967537  0.734333  0.048265  16.087579  16.355015  16.438934  0.126467  0.025008  0.042734    83.67479   99.624548 -0.749735
   21bjz   80.560875 -13.562661  147364   80.564612 -13.561631     J-c-o-ztfg-ztfr     1D3    F19        None  36.937579  0.188395  0.055415  0.055506  0.000464   80.560875 -13.562661  0.123057    0.998         0.998               0.998  0.507       0.511             0.507   59247.89399  0.916117     0.52167  0.941928  0.050671   18.28308   17.66663  17.949777  0.186657  0.027236   0.02793  244.070767    68.17854  0.028359
   21bkw  215.306726  20.714997 1634284  215.306321  20.714892 J-asg-c-o-ztfg-ztfr      2D    F19        None   34.60946  0.057336  0.018192  0.018917  0.000014  215.306726  20.714997  0.036711      0.0           0.0                 0.0  3.351       3.981             3.352  59251.876445  0.365451    2.319028  0.822185  0.032116  16.110161  15.646633  15.678752  0.053175  0.043847  0.024627   83.539507   67.885209  0.098182
   21ble  174.764958  -9.410319 3098267  174.765417  -9.408333 J-asg-c-o-ztfg-ztfr     1D3    F19        None  36.581413  0.084035  0.049857  0.051084  0.000007  174.764958  -9.410319  0.031907      0.0           0.0                 0.0  1.678       1.757             1.689  59257.487986  0.418159    1.794204  1.103959  0.050513  18.050236  17.403216   17.39328  0.082246  0.024929  0.033914  207.148888   73.930436 -0.138111
   21blp  142.973666  35.551748   27065   142.97956   35.55433 J-asg-c-o-ztfg-ztfr     1D3    F19        None  35.539173  0.067637  0.026891  0.027712  0.000011  142.973666  35.551748  0.017319    0.066         0.003               0.066  1.296       1.579             1.296  59255.394658  0.350108    0.954968   0.71617  0.032224  17.112877  16.909113  16.815183  0.055312  0.020328  0.024396  128.184244   64.810801  0.184657
   21bms   42.379875  40.551069   10703   42.386327  40.550928               J-c-o     1D3    F19        None  35.656744  0.058018  0.030082  0.029444  0.000116   42.379875  40.551069  0.103347      0.3         0.255               0.298  1.197        1.28             1.201   59257.10217  0.552156    0.677847   0.99709  0.057781  17.104796  16.727044  16.806523  0.055545   0.02304  0.055452  135.315895   65.232656  0.164672
   21bpn  134.873254  -2.927101 9005100   134.87319   -2.92685 J-asg-c-o-ztfg-ztfr     1D3    F19        None  36.876904  0.121653  0.059856  0.060893      <NA>  134.873254  -2.927101  0.013779      0.0           0.0                 0.0  1.795       1.812             1.802  59261.132272  0.418331    1.809145  1.121465  0.062477  18.316766  17.905912  17.937439  0.120278   0.03343  0.038128  237.345425   76.914254 -0.240068
   21bsf  181.516834  20.537032 5075507  181.516667  20.536667 J-asg-c-o-ztfg-ztfr     1D3    F19        None   34.99677  0.103667  0.023723  0.024789  0.000027  181.516834  20.537032  0.031398    0.964         0.854               0.962  0.697        0.81             0.702  59257.394113  0.343356    0.477269  0.769801  0.031249  16.533576  16.414956  16.386941  0.099902  0.019629  0.023004   99.851351   74.426123 -0.110449
   21bta  210.684894   25.55755 1740950   210.68525   25.55843     J-c-o-ztfg-ztfr      2D    F19        None  37.132328  0.073462  0.061076  0.061824  0.000013  210.684894   25.55755   0.01484    0.976         0.966               0.975  0.633       0.657             0.637  59261.468875  0.384364    0.655403  1.189143  0.047576  18.568879  18.011321  18.004858  0.067169  0.026003  0.027533  266.971981   69.424788 -0.019676
