# model=salt3-nir
# h=73.36495470247463
# N = 362
# RMS = 0.18677882126246526
# WRMS = 0.17409867848816993
# NMAD = 0.1524161935431913
# STD = 0.18671333350539407
# STD(logH0) = 0.03855644957162469
# rchisquare = 2.1435835381064208
# sigma_int = 0.12397
TNS_name          RA        Dec     PGC       galRA     galDec      bandpasses variant redlaw calibration         DM      e_DM     z_hel     z_cmb       e_z          ra        dec     MWebv  fitprob  fitprob_data  fitprob_data_model  rchi2  rchi2_data  rchi2_data_model            t0      e_t0        x0      e_x0        x1      e_x1         c       e_c        dist          h0  resid_DM
   21bms   42.379875  40.551069   10703   42.386327  40.550928           J-c-o     1D3    F19        None  35.263613  0.148505  0.030082  0.029444  0.000116   42.379875  40.551069  0.103347    0.995         0.772               0.995  0.252       0.681             0.253  59256.172686  0.346951  0.003493  0.000135 -2.213098   0.66243  0.070691  0.035492  112.907425   78.179227 -0.187728
   21bpn  134.873254  -2.927101 9005100   134.87319   -2.92685 J-c-o-ztfg-ztfr     1D3    F19        None  36.995856  0.100941  0.059856  0.060893      <NA>  134.873254  -2.927101  0.013779      1.0         0.998                 1.0  0.383        0.51             0.383   59261.58546  0.177242  0.001224  0.000033  0.907466  0.234936   0.01177  0.026046  250.709739   72.814269 -0.080384
   21bsf  181.516834  20.537032 5075507  181.516667  20.536667 J-c-o-ztfg-ztfr     1D3    F19        None  35.219334  0.094256  0.023723  0.024789  0.000027  181.516834  20.537032  0.031398      1.0         0.567                 1.0  0.311       0.951             0.311  59257.335976  0.098298  0.005436  0.000133 -1.873584  0.130443 -0.042309  0.025282   110.62844   67.175754  0.152847
   21bsr  135.088614  23.145502 1682266  135.088558  23.146033 J-c-o-ztfg-ztfr     1D3    F19        None  37.387026  0.137293    0.0872  0.088092  0.000007  135.088614  23.145502  0.032468    0.752         0.631               0.752  0.834       0.907             0.834  59257.669074  0.371874  0.000529  0.000019  0.279536  0.463516  0.137979  0.035697  300.196211   87.973615 -0.534155
   21bta  210.684894   25.55755 1740950   210.68525   25.55843 J-c-o-ztfg-ztfr      2D    F19        None  36.885412  0.101679  0.061076  0.061824  0.000013  210.684894   25.55755   0.01484    0.988         0.932               0.988  0.603        0.72             0.603  59261.997053  0.184636  0.001062  0.000028  0.564905  0.241265   0.07534  0.026742  238.277103   77.785373 -0.225861
   21btm   236.63325  22.537439 9005101  236.634163  22.537326 J-c-o-ztfg-ztfr     1D3    F19        None  36.463783  0.092033  0.041712  0.042066      <NA>   236.63325  22.537439  0.056152      1.0           1.0                 1.0  0.349       0.492             0.349  59263.632759  0.137492  0.002541  0.000062 -0.119175  0.164311 -0.099905  0.024642  196.226022   64.268248   0.21942
   21cac  148.772803  -15.00932 9005103   148.77356  -15.00955 J-c-o-ztfg-ztfr     1D3    F19        None  37.358818  0.144653  0.064107  0.065267      <NA>  148.772803  -15.00932  0.061713      1.0         0.999                 1.0  0.418       0.463             0.419  59259.388915  0.315508  0.000814  0.000033  0.334885   0.39182  0.014513   0.03836  296.321808   66.031275  0.125261
   21cbx  109.803167  56.532089 9005105   109.80109   56.53395 J-c-o-ztfg-ztfr     1D3    F19        None  37.880239  0.120835  0.080587  0.080822      <NA>  109.803167  56.532089  0.066911    0.999         0.811               0.999  0.497       0.832             0.497  59265.025762  0.338665  0.000617  0.000021  0.617118  0.422738 -0.038649  0.028943  376.745204   64.313489  0.156133
   21cjf   37.965301   2.050254    9627   37.965992   2.050333 J-c-o-ztfg-ztfr     1D3    F19        None  35.843161  0.145051  0.040212  0.039419  0.000039   37.965301   2.050254  0.028429    0.349          0.01               0.349  1.095       1.928             1.096  59266.895099  0.389091  0.002137   0.00008 -0.539141  0.437607  0.116895  0.033634  147.445753   80.148767 -0.258211
   21cjx  148.004829   21.17414 9005106   148.00459   21.17412 J-c-o-ztfg-ztfr     1D3    F19        None  38.600036  0.198991  0.111918  0.112942      <NA>  148.004829   21.17414  0.022534      1.0           1.0                 1.0  0.308       0.324             0.308  59265.172199  0.460239  0.000405  0.000021 -0.195195  0.542745 -0.143489  0.051601  524.816077   64.516314  0.101144
   21ckc  178.648712  25.383436 1734564  178.649667  25.381944 J-c-o-ztfg-ztfr     1D3    F19        None  36.616796  0.096526  0.053087  0.054113   0.00001  178.648712  25.383436  0.018075    0.966         0.547               0.966  0.679       0.965             0.679  59270.754018  0.138031   0.00161  0.000047  1.328113   0.17858  0.050109  0.024181  210.551905   77.048993 -0.192357
   21dch  196.349006  29.509629 3802101  196.348384  29.510398 J-c-o-ztfg-ztfr      2D    F19        None  35.004464  0.091204  0.020141  0.021007   0.00001  196.349006  29.509629  0.011367    0.998         0.005               0.998  0.522       1.579             0.522  59273.433969  0.109401  0.005186  0.000147 -1.707757  0.103572  0.040064  0.023869  100.205772   62.848595   0.30319
   21ddh   129.87132  -1.408059 1119309   129.87125  -1.409167 J-c-o-ztfg-ztfr     1D3    F19        None  36.807376  0.105326  0.049478   0.05045      <NA>   129.87132  -1.408059  0.033821    0.997         0.585               0.997  0.512        0.94             0.512  59272.552206  0.177803  0.001474   0.00005 -1.436527  0.201516 -0.075927  0.026573  229.866289   65.797169  0.156187
   21dev  162.600624   0.926926 1179328   162.60174    0.92739 J-c-o-ztfg-ztfr     1D3    F19        None  36.978028  0.119908  0.054194  0.055415  0.000013  162.600624   0.926926  0.048898      1.0           1.0                 1.0  0.335       0.415             0.335    59274.7228  0.194349  0.001118  0.000045 -0.042892    0.2325  0.011126  0.028965  248.659804   66.810224  0.115586
   21dgm  237.571417   8.359374 4479685   237.57131    8.35915 J-c-o-ztfg-ztfr      2D    F19        None  37.067175   0.12324  0.059388  0.059787  0.000007  237.571417   8.359374  0.038305    0.999         0.968               0.999  0.506       0.675             0.506  59277.502146  0.209084  0.001177  0.000047  0.345396  0.230573 -0.016316  0.030411  259.080698   69.182344  0.031173
   21die  200.510972   54.69092 2477215    200.5075  54.690278 J-c-o-ztfg-ztfr     1D3    F19        None  37.665414  0.190817  0.079262  0.079738  0.000027  200.510972   54.69092  0.027576    0.999         0.998               0.999  0.424       0.441             0.424  59274.456976  0.390317  0.000455  0.000027 -2.098525  0.522763  0.020681   0.04458  341.257978   70.049459 -0.027198
   21dit  217.841693  55.763248 3487275   217.84224   55.76388 J-c-o-ztfg-ztfr      2D    F19        None  36.296749  0.136584  0.041539   0.04186  0.000013  217.841693  55.763248  0.012892    0.998         0.906               0.998   0.51       0.748              0.51  59277.038708  0.149111  0.001516  0.000066 -1.600968  0.154981   0.05609  0.035153  181.697835   69.067736   0.06329
   21div  254.082411  39.275821   59283  254.087871  39.275171 J-c-o-ztfg-ztfr     1D3    F19        None  37.088172  0.142993  0.062066  0.062034  0.000014  254.082411  39.275821  0.016252    0.999         0.981               0.999   0.44       0.589              0.44  59276.144861  0.208862  0.000916  0.000042 -2.092113  0.241726  -0.03148  0.036321  261.597972   71.091409 -0.032386
   21dlb  223.279025   3.537308 1254126   223.28041    3.53814 J-c-o-ztfg-ztfr      2D    F19        None  35.694967  0.104946  0.033353   0.03404   0.00001  223.279025   3.537308  0.040574    0.994         0.051               0.994  0.578       1.333             0.578  59279.178865  0.109832  0.004558  0.000162  0.314669  0.145469  -0.04563   0.02572  137.718866   74.099023 -0.075999
   21dnm  189.350889   23.09354 4334569  189.350156  23.094215 J-c-o-ztfg-ztfr      2D    F19        None  36.382897  0.111413  0.046072  0.047065  0.000007  189.350889   23.09354  0.014234    0.973           0.0               0.973  0.665         2.8             0.666  59280.909898  0.148072  0.001615  0.000061  0.311867  0.194289  0.079792    0.0268  189.051158    74.63475  -0.11201
   21dov  134.077958  -0.442139   25109  134.078017  -0.441499 J-c-o-ztfg-ztfr      2D    F19        None  33.701548  0.083231  0.012698  0.013721  0.000011  134.077958  -0.442139  0.035172     0.95           0.0                0.95  0.684      16.574             0.684  59283.994968  0.090315  0.022429  0.000617  0.805265  0.113911  0.047302  0.021072   54.993281    74.79684 -0.062455
   21dsb  158.828292 -13.005439 9005107  158.828572 -13.004984 J-c-o-ztfg-ztfr     1D3    F19        None  35.558428  0.090538  0.029952  0.031168  0.000009  158.828292 -13.005439  0.048575    0.998         0.012               0.998   0.52       1.491              0.52  59285.763707   0.11537  0.005196  0.000147  1.661216  0.150786  0.000863  0.022958  129.325929   72.251353 -0.015393
   21dsi  179.879383  -1.146499 1125620    179.8809   -1.14652           J-c-o      2D    F19        None  37.603153  0.781079  0.076583  0.077787   0.00001  179.879383  -1.146499  0.024238    0.998         0.997               0.998  0.336        0.36             0.336  59273.687146   0.90638  0.000436  0.000135 -1.470545  0.962561   0.07409    0.1859  331.612292   70.323237 -0.031143
   21fco  159.973958  21.844489   31721   159.96929   21.84495 J-c-o-ztfg-ztfr     1D3    F19        None   36.87433  0.110131  0.055387  0.056462  0.000009  159.973958  21.844489  0.032337      1.0           1.0                 1.0  0.344       0.422             0.344  59296.158732  0.222588  0.001693  0.000053  0.907935  0.241657 -0.054177  0.027095  237.064194   71.401824 -0.030718
   21feg  221.988858 -22.188678 9005109  221.988928 -22.188459      J-c-o-ztfr      2D    F19        None  37.241021  0.232638  0.059544  0.060266  0.000002  221.988858 -22.188678  0.100631    0.989         0.976               0.989   0.51       0.564             0.511  59294.070165  0.483845  0.001333  0.000102  1.130741  0.445229 -0.077016  0.057983  280.675345   64.370703  0.187609
   21ftu  184.318166 -13.513013 9005111   184.31941  -13.51356 J-c-o-ztfg-ztfr     1D3    F19        None  37.745524  0.131937  0.082387  0.083567      <NA>  184.318166 -13.513013  0.057378    0.987          0.78               0.987  0.678       0.874             0.678  59302.360864  0.255654  0.000609  0.000025  2.605165  0.375435  0.074652  0.030195  354.082725   70.753975 -0.053507
   21fwm  159.325719  -5.160636 9005112   159.32543   -5.16107 J-c-o-ztfg-ztfr     1D3    F19        None  37.693701  0.135059  0.072609  0.073833      <NA>  159.325719  -5.160636  0.047769      1.0         0.978                 1.0  0.407       0.639             0.407  59302.233424  0.261652  0.000874  0.000033  0.922414  0.333055  -0.08277   0.03382  345.732418   64.021911  0.178965
   21fwy  196.672414   9.331751 4355290  196.671992   9.331219 J-c-o-ztfg-ztfr     1D3    F19        None  37.562065  0.110893  0.072834  0.073872   0.00001  196.672414   9.331751  0.027812    0.997         0.925               0.997  0.589       0.765             0.589   59303.93788   0.21319   0.00078  0.000025   1.13032  0.262497 -0.002174  0.028117  325.396633   68.059107   0.04574
   21fxy  198.256542  -19.51255   45908    198.2543  -19.51819 J-c-o-ztfg-ztfr     1D3    F19        None  32.768621  0.072631  0.009484  0.010532  0.000026  198.256542  -19.51255  0.095292    0.145           0.0               0.145   1.21      58.094              1.21  59305.676671  0.089564  0.063357  0.001391 -0.156245  0.082101 -0.042711     0.019   35.786911   88.229386 -0.415795
   21fzq  225.280396  12.313987 9005113  225.280428   12.31391 J-c-o-ztfg-ztfr      2D    F19        None  38.233487  0.167441   0.11268  0.113294  0.000004  225.280396  12.313987  0.035195    0.999         0.997               0.999  0.517       0.566             0.517  59303.935549  0.314997   0.00047  0.000023  1.111507  0.433492 -0.037757  0.039687  443.299637   76.618213 -0.273507
   21gba  219.266183   -8.07644 9005114  219.266207  -8.076632 J-c-o-ztfg-ztfr      2D    F19        None  38.310077  0.352266  0.103717  0.104497  0.000004  219.266183   -8.07644  0.068111    0.985          0.97               0.984  0.543        0.59             0.547   59300.24894  0.653474  0.000406  0.000048  1.458716   1.15662 -0.002028  0.065535  459.214289   68.219383 -0.007561
   21gea  203.325139  -33.09639 3809824   203.32708  -33.09694           J-c-o      2D    F19        None  36.367774  0.266161  0.044661   0.04558   0.00003  203.325139  -33.09639  0.059123    0.781         0.536               0.781  0.724       0.931             0.724  59300.836829  0.255673  0.002472  0.000224 -0.170898  0.476416 -0.065476  0.060754  187.739134   72.784767 -0.055276
   21ghc  149.137458   0.752289 1174488  149.139642   0.750872 J-c-o-ztfg-ztfr      2D    F19        None  36.550885  0.091958  0.046172  0.047334   0.00001  149.137458   0.752289  0.025891      1.0           1.0                 1.0  0.227       0.303             0.227  59307.101826   0.16237  0.002114  0.000053  0.262605  0.151314 -0.053725  0.024314  204.257002   69.472538  0.043548
   21gyh   195.96611  -3.451754 1071068  195.964653  -3.454467 J-c-o-ztfg-ztfr      2D    F19        None  37.784824  0.276229  0.085978  0.087069  0.000148   195.96611  -3.451754  0.029528    0.978          0.97               0.978  0.588        0.61             0.588  59303.699164  0.593735  0.000444  0.000035 -1.283457  0.784245  0.023159  0.063239  360.549407   72.396557  -0.10899
   21hiz  186.423625   7.228389   40566   186.42275   7.229278 J-c-o-ztfg-ztfr      2D    F19        None  31.864256  0.073512  0.003319  0.004456   0.00001  186.423625   7.228389  0.025749      1.0           0.0                 1.0  0.314      238.85             0.314  59320.084148  0.069105  0.091139  0.002111 -0.635781  0.064667  0.086148  0.019415   23.596698   56.608108   0.55812
   21hjc  141.388792 -24.764981  786340  141.388367 -24.764733 J-c-o-ztfg-ztfr     1D3    F19        None  36.765953  0.118874  0.053726  0.054787  0.000098  141.388792 -24.764981  0.089851    0.939         0.851               0.939  0.683       0.773             0.683  59314.769947  0.218075  0.001701  0.000052 -0.496811  0.354297 -0.074968  0.030597  225.522875   72.829639 -0.071068
   21hji  252.171381  21.997169 3572442  252.171083  21.997417 J-c-o-ztfg-ztfr      2D    F19        None  37.057349  0.109035   0.05767  0.057727  0.000007  252.171381  21.997169  0.058007      1.0         0.994                 1.0  0.407       0.602             0.407  59314.363923  0.250606  0.000757  0.000023  0.800583  0.292761  0.139089  0.028049  257.910958   67.101116  0.100074
   21hlw  150.975949  49.419533 2342426  150.977363   49.41894 J-c-o-ztfg-ztfr     1D3    F19        None  36.627663  0.096351  0.050774  0.051426  0.000017  150.975949  49.419533  0.010279    0.119         0.001               0.119  1.222       1.643             1.222  59315.330402  0.158263   0.00095  0.000026 -1.479015  0.214304   0.11098  0.024788   211.60826   72.857391 -0.067368
   21hop  232.786489  28.098781 1826306    232.7865   28.09967           J-c-o     1D3    F19        None  37.629918  0.144471  0.074618  0.075007  0.000013  232.786489  28.098781  0.028135    0.877           0.7               0.876  0.697       0.842             0.697  59312.184358  0.382695  0.001074  0.000045 -0.083991  0.448791 -0.165438  0.038709  335.724966   66.979464  0.077364
   21huu  178.611208  55.073981 3475597  178.609042  55.073772 J-c-o-ztfg-ztfr      2D    F19        None  36.492571   0.09254  0.046189  0.046758  0.000017  178.611208  55.073981  0.010514    0.993         0.001               0.993  0.633       1.586             0.633  59322.653518  0.124162  0.001795  0.000049  0.092852  0.138043  0.007878  0.023774  198.844828   70.495729  0.011494
   21hwk  214.761323  -7.390585 1019808  214.761481  -7.390051 J-c-o-ztfg-ztfr      2D    F19        None  36.398216  0.117014  0.041116  0.041968  0.000006  214.761323  -7.390585  0.047305    0.992         0.287               0.992  0.595         1.1             0.595  59319.717162  0.188392  0.001027  0.000037  0.605987  0.236752  0.225256  0.030403  190.389605   66.083204  0.160143
   21hwq  212.397357  11.153097    <NA>  212.396476  11.153988 J-c-o-ztfg-ztfr      2D    F19        None  37.810361  0.100878  0.079441  0.080271  0.000004  212.397357  11.153097  0.023504      1.0          0.92                 1.0  0.448       0.774             0.448  59320.603195  0.199719  0.000827  0.000023  1.292042  0.230717 -0.086012  0.025519  364.814538   65.964232   0.10316
   21hwx  229.860873  23.397632 3844278  229.859813   23.39665 J-c-o-ztfg-ztfr     1D3    F19        None  37.825885  0.115007  0.087481  0.087951  0.000023  229.860873  23.397632   0.05708      1.0           1.0                 1.0  0.301       0.337             0.301  59318.638145   0.21782  0.000537  0.000017 -1.092718  0.286735 -0.041251  0.028528  367.431957    71.76013 -0.092431
   21iaf  227.843833  26.792261    <NA>  227.843972  26.792515 J-c-o-ztfg-ztfr     1D3    F19        None  36.903809  0.084751   0.05429  0.054772  0.000007  227.843833  26.792261  0.056255      1.0         0.041                 1.0  0.501       1.319             0.501  59321.756837  0.123416  0.002028  0.000047  1.121315  0.150097 -0.111392  0.021932  240.304419   68.330386  0.066235
   21iai  205.878096   9.623408 1367677  205.879583   9.621442 J-c-o-ztfg-ztfr     1D3    F19        None  37.563596  0.098696  0.069732  0.070661  0.000007  205.878096   9.623408  0.026614    0.894         0.542               0.894  0.796       0.973             0.796  59318.445243  0.164176  0.000945  0.000026 -0.130235  0.194376 -0.107721  0.025513  325.626104   65.054986  0.148608
   21ify  261.723723  13.178866    <NA>  261.723644  13.178661 J-c-o-ztfg-ztfr     1D3    F19        None  37.064891  0.103521  0.060878  0.060763  0.000011  261.723723  13.178866  0.149235    0.995         0.959               0.995  0.615       0.727             0.615  59323.071975  0.179574  0.001404  0.000042  0.919327   0.22735 -0.050219  0.026178  258.808249   70.385047 -0.008856
   21igt  191.250503    21.1417 4339982  191.249983  21.142186 J-c-o-ztfg-ztfr     1D3    F19        None  37.820045  0.115482  0.075355  0.076354  0.000007  191.250503    21.1417  0.041468    0.979         0.247               0.979  0.686       1.111             0.686  59321.646992  0.198183  0.000708  0.000024 -0.148597  0.240549 -0.091758  0.028394  366.445223   62.465636  0.227981
   21ihz   228.36384  25.206663   54343    228.3661   25.20705      J-c-o-ztfr     1D3    F19        None  37.196226  0.190895  0.069763  0.070247  0.000016   228.36384  25.206663  0.051842    0.795         0.137               0.794  0.809       1.249              0.81  59319.008699  0.338488  0.000374  0.000026  0.145899  0.566385  0.293382  0.044888  274.944559   76.595351 -0.206252
   21iio  286.248986  50.734014 9005122    286.2478  50.734119 J-c-o-ztfg-ztfr     1D3    F19        None  37.741824  0.191825  0.086126  0.085641  0.000002  286.248986  50.734014  0.056955    0.717         0.668               0.717  0.841       0.874             0.841  59314.640767  0.561716  0.000615  0.000037  -0.19769   0.73914 -0.027194  0.043668  353.479907   72.633991 -0.117025
   21ijy  258.487303  39.098796 9005123  258.487416  39.098765 J-c-o-ztfg-ztfr      2D    F19        None  37.519228  0.125879   0.07262  0.072516  0.000009  258.487303  39.098796  0.045748      1.0           1.0                 1.0  0.312       0.369             0.312  59323.789245  0.200909  0.000764  0.000027  -0.16137  0.237178 -0.029766  0.032143  319.040372    68.14087  0.042955
   21ikn  118.831167   41.14455 9005124   118.83041   41.14387 J-c-o-ztfg-ztfr      2D    F19        None  37.430109  0.125506  0.068983  0.069492  0.000006  118.831167   41.14455  0.042292    0.966         0.882               0.966  0.615        0.73             0.615  59323.887782  0.221205  0.001344  0.000044  0.776319  0.313272 -0.146886  0.029646  306.211733   68.035381  0.052328
   21iov  141.661822  -7.087126 3742233  141.660462  -7.087425 J-c-o-ztfg-ztfr     1D3    F19        None  36.841832  0.140484  0.053947   0.05506   0.00013  141.661822  -7.087126  0.038943      1.0           1.0                 1.0  0.292       0.333             0.292  59324.479089  0.251362   0.00105  0.000047 -0.667131  0.331756  0.047605  0.033477  233.542704   70.678681 -0.006298
   21iqt  167.763969  55.130817 9005125  167.763705  55.130798 J-c-o-ztfg-ztfr     1D3    F19        None  37.049654  0.136178  0.057578  0.058159  0.000003  167.763969  55.130817  0.010588    0.432         0.102               0.432   1.02        1.23              1.02  59327.038358  0.192038  0.000652  0.000027  0.916093   0.26726   0.19139  0.032379   256.99867     67.8428  0.076592
   21irx  206.909891  15.521304 1486879   206.91099  15.523494 J-c-o-ztfg-ztfr     1D3    F19        None   38.02323  0.147772  0.090709  0.091589  0.000017  206.909891  15.521304  0.034332      1.0           1.0                 1.0  0.384       0.459             0.384  59323.937518  0.298401  0.000459  0.000021  -0.26672  0.379162 -0.018963  0.034809  402.388987     68.2366  0.012055
   21itd  221.212833  43.316769 2217873   221.21263  43.317146 J-c-o-ztfg-ztfr      2D    F19        None  37.606692  0.131743  0.080075  0.080507   0.00003  221.212833  43.316769  0.016734    0.112          0.04               0.112  1.237       1.358             1.237  59325.967244  0.208886  0.000798  0.000029  0.203075  0.264114 -0.055322  0.032979  332.153202   72.663462 -0.108049
   21ixf  262.604875  37.010911   60411  262.604713  37.008817 J-c-o-ztfg-ztfr      2D    F19        None  36.049147  0.084405  0.041371    0.0412  0.000001  262.604875  37.010911  0.040329      1.0         0.563                 1.0  0.501       0.968             0.501  59330.214751  0.098014  0.002796  0.000072  -0.06593  0.111363 -0.008562   0.02172  162.117315   76.188605 -0.149747
     21j  186.612544  31.222376   40692  186.612917  31.223528 J-c-o-ztfg-ztfr      2D    F19        None  30.877971  0.087614  0.002371  0.003289  0.000068  186.612544  31.222376  0.019445    0.248           0.0               0.248  1.131    1656.152             1.131  59232.575471  0.082956   0.17929  0.004669 -1.072056  0.077748  0.142458  0.023218   14.982839   65.801866  0.232784
   21jje  243.731399  -1.677322 9005127  243.731786  -1.677615           J-c-o      2D    F19        None  36.589172  0.197909  0.049487  0.049791  0.000009  243.731399  -1.677322  0.137891    0.495           0.0               0.495  0.975       2.366             0.975   59330.32112  0.270178   0.00188  0.000126  1.115062  0.380526   0.00228  0.046754  207.890354   71.802324 -0.033796
   21jmi  232.172126  26.155364 1764863  232.173706   26.15477           J-c-o     1D3    F19        None  37.917741  0.280009  0.086483  0.086895  0.000009  232.172126  26.155364  0.044987      1.0         0.999                 1.0  0.316       0.374             0.316  59322.668432  0.731536  0.000448  0.000047 -1.851951  0.726859  -0.03842  0.067479  383.308279   67.962363  0.027172
   21jof  242.843748  28.873088 4121034  242.845067  28.871978 J-c-o-ztfg-ztfr      2D    F19        None  38.346073   0.16296   0.11066  0.110867  0.000013  242.843748  28.873088   0.03905      1.0           1.0                 1.0  0.354       0.403             0.354  59331.298275  0.320605  0.000463  0.000024  1.351478  0.480801 -0.056926  0.035608   466.88996   71.188126 -0.110965
   21jvs  224.436687    6.62438   53470  224.437028   6.626897 J-c-o-ztfg-ztfr      2D    F19        None  34.473365  0.074928  0.021485   0.02214  0.000017  224.436687    6.62438  0.034946    0.998           0.0               0.998  0.566   31906.114             0.566  59335.710872   0.09289  0.011489  0.000258 -0.825088  0.078166 -0.023853  0.019864    78.46445   84.590171 -0.344235
   21jwl  233.892761   5.392228 1282728  233.893538   5.393044 J-c-o-ztfg-ztfr      2D    F19        None  36.270331    0.1045  0.038463  0.038946  0.000047  233.892761   5.392228  0.062906      1.0         0.912                 1.0  0.469       0.769             0.469  59331.903728  0.120698  0.002438  0.000077 -1.399489  0.140104  -0.07728  0.026799  179.500745   65.045383  0.198619
   21jwq  270.230178  52.739646    <NA>  270.229859  52.739789 J-c-o-ztfg-ztfr      2D    F19        None  36.704891  0.089952  0.050918  0.050641  0.000003  270.230178  52.739646  0.044281      1.0         0.934                 1.0  0.514       0.752             0.514  59336.403648  0.145511  0.002041  0.000055  1.072665  0.162974  -0.05795  0.023317  219.269462   69.237907  0.042615
   21jys  135.305833  10.437389 3527519  135.306517  10.437125 J-c-o-ztfg-ztfr     1D3    F19        None  35.950481  0.095372  0.036158   0.03715  0.000013  135.305833  10.437389  0.033862    0.955          0.18               0.955  0.657       1.198             0.657    59335.6011  0.136113  0.002771  0.000078 -0.472789  0.177439  0.007921   0.02357  154.916005   71.892601 -0.014753
   21kax  194.960701  22.723292 4350197  194.960712  22.723672 J-c-o-ztfg-ztfr     1D3    F19        None  37.655043  0.128808  0.072551  0.073503  0.000003  194.960701  22.723292  0.025132      1.0           1.0                 1.0   0.39       0.436              0.39   59331.91978  0.223016  0.000785  0.000032  0.003825  0.307234 -0.071354  0.030007  339.632071   64.880528  0.150005
   21khn  195.799263  -6.663193 9005128  195.800023  -6.665261           J-c-o     1D3    F19        None  37.908804  0.200462  0.078026  0.079121  0.000018  195.799263  -6.663193   0.03901    0.391         0.174                0.39   1.05       1.234              1.05  59335.158969  0.419388  0.001039  0.000072  0.864462  0.494226 -0.201332  0.047739  381.734024   62.137509  0.235268
   21kjh  199.966653   7.760546 1330132  199.966096   7.760264 J-c-o-ztfg-ztfr      2D    F19        None  36.575298  0.091322  0.049271  0.050282  0.000007  199.966653   7.760546  0.027342      1.0         0.995                 1.0  0.387       0.607             0.387  59339.051411  0.196839  0.001531  0.000041  0.075363  0.180602  0.033028  0.023847  206.566391   72.974528 -0.068282
   21kkj  320.887427  -10.57276 9005129  320.887702 -10.573113           J-c-o      2D    F19        None  36.904239  0.384456  0.090277  0.089228  0.000003  320.887427  -10.57276  0.046183    0.446         0.295               0.436  1.012       1.129             1.019  59331.978802  0.999313   0.00055  0.000079  0.494547  0.848261  0.269981  0.087244  240.351989  111.294738 -1.050405
   21klg  139.599633  39.380959 2148789  139.598652  39.381278 J-c-o-ztfg-ztfr     1D3    F19        None  35.384165  0.085066  0.027579  0.028322  0.000013  139.599633  39.380959  0.017149    0.998         0.278               0.998  0.455       1.122             0.455  59338.683725  0.122889  0.004587  0.000112 -1.653578  0.163939 -0.028772   0.02164  119.352925   71.138501  0.021943
   21kom    156.2095   3.562081 3092308  156.210619   3.562323           J-c-o      2D    F19        None  36.512139  0.165043  0.045052  0.046244  0.000008    156.2095   3.562081  0.034106    0.781         0.349                0.78  0.746       1.092             0.747  59341.445441  0.391749  0.002188  0.000106  1.695439  0.397348 -0.002119  0.043495  200.644747   69.094746  0.057202
   21koo  142.407915  -6.938449 9005132    142.4073  -6.938335 J-c-o-ztfg-ztfr     1D3    F19        None  38.367849  0.272688  0.091724  0.092843  0.000009  142.407915  -6.938449  0.035204    0.998         0.991               0.995  0.431       0.505             0.476  59336.460907  0.710724  0.000498  0.000038   1.35722   0.94745 -0.085686  0.057516  471.595593   59.020287  0.325664
   21koq   274.00425   6.751769   61661  274.011017   6.746811 J-c-o-ztfg-ztfr     1D3    F19        None  34.568634  0.081125  0.020527   0.02017  0.000011   274.00425   6.751769  0.209962    0.956           0.0               0.956   0.72       3.604              0.72  59345.391542  0.101454  0.007328  0.000182  0.699685  0.105944  0.142515  0.021123   81.983549   73.756002 -0.045553
   21kpu  230.581986  22.681782 9005133   230.58255   22.68193 J-c-o-ztfg-ztfr      2D    F19        None  37.684115   0.09999   0.07084  0.071302  0.000007  230.581986  22.681782   0.04465      1.0           1.0                 1.0  0.368       0.408             0.368  59343.396173  0.224382  0.000942  0.000026  0.755672  0.251864 -0.109447  0.025927  344.209546    62.10121  0.247552
   21kut  157.874055   6.242642 1297053   157.87342    6.24374 J-c-o-ztfg-ztfr      2D    F19        None  35.691063  0.085377  0.031264   0.03245   0.00001  157.874055   6.242642  0.028766    0.722           0.0               0.722  0.862       3.216             0.862  59350.922603   0.09715  0.005103  0.000125  0.396359  0.145654 -0.076788  0.021387  137.471458   70.766524  0.027554
   21kxf   204.44808    1.32928 1191542  204.449167   1.329444 J-c-o-ztfg-ztfr     1D3    F19        None   37.82894  0.123739  0.078971  0.079954  0.000013   204.44808    1.32928  0.024457      1.0           1.0                 1.0  0.309       0.329             0.309  59348.959018  0.243797  0.000619  0.000022   -0.2015   0.28402 -0.054546  0.030447  367.949267   65.143704  0.131144
   21kzx  240.977095  27.863057 1820005  240.978833  27.863144           J-c-o     1D3    F19        None  38.121859  0.206426  0.088968  0.089214  0.000013  240.977095  27.863057   0.03937    0.827         0.561               0.827  0.748       0.937             0.749  59345.930704  0.534615  0.000464  0.000032  0.918763  0.866534  -0.00877  0.048003  421.086981    63.51588   0.17016
   21lat  220.224124  24.971658 1721623  220.222167  24.970853 J-c-o-ztfg-ztfr      2D    F19        None  35.991294  0.092276  0.033857  0.034474  0.000008  220.224124  24.971658  0.028489      1.0         0.985                 1.0  0.436       0.661             0.436  59353.552915  0.114968  0.002035  0.000056  1.130054  0.150485  0.148651  0.023789  157.855202   65.472366  0.191923
   21llv  212.956705  18.008572 1547706  212.957096  18.009758      J-c-o-ztfr     1D3    F19        None  37.755544  0.191554  0.082754  0.083533  0.000007  212.956705  18.008572  0.027747    0.969         0.888               0.969  0.656        0.76             0.656  59353.948489  0.286111  0.000657  0.000042   0.77897  0.391621  -0.01681  0.047109  355.720504   70.399263 -0.043345
