# model=snpy_ebv_model2
# h=70.70068977377682
# N = 357
# RMS = 0.1648951123950165
# WRMS = 0.15175129721248223
# NMAD = 0.12568898587686875
# STD = 0.1648742524152819
# STD(logH0) = 0.032943281713634406
# rchisquare = 2.6649145015205455
# sigma_int = 0.12141
TNS_name          RA        Dec     PGC       galRA     galDec          bandpasses variant redlaw  calibration         DM      e_DM     z_hel     z_cmb       e_z          ra        dec     MWebv  fitprob  fitprob_data  fitprob_data_model  rchi2  rchi2_data  rchi2_data_model          Tmax    e_Tmax  rchisquare        st      e_st   EBVhost  e_EBVhost        dist         h0  resid_DM
   19ope  346.718986 -37.850329  616700  346.718805 -37.849029               J-c-o      2D    F19            6  37.080617  0.150215  0.060445  0.059566  0.000213  346.718986 -37.850329  0.013665    0.084         0.072               0.076  1.449       1.482              1.47  58725.442086  0.905816    2.260307  1.012277  0.081873  0.117764   0.100236   260.68944  68.501045  -0.02993
   19pdy   37.911464   9.747704 1369486     37.9115   9.747778               J-c-o      2D    F19            6  37.441836  0.215278  0.069032   0.06823  0.000002   37.911464   9.747704  0.095213    0.003         0.002               0.003  2.008       2.113             2.042  58726.990353  1.204192    2.274026  0.936666  0.096576  0.019734   0.125277  307.869846  66.439835  0.022862
   19pff  251.457667  45.086311 2258590  251.453225  45.087661 J-asg-c-o-ztfg-ztfr     1D3    F19            6   37.18337   0.09846  0.059648  0.059639   0.00003  251.457667  45.086311  0.012899    0.645         0.628               0.644   0.89       0.901             0.891  58741.949155  0.422754    0.781945  1.096098  0.055515  0.000196   0.063974  273.321635  65.415418  0.071822
   19qeo  140.731292  54.028231 9005023   140.73143   54.02788     J-c-o-ztfg-ztfr     1D3    F19            6  36.850846  0.093003  0.056823  0.057346      <NA>  140.731292  54.028231  0.024076    0.989         0.982               0.989  0.519        0.55             0.519  58752.442104  0.423009    0.581507  1.201334  0.035157  0.036872   0.063774  234.514261  73.308289 -0.170805
   19sla  122.119901   1.473939 1196018   122.11996     1.4735     J-c-o-ztfg-ztfr     1D3    F19            6  37.496613  0.104899  0.062763  0.063616      <NA>  122.119901   1.473939  0.030026     0.85         0.845               0.848  0.742       0.746             0.743  58777.776445  0.487697    0.941287  0.843482  0.046037 -0.017271   0.073859   315.73491  60.404196  0.240339
   19vdg   95.883095  50.399962   18941    95.88442   50.40206 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.030359  0.085997  0.036065  0.036193   0.00037   95.883095  50.399962  0.147859    0.815         0.748               0.815  0.845        0.88             0.845  58818.877093  0.390892    0.777516    1.0234  0.035182   0.09508   0.063551  160.720687  67.511172  0.041203
   19vjm   151.17075   4.816411   29226  151.170682   4.818198           J-asg-c-o     1D3    F19            6  35.552571   0.08754  0.029841  0.031001  0.000153   151.17075   4.816411  0.019399      0.0           0.0                 0.0  3.278       3.781             3.284  58818.735005  0.416287    2.957629  0.867304  0.038813 -0.003731   0.068603   128.97756  72.057956 -0.089743
   19wmx   42.696083  33.512589   10804   42.701028  33.512707 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.106992  0.083602  0.039892   0.03922  0.000023   42.696083  33.512589   0.10562      0.0           0.0                 0.0   2.24       2.586             2.243  58841.489943  0.381981    2.079645  1.077002  0.037284 -0.042042    0.06198  166.493932  70.620317 -0.063126
   19wqd  218.294291    6.06356 4114972   218.29512    6.06342 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.948962  0.088616  0.055225  0.055987  0.000007  218.294291    6.06356  0.034166    0.987         0.982               0.987  0.508        0.53             0.508  58842.998087  0.566417    0.567914  1.135359  0.040456  0.054972   0.065844  245.353623  68.409546 -0.017965
   19wzy   29.917868   5.981968 9005027    29.91714    5.98217     J-c-o-ztfg-ztfr     1D3    F19            6  37.602102  0.088741  0.073941  0.073018  0.000003   29.917868   5.981968  0.039783    0.996         0.996               0.996  0.501       0.508             0.501  58848.136028  0.468939    0.446557  1.243063  0.039301  0.062203   0.064772  331.451859  66.043896  0.028059
   19xvx     213.037  -4.120411 1062602   213.03696   -4.11972 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.882902   0.08758  0.054498  0.055372  0.000167     213.037  -4.120411  0.037934    0.102          0.06               0.101  1.333       1.422             1.334  58852.834522  0.496593    1.516745    1.0404  0.044492   0.09056    0.06425  238.001902  69.747753 -0.058821
   19ycb  184.702667   5.737611 1288308  184.703129   5.738217 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.725849  0.102857  0.046035   0.04719   0.00002  184.702667   5.737611   0.01936    0.739         0.665               0.739  0.837       0.884             0.837  58849.456549  0.511421    0.948791  1.075981  0.037904  0.267145   0.063789  221.396024  63.900376  0.144988
   19yfu  191.401498   1.183609 1186984     191.402   1.181414     J-c-o-ztfg-ztfr     1D3    F19            6  38.251076  0.095295  0.084498  0.085621  0.000013  191.401498   1.183609  0.019285    0.991          0.99               0.991  0.425       0.432             0.427  58848.570335  0.816494    0.491856  1.169058  0.055527 -0.079434   0.069162  446.905041   57.43646  0.315659
   19ywf   44.676167  32.573011 2003105    44.67712   32.57375 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.062438  0.080563  0.038604  0.037957  0.000004   44.676167  32.573011  0.188147    0.878         0.809               0.878  0.781        0.83             0.781  58855.439635  0.362281     0.83405  0.888183  0.033413  0.044046   0.061261  163.112624  69.763621 -0.034534
   19zho  162.621983   8.898162 9005028  162.621937   8.898026     J-c-o-ztfg-ztfr     1D3    F19            6  37.743869  0.086189   0.07231  0.073496      <NA>  162.621983   8.898162   0.02706      1.0           1.0                 1.0  0.375       0.379             0.375  58852.672425  0.450325    0.427862  0.997874  0.038844  0.015883   0.063267  353.813038   62.27441  0.159189
  20aabz      43.746   4.060281 3647265    43.74721    4.06094 J-asg-c-o-ztfg-ztfr     1D3    F19            6  35.181476  0.076038  0.026318  0.025621   0.00002      43.746   4.060281  0.066749      0.0           0.0                 0.0  1.817       2.588             1.817  59184.942881  0.349476    1.684415  0.986955   0.03135  0.004496   0.061021  108.716456  70.650526 -0.042084
  20aczg  150.277875  54.789569 9005030   150.28413   54.78763     J-c-o-ztfg-ztfr      2D    F19            6  35.315616  0.077007   0.02506  0.025614      <NA>  150.277875  54.789569  0.008373    0.484         0.018               0.484  0.996       1.417             0.997  59217.005459  0.346123    0.549233  1.014578   0.03052 -0.027098   0.060446  115.644044  66.402146  0.095243
   20add  155.009391   6.631794 1304497   155.00883    6.63078     J-c-o-ztfg-ztfr      2D    F19            6  38.616366  0.120775  0.108532  0.109705  0.000017  155.009391   6.631794  0.021934    0.537         0.525               0.532  0.948       0.956             0.951  58871.082106  0.789449    0.997095  0.735625    0.0922 -0.159733    0.09376  528.777825   62.19736  0.105561
   20bpu   71.913885 -14.648377 3686478    71.91279  -14.64956 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.355006  0.099782  0.041529  0.041443  0.000077   71.913885 -14.648377  0.076189    0.019         0.018               0.019  1.603       1.615             1.603  58891.978294  0.456415    1.380929  0.907866   0.04778  0.086591   0.069099   186.63851  66.569417  0.062791
   20bpz  175.244022  -11.44929  965648   175.24304  -11.44886 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.388809  0.082315  0.039273  0.040497      <NA>  175.244022  -11.44929  0.029901      0.0           0.0                 0.0  2.365       2.822             2.368  58895.292012  0.445721    1.785711  1.106517  0.037707  0.064402    0.06358  189.566623  64.043963  0.151031
   20bqz  234.764857   31.19843 1936127  234.765354  31.197953     J-c-o-ztfg-ztfr      2D    F19            6  36.717858  0.098254  0.053961  0.054296   0.00002  234.764857   31.19843  0.024113    0.882         0.816               0.882  0.691       0.754             0.692   58893.48078  0.388882    0.726663  0.795203  0.039234  0.167678   0.065798  220.582817  73.793063 -0.180641
   20buy   196.04362  -4.534436 9005031   196.04338   -4.53407               J-c-o     1D3    F19            6  38.258513  0.094505  0.090368  0.091459      <NA>   196.04362  -4.534436   0.03341    0.878         0.846               0.874  0.573       0.613             0.578  58886.843414  0.706374    0.535451  1.218908  0.075685 -0.052366   0.095764  448.438167  61.142661  0.170718
   20cbf  230.716408  38.449606 2127359  230.718232  38.448613 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.239465  0.081859  0.040134  0.040481   0.00001  230.716408  38.449606  0.016451    0.226         0.127               0.225  1.137        1.22             1.138  58899.220979  0.379214    1.033139  1.075991  0.035554  0.060005   0.062274  176.967283  68.577027  0.000723
   20cdm  188.755387  -5.488576   41887  188.751633  -5.490775           J-asg-c-o     1D3    F19            6  35.163808  0.083707  0.022899  0.024055   0.00008  188.755387  -5.488576   0.04928      0.0           0.0                 0.0  2.834       3.659              2.85  58900.704827   0.47529    2.442754  1.090491  0.038145  0.115295   0.063639  107.835452  66.875451  0.083642
   20cli  247.986217  14.044238 3867429   247.98438   14.04381 J-asg-c-o-ztfg-ztfr      2D    F19            6  36.872567  0.100046   0.05351  0.053678   0.00001  247.986217  14.044238  0.052976    0.084         0.077               0.083  1.344       1.358             1.347  58901.838115  0.477429    1.510466  0.914398  0.047288  0.036858   0.067885  236.871784  67.937151 -0.000459
   20cot  158.898527  22.640637 3757802   158.90021   22.64164     J-c-o-ztfg-ztfr     1D3    F19            6  38.475165  0.089229  0.098155  0.099218   0.00002  158.898527  22.640637  0.022408    0.997         0.997               0.997  0.481       0.493             0.481  58901.504884  0.511258    0.595185  1.189418  0.051224  0.004821   0.066738  495.487796  60.031129  0.198474
   20cpn  107.880367  58.951579 2584632  107.878083  58.949389     J-c-o-ztfg-ztfr      2D    F19            6  37.826511  0.091581  0.080155  0.080346  0.000123  107.880367  58.951579  0.040324    0.991         0.991               0.991  0.451       0.457             0.452   58901.32703  0.565058    0.515013   1.18894  0.048763  0.074354   0.064878  367.537963  65.536076  0.035571
   20cvn     108.405  42.781181    <NA>   108.40629   42.77847     J-c-o-ztfg-ztfr     1D3    F19            6  36.696827  0.086383   0.04736  0.047718      <NA>     108.405  42.781181  0.072312    0.815         0.784               0.815   0.74       0.766              0.74  58912.663876  0.384966    0.533455  1.095914  0.037154  0.087884    0.06162  218.456722  65.483784  0.089336
   20cvw  119.482958  30.026939 1887325  119.482992  30.027553     J-c-o-ztfg-ztfr      2D    F19            6  36.768647  0.086277  0.051035  0.051668   0.00001  119.482958  30.026939  0.051061    0.488          0.43               0.488  0.982       1.023             0.983  58910.864305  0.385329    0.866879  0.918376   0.03912  0.036223   0.062712  225.802881   68.59802  -0.01731
   20cxx    48.08175   41.28225 9005034    48.08317   41.28217 J-asg-c-o-ztfg-ztfr     1D3    F19            6  35.410008  0.090162  0.029847  0.029291  0.000001    48.08175   41.28225  0.135656    0.018         0.009               0.018  2.085       2.281             2.086  58915.534409  0.404841    1.122414  0.988293  0.041762 -0.068231   0.062538  120.781838   72.70259 -0.109924
   20ddk   93.247996    48.1585 9005035   93.245718  48.158324     J-c-o-ztfg-ztfr     1D3    F19            6  37.757384  0.083799  0.080569  0.080677      <NA>   93.247996    48.1585  0.161293      1.0           1.0                 1.0  0.179        0.18             0.179  58908.000882  0.384044    0.220145  0.893482  0.040845 -0.019382   0.062449  356.021908  67.934623 -0.043167
   20dhj  223.376593   17.28914   53222   223.37511   17.29128 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.446332  0.093311  0.044172  0.044791  0.000007  223.376593   17.28914  0.026841    0.808         0.474               0.807  0.819       0.999             0.819   58918.53859  0.359612    0.711821  1.047505   0.03267  -0.02428   0.061299  194.655414  68.984088 -0.018498
   20dko  204.987747    0.82819   48338   204.99038    0.83094 J-asg-c-o-ztfg-ztfr      2D    F19            6  34.959097  0.082453   0.02265  0.023627  0.000075  204.987747    0.82819  0.027594      0.0           0.0                 0.0  1.911       2.092             1.912  58919.924436  0.357432    1.508099  1.030453  0.034969  0.080406   0.061935    98.13399  72.180232 -0.081798
   20dxr  176.106189  53.571556 2444784  176.106733  53.571506 J-asg-c-o-ztfg-ztfr      2D    F19            6  37.003568  0.091113  0.055245  0.055848   0.00001  176.106189  53.571556  0.012102    0.425         0.388               0.422  1.026       1.049             1.028  58926.287255  0.510323    0.879598  0.902352  0.038175   0.02358   0.068526  251.601743  66.544367  0.041956
   20eci  230.812068   0.064941 1156245  230.810192   0.066194     J-c-o-ztfg-ztfr      2D    F19            6  37.704938  0.100463  0.070916  0.071475  0.000007  230.812068   0.064941  0.066215    0.943         0.941               0.943  0.557        0.56             0.557  58919.065038  0.518118    0.586671  1.029197  0.056982 -0.198107   0.073976  347.526316  61.657367  0.182725
   20ees  201.813292  32.033619   47131    201.8202   32.03071           J-asg-c-o     1D3    F19            6  35.189796   0.09205  0.024379  0.025164  0.000007  201.813292  32.033619  0.014092      0.0           0.0                 0.0  3.793       9.103              3.82  58927.283323  0.480224    3.421265  0.989414   0.03814  0.006175   0.067263  109.133797  69.125962  0.009171
   20fxa  233.637667  37.533831 2103053   233.63792   37.53209 J-asg-c-o-ztfg-ztfr     1D3    F19            6  37.248723  0.087645  0.064228  0.064537  0.000017  233.637667  37.533831   0.01594      1.0         0.996                 1.0  0.556       0.649             0.559   58957.99991  0.412184    0.580237  1.115271  0.041857 -0.015705   0.061314  281.672539  68.688562 -0.041318
   20jee   175.56125  20.097519   36328  175.560892  20.097812 J-asg-c-o-ztfg-ztfr      2D    F19            6  34.684174  0.077973  0.019818   0.02091  0.000049   175.56125  20.097519  0.020402      0.0           0.0                 0.0  3.294       4.209             3.295  58985.921792  0.352784    3.082739  0.820919  0.031659  -0.00354   0.061167   86.463902  72.500666 -0.086727
   20jge  273.685435  43.456143 9005036   273.68598   43.45675     J-c-o-ztfg-ztfr     1D3    F19            6  37.361105  0.085531  0.061991  0.061646  0.000006  273.685435  43.456143  0.032104    0.999         0.998               0.999  0.555       0.572             0.555  58986.012163  0.423143    0.563758  1.191446   0.03356  0.087311   0.062323   296.63406  62.302245   0.17383
   20jhf  198.722667  27.008639   46076   198.72255  27.008172 J-asg-c-o-ztfg-ztfr      2D    F19            6  34.126141   0.08639  0.015441  0.016313  0.000006  198.722667  27.008639  0.012708      0.0           0.0                 0.0  3.344       9.091              3.35   58991.83938  0.348467    2.922539  0.875261  0.031104   0.17431   0.061035   66.869507  73.134333 -0.098555
   20jjf  233.784426  23.945569 1696614  233.784471  23.944144     J-c-o-ztfg-ztfr      2D    F19            6  37.377936  0.084532  0.064268  0.064665  0.000017  233.784426  23.945569  0.052367      1.0           1.0                 1.0  0.465       0.487             0.465  58987.891068  0.377068    0.482805  0.988436  0.034665  0.090415    0.06174  298.942117  64.849348  0.083553
   20jjh   248.07225  50.190539   58466  248.069167  50.189347 J-asg-c-o-ztfg-ztfr      2D    F19            6  36.533735  0.094662  0.047369  0.047389  0.000067   248.07225  50.190539  0.023717      0.0           0.0                 0.0  1.484       1.558             1.486   58992.69129  0.379453    1.471437  1.095389  0.037304  0.191102   0.061549  202.650139  70.105443 -0.058928
   20jsh  146.589292   3.073269   28033   146.58783    3.07137     J-c-o-ztfg-ztfr     1D3    F19            6  34.661268  0.092691  0.019972  0.021107  0.000008  146.589292   3.073269  0.049219    0.099           0.0               0.096  1.575       3.332             1.585  58995.500918  0.369411    1.051526  0.758836  0.038432  0.134371   0.062072   85.556617  73.960282 -0.130241
   20jwl  274.663664  19.189909 1583731  274.662917  19.194722               J-c-o     1D3    F19            6  36.950083  0.084268   0.05711  0.056725  0.000019  274.663664  19.189909  0.185997    0.993         0.989               0.993  0.471       0.498             0.472  58992.334939  0.411805    0.502329  0.944566   0.03559 -0.020193   0.063309  245.480266  69.275555 -0.048815
   20kbw  231.493813  46.312361 9005037   231.49377    46.3127     J-c-o-ztfg-ztfr      2D    F19            6  37.848689  0.097783  0.076315  0.076584      <NA>  231.493813  46.312361  0.017845    0.843         0.825               0.841  0.758       0.773              0.76  58996.815465  0.491447    0.750233  1.033723  0.051329   0.21704   0.067683  371.311007  61.833157  0.167922
   20kkc  218.846069 -13.654085 9005038   218.84614  -13.65384     J-c-o-ztfg-ztfr      2D    F19            6  37.468269  0.088311   0.07001  0.070796  0.000013  218.846069 -13.654085  0.077307    0.995         0.994               0.995  0.568       0.575             0.569  58998.284913  0.413325    0.565112  0.989081  0.040986  0.050919   0.065564  311.640498  68.104777 -0.031705
   20kpx  234.542292   4.780669   55656  234.544442   4.780404     J-c-o-ztfg-ztfr      2D    F19            6  34.962867  0.082039  0.022909  0.023381  0.000006  234.542292   4.780669  0.052002      0.0           0.0                 0.0  3.046       5.674             3.053  59004.834642  0.354142    2.642731    0.8396  0.032233 -0.005054   0.062126   98.304496  71.303928 -0.055944
   20kqv  312.262504 -31.731072 9005039    312.2628  -31.73052               J-c-o      2D    F19            6  37.591257  0.136185  0.074523  0.073751  0.000003  312.262504 -31.731072   0.06319    0.946         0.939               0.945  0.592       0.604             0.593  58997.044271  0.658464    0.657385  0.946292  0.053076  0.101455   0.082893  329.800498  67.040587 -0.005313
   20krw  225.691288  58.534809 9005040   225.69052   58.53503     J-c-o-ztfg-ztfr      2D    F19            6   37.74156  0.097185  0.075716  0.075931      <NA>  225.691288  58.534809  0.009616      1.0           1.0                 1.0  0.315       0.316             0.315  58999.173943  0.385634    0.383191  0.799233  0.038433  0.151834   0.064193  353.436915  64.406457  0.080297
   20kui  200.363805  48.441109 9005041   200.36412   48.44089     J-c-o-ztfg-ztfr      2D    F19            6  38.484065  0.087821  0.096727  0.097303      <NA>  200.363805  48.441109  0.006413      1.0         0.999                 1.0  0.469       0.481             0.471  59003.033772  0.419731    0.530026  1.173983  0.040353 -0.048799   0.063216  497.522719  58.632207  0.251673
   20kyx  243.439625  22.920661   57542   243.44182     22.919     J-c-o-ztfg-ztfr      2D    F19            6   35.52383  0.081675  0.031916   0.03214  0.000011  243.439625  22.920661  0.090161      0.0           0.0                 0.0   2.09       2.833             2.096  59008.516265  0.364112    1.839959  0.972145  0.032764  0.050874   0.062013   127.28173  75.700464 -0.200648
   20lfe  357.075948  33.148966 9005042   357.07739   33.14837 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.136104  0.083463  0.036485  0.035389      <NA>  357.075948  33.148966  0.057722    0.981         0.021               0.972  0.745       1.288             0.763  59008.634702  0.377302    0.566358  1.107656   0.03189  0.109952   0.060865  168.741053  62.873681   0.19447
   20lil  219.498583   9.388539 1364397  219.498924    9.38788     J-c-o-ztfg-ztfr      2D    F19            6  35.843607  0.087932  0.030715  0.031442  0.000017  219.498583   9.388539     0.038    0.003           0.0               0.003  1.574       1.819             1.574  59011.754495  0.365053    1.407626  0.872097  0.032194   0.15888   0.060955  147.476049  63.916848  0.168961
   20lsc  243.515625  14.282639   57562   243.51371   14.28211 J-asg-c-o-ztfg-ztfr     1D3    F19            6  35.478102  0.080931  0.030295  0.030553  0.000024  243.515625  14.282639  0.053827      0.0           0.0                 0.0  3.148       4.728             3.179  59017.512649   0.37549    2.799329  1.052558  0.035523  0.053399   0.061686  124.629351  73.493735 -0.133759
   20may  185.995625   48.35525 2315646   185.99434   48.35418 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.568493  0.090312  0.053364  0.054029  0.000013  185.995625   48.35525  0.015172      0.0           0.0                 0.0  2.347       2.667             2.351  59024.873653  0.399895    1.885359  1.062577  0.040064  0.013503   0.064483      205.92  78.658487 -0.318185
   20mby  269.968661   50.49092 2374563  269.968767  50.491083 J-asg-c-o-ztfg-ztfr      2D    F19            6  36.794335   0.08476  0.053215  0.052937  0.000002  269.968661   50.49092  0.042446    0.002         0.001               0.002  1.471       1.518             1.472  59022.516228  0.371852    1.592998  0.973751   0.03497  0.071465   0.061994  228.489916  69.456163 -0.048213
   20mnv  250.182625  40.414481 2165441  250.181212  40.414667               J-c-o     1D3    F19            6   35.18565  0.086708  0.025886  0.025915  0.000016  250.182625  40.414481  0.012841      0.0           0.0                 0.0  3.017      12.713             3.024  59027.900467  0.371039    2.620425  0.975977   0.03354   0.12601   0.062953  108.925625  71.324552 -0.061644
   20mnw  224.087812   9.336071 3837040  224.086067   9.335762     J-c-o-ztfg-ztfr     1D3    F19            6  38.052821  0.093388  0.080779  0.081429  0.000017  224.087812   9.336071  0.039099    0.969         0.963               0.967  0.612       0.626             0.618  59019.302347  0.540806    0.659129  1.173842  0.055712  0.004449    0.06659  407.909949  59.845927  0.232028
   20ndv  347.408742  12.830002 1417025  347.405542    12.8305 J-asg-c-o-ztfg-ztfr     1D3    F19            6  35.973087  0.078395  0.037416  0.036185  0.000022  347.408742  12.830002  0.088096    0.024           0.0               0.024  1.285       1.934             1.286  59033.950739  0.353625    1.121136  1.036797  0.031675 -0.009331   0.060875  156.537133  69.299898 -0.018415
   20nei  196.899616  43.560013 2223723  196.900554  43.561214     J-c-o-ztfg-ztfr     1D3    F19            6  37.239072  0.099084  0.061736  0.062412  0.000027  196.899616  43.560013  0.021669    0.791         0.754                0.79  0.799       0.825               0.8  59029.775682  0.399951    0.804779  0.617167   0.04302  0.091453   0.068437  280.423488  66.722958  0.025846
   20nin  276.527708  30.222531    <NA>   276.52677   30.22239     J-c-o-ztfg-ztfr     1D3    F19            6  37.292982  0.087391  0.060608  0.060193  0.000121  276.527708  30.222531  0.118892      1.0         0.999                 1.0  0.504       0.542             0.504  59033.565814  0.363234    0.515679  0.875477  0.034552  0.113579   0.061316  287.472609  62.772701  0.159657
   20npb  269.992583  44.862669   61249  269.993667  44.857194          J-c-o-ztfr     1D3    F19            6  36.139622  0.085503  0.038463  0.038175  0.000017  269.992583  44.862669  0.041987    0.895         0.507               0.895  0.734        0.98             0.734  59041.751894  0.357035    0.577959  1.053267  0.031642  0.077999   0.062246  169.014645  67.714273  0.030607
   20nxk  231.329349  21.354105 4462938    231.3293   21.35416     J-c-o-ztfg-ztfr      2D    F19            6  37.937938  0.086337   0.08469  0.085147  0.000006  231.329349  21.354105  0.059555    0.995         0.976               0.995   0.51       0.603             0.516  59042.033509  0.522344    0.440041  1.236409  0.044899  0.040223   0.065547  386.890165  65.978376  0.013996
   20obe   24.191333  -11.73425  962365   24.189296 -11.735278           J-asg-c-o     1D3    F19            6  36.398945  0.105872  0.043498  0.042559  0.000131   24.191333  -11.73425   0.02371      0.0           0.0                 0.0  2.291       2.388             2.312  59047.008709  0.582851    2.375678  1.092732  0.054872  0.044364   0.067693  190.453488  66.992584  0.045458
   20ocv  266.653852  20.504725 1629162   266.65232   20.50392     J-c-o-ztfg-ztfr     1D3    F19            6  37.157384  0.098352   0.06216  0.061932  0.000003  266.653852  20.504725  0.093967    0.999         0.998               0.999  0.481       0.505             0.481  59048.442781  0.399849    0.496061  1.021593  0.038522  0.196502   0.062564  270.070293  68.747913 -0.040163
   20oil  268.604958  15.618011   61077   268.60521   15.61869               J-c-o     1D3    F19            6  36.191782  0.094951  0.040462  0.040201  0.000064  268.604958  15.618011  0.105557    0.009           0.0               0.009  1.749       2.432             1.751  59053.805948  0.375124     1.43629  0.946986   0.03731 -0.121429   0.064757  173.123676   69.61456 -0.032701
   20oms  324.545762   6.741035   67077    324.5475    6.74219 J-asg-c-o-ztfg-ztfr      2D    F19            6  37.238674  0.083999  0.065038    0.0639  0.000013  324.545762   6.741035  0.030579    0.912         0.892               0.912  0.782       0.798             0.782  59049.266178  0.421136    0.862163  1.120341  0.040342  0.009461   0.062056  280.372062  68.326462 -0.031785
   20pst   18.300167   2.283839  212683   18.298746   2.283822 J-asg-c-o-ztfg-ztfr      2D    F19            6  36.432326  0.079406  0.046035  0.044971  0.000193   18.300167   2.283839  0.036953    0.987         0.963               0.987   0.68       0.736              0.68  59063.782204  0.351413    0.583918  0.979474  0.031561   0.01506   0.060856  193.403859  69.708908 -0.044982
   20qic    3.773333  43.343289 9005050     3.77213   43.34255 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.394662  0.080171  0.049491   0.04853  0.000003    3.773333  43.343289  0.075462    0.916         0.055               0.914  0.838       1.201             0.839  59070.567156  0.357414    0.807533  1.107087  0.033707  0.026692   0.060713  190.078209  76.542487 -0.253541
   20qlr  262.220417  57.918119 9005051   262.22192   57.91773     J-c-o-ztfg-ztfr     1D3    F19            6  37.388329  0.099105  0.064867  0.064691  0.000003  262.220417  57.918119  0.043124    0.545         0.403               0.543  0.976        1.03             0.976  59071.155773  0.463001    0.975199  1.243845  0.037035  0.197164   0.062931  300.376434  64.565716  0.091861
   20qqn  356.320997  21.358839 1648378   356.32008   21.35881 J-asg-c-o-ztfg-ztfr     1D3    F19            6  35.300218   0.09594  0.026352  0.025166   0.00002  356.320997  21.358839  0.155833    0.005           0.0               0.005  1.381       1.584             1.382  59078.224473  0.363147    1.206059  1.044701  0.032474  0.214924   0.060704  114.826873   65.70348  0.115259
   20sjo   66.591458 -10.098811   15090   66.585625 -10.098444 J-asg-c-o-ztfg-ztfr     1D3    F19            6  35.552553   0.07913  0.031269  0.031059  0.000019   66.591458 -10.098811  0.065965      0.0           0.0                 0.0  1.577       1.889             1.579  59107.481474  0.360806     1.37874  0.941583  0.031591  0.050556    0.06114   128.97653  72.193188 -0.096796
   20skp   20.694558   10.03135 9005052    20.69457    10.0324     J-c-o-ztfg-ztfr     1D3    F19            6  37.032499  0.093221  0.058583  0.057541  0.000005   20.694558   10.03135  0.057842    0.058         0.037               0.058  1.283       1.328             1.284  59105.924971  0.515039    1.204152  1.028554    0.0396   0.15155   0.063673  254.976336  67.654244 -0.000037
   20smn  271.973363  30.571641   61434  271.972137  30.570947     J-c-o-ztfg-ztfr     1D3    F19            6  37.512146  0.108343  0.070963  0.070629  0.000001  271.973363  30.571641  0.059938    0.969         0.963               0.968  0.649        0.66              0.65  59103.773663  0.579493    0.681854  1.256179  0.047084  0.250979   0.066408  318.001589  66.584801  0.015299
   20svo   40.633471   -0.96314 4136229   40.632663  -0.963639 J-asg-c-o-ztfg-ztfr      2D    F19            6  36.266599  0.079197  0.038747  0.038006  0.000007   40.633471   -0.96314  0.033512    0.628         0.175               0.627  0.941       1.146             0.942  59112.832529  0.363118    0.903498   1.03487  0.032508  0.014695   0.060948  179.192475  63.585412  0.166548
   20szr  347.387917  15.659269   70585  347.393554  15.654775     J-c-o-ztfg-ztfr     1D3    F19            6  35.294601  0.090508   0.02528  0.024057  0.000007  347.387917  15.659269  0.180591    0.172         0.011               0.171  1.136        1.36             1.136  59117.498809  0.352389    1.106338  1.024868  0.031579  0.177578   0.060702  114.530259   62.97249  0.209172
   20tap  341.055804 -18.178279  164224  341.054412 -18.177361 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.778278  0.086179  0.053751  0.052638  0.000117  341.055804 -18.178279  0.029982    0.999         0.998               0.999  0.532        0.54             0.532  59111.331149  0.374407    0.596916  0.743295  0.034673  0.044624   0.061489  226.806552  69.576387 -0.053211
   20tce   45.470542  16.992881 3650105    45.47217   16.99406           J-asg-c-o     1D3    F19            6  37.134415  0.219805  0.061368  0.060695  0.000004   45.470542  16.992881   0.15585    0.489         0.465               0.486  0.979       0.997             0.981  59115.907808  0.468466    0.963815  1.002448  0.053309 -0.123316   0.067763  267.228639  68.091429 -0.018275
   20tgi    34.38124  10.547321 9005054    34.38112   10.54734     J-c-o-ztfg-ztfr      2D    F19            6  37.898892  0.088198  0.084113  0.083255      <NA>    34.38124  10.547321  0.064491    0.999         0.999               0.999  0.522       0.526             0.522  59113.166732  0.422628    0.584149  0.883086  0.042442  0.010894   0.064886  379.995463  65.683241   0.02405
   20tjo  355.582327 -14.702923  921090   355.58343  -14.70401     J-c-o-ztfg-ztfr     1D3    F19            6  38.108908  0.093395  0.084741  0.083601  0.000001  355.582327 -14.702923  0.032671    0.946         0.942               0.945  0.693       0.698             0.694  59119.103969  0.448612    0.750704  1.040011  0.057836  0.003143   0.069722   418.58297  59.875939  0.223957
