# model=snpy_ebv_model2
# h=70.70068977377682
# N = 357
# RMS = 0.1648951123950165
# WRMS = 0.15175129721248223
# NMAD = 0.12568898587686875
# STD = 0.1648742524152819
# STD(logH0) = 0.032943281713634406
# rchisquare = 2.6649145015205455
# sigma_int = 0.12141
TNS_name          RA        Dec     PGC       galRA     galDec          bandpasses variant redlaw  calibration         DM      e_DM     z_hel     z_cmb       e_z          ra        dec     MWebv  fitprob  fitprob_data  fitprob_data_model  rchi2  rchi2_data  rchi2_data_model          Tmax    e_Tmax  rchisquare        st      e_st   EBVhost  e_EBVhost        dist         h0  resid_DM
   20tqn    47.24175  15.173261 9005056    47.24062   15.17296     J-c-o-ztfg-ztfr     1D3    F19            6  37.352612  0.091552  0.079093  0.078451      <NA>    47.24175  15.173261  0.254881    0.878         0.808               0.876  0.783       0.832             0.785  59122.212459  0.474269    0.752096  1.265889  0.043898  0.100762   0.066208  295.476165  79.596712  -0.38521
   20tuf   20.057188  -0.044616 9005057    20.05712   -0.04464     J-c-o-ztfg-ztfr      2D    F19            6   37.99365  0.083941  0.092247  0.091207      <NA>   20.057188  -0.044616  0.034682      1.0           1.0                 1.0    0.4       0.406               0.4  59122.709137  0.377627    0.365549  1.188959  0.035834  0.015663   0.062152  396.944676  68.884383 -0.092012
   20tug  359.866169  17.865214   73166  359.864138  17.864983 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.965581  0.082837  0.056733  0.055544  0.000006  359.866169  17.865214  0.029374    0.004           0.0               0.004  1.457       1.771             1.458  59126.885566  0.360188    1.370821  1.065396  0.034267   -0.0853   0.061418   247.23859  67.350207  0.012617
   20ucf   90.533875  46.508561 9005063    90.53082   46.51018     J-c-o-ztfg-ztfr     1D3    F19            6  37.013084   0.08231  0.056324  0.056402  0.000008   90.533875  46.508561   0.22183    0.999         0.999               0.999  0.513       0.522             0.513   59128.13765   0.35914    0.507164  0.988334  0.035452 -0.001575   0.061833  252.706773  66.911429  0.028048
   20uec  317.452208  15.148581 1476551   317.45308   15.14639 J-asg-c-o-ztfg-ztfr      2D    F19            6  35.439008  0.081045  0.027094  0.026032  0.000003  317.452208  15.148581  0.085787    0.025         0.001               0.025  1.318       1.519             1.319  59130.980929  0.356662    1.188642  1.058006  0.032515 -0.043271   0.060897  122.405699  63.757811  0.179386
   20uek   13.478805 -31.093555    3169    13.47529  -31.09553               J-c-o      2D    F19            6  35.596167  0.090802  0.031942   0.03107  0.000073   13.478805 -31.093555  0.018061    0.068           0.0               0.066  1.469       2.478             1.476   59124.99185  0.366838    1.255863  0.742234  0.038073  0.042499   0.065424  131.593207  70.783248 -0.055379
   20uvf   18.511355  14.381123 3338809   18.511108  14.378492 J-asg-c-o-ztfg-ztfr     1D3    F19            6  37.180378  0.084503  0.059511  0.058451  0.000013   18.511355  14.381123  0.065689    0.973          0.97               0.973  0.683       0.689             0.683  59135.956996   0.40616    0.719879  1.054778  0.040355  0.034081   0.062521  272.945308   64.19992  0.112283
   20uvg   16.595613 -20.613209  839274    16.59521  -20.61297 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.922507   0.08646   0.05476  0.053804  0.000006   16.595613 -20.613209  0.018312    0.239           0.2               0.239  1.109       1.132             1.109  59135.645633  0.404157    1.206901  0.979583   0.03745  0.012095   0.063278   242.38254  66.547692  0.041897
   20uwo  356.294167 -25.822369  774659   356.29329  -25.82356 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.786469  0.096713  0.053037  0.052007    0.0001  356.294167 -25.822369  0.022254    0.359          0.22               0.352  1.068       1.173             1.073   59133.37177  0.455752     1.19137  0.775782  0.051426  0.089745   0.067623  227.663706   68.48441 -0.017683
   20uwr  359.264639  17.904025 1544875   359.26492   17.90379     J-c-o-ztfg-ztfr     1D3    F19            6  37.826455   0.09253  0.079448  0.078256  0.000008  359.264639  17.904025  0.027452      1.0           1.0                 1.0  0.314       0.316             0.314  59134.992614  0.394027    0.309583   1.02727  0.038246  0.171011   0.061982  367.528431  63.833617  0.093218
   20uye    24.33045   4.801947 1273482    24.33088    4.80195     J-c-o-ztfg-ztfr      2D    F19            6  37.144936  0.102684  0.058424  0.057427  0.000003    24.33045   4.801947  0.026113     0.11         0.097               0.109  1.274       1.293             1.275  59132.537391  0.509676     1.23895  0.862736  0.047203  0.205578   0.065598  268.526485   64.11324  0.116974
   20uyg   93.829667 -29.319261  148564   93.830871 -29.314325               J-c-o     1D3    F19            6  36.795164  0.100598   0.04809  0.048458   0.00015   93.829667 -29.319261  0.035467    0.922         0.901               0.922  0.549       0.581             0.549  59133.964382  0.499184    0.511005  0.731936  0.062746  0.117362   0.067415  228.577125  63.554936  0.153093
   20var  331.028542 -19.685789   67964  331.028808 -19.685219 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.145035  0.100414  0.036537   0.03548  0.000101  331.028542 -19.685789  0.025127      0.0           0.0                 0.0  3.982       4.342             3.996  59139.870006  0.417877     3.90614  1.035274  0.046258  0.100567   0.065643  169.436538  62.776354  0.197769
   20vas  343.298538  11.113538 9005066   343.29737   11.11294     J-c-o-ztfg-ztfr     1D3    F19            6   37.59163  0.087762  0.071463  0.070233      <NA>  343.298538  11.113538  0.088168      1.0           1.0                 1.0   0.44       0.447             0.441  59139.384562  0.392563    0.464193  0.990958   0.03892  0.072856   0.062273  329.857182  63.831404  0.105809
   20vav  278.540468  25.785862 9005068   278.53991   25.78612 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.933371  0.094607  0.055546  0.055091  0.000004  278.540468  25.785862  0.121811    0.234         0.217               0.233  1.151       1.165             1.152  59139.711487  0.397236    1.064667  1.055133  0.044749 -0.039798   0.064575  243.598248  67.799148  0.000421
   20vax  109.491863  43.571735 9005069   109.49271   43.57181     J-c-o-ztfg-ztfr     1D3    F19            6  36.961466  0.093445  0.054863  0.055228      <NA>  109.491863  43.571735  0.076265    0.961         0.955               0.961  0.665       0.675             0.665  59138.529413  0.421042    0.638589  0.994144  0.038757   0.16249   0.062802  246.770509  67.094327  0.024582
   20vbv  344.184167    4.48365 1268893   344.18654    4.48719               J-c-o     1D3    F19            6  36.973237  0.103877  0.054496  0.053262  0.000009  344.184167    4.48365  0.061627    0.962         0.959               0.962  0.552       0.559             0.553  59139.254711  0.449332    0.673798  0.843271  0.051327  0.083775    0.06908  248.111804  64.356393  0.114895
   20vdz  129.316875  -5.923789  152945  129.317596  -5.921347 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.154037  0.083555  0.040855  0.041826  0.000143  129.316875  -5.923789  0.036248    0.778         0.706               0.778  0.869       0.903             0.869  59144.806402  0.364565    0.792465  1.084684  0.036513  0.066264    0.06135    170.1404  73.699077 -0.156559
   20ver  313.579416   9.158072 3932181   313.57996    9.15697     J-c-o-ztfg-ztfr     1D3    F19            6  37.951474  0.091984  0.090905  0.089879       0.0  313.579416   9.158072  0.092629      1.0           1.0                 1.0  0.292       0.293             0.292  59142.820048  0.413432    0.307232  1.059723  0.043555  0.101818   0.062184  389.309399  69.212264 -0.100236
   20vex    39.19074   20.55404    <NA>   39.188903  20.554587 J-asg-c-o-ztfg-ztfr     1D3    F19            6   37.34322  0.089978  0.067203  0.066432   0.00001    39.19074   20.55404  0.127154    0.199         0.106               0.198  1.169       1.264              1.17  59142.581851  0.426107    1.175912  1.057778  0.042785  0.028483   0.063261    294.2009  67.694503  -0.01486
   20vnq   26.946488  42.004506 2190703    26.94875  42.006111     J-c-o-ztfg-ztfr     1D3    F19            6   37.72433  0.082595  0.079436  0.078628  0.000006   26.946488  42.004506  0.053362      1.0           1.0                 1.0  0.421       0.431             0.422  59141.035992  0.387741     0.44594  1.048888  0.038924 -0.007565    0.06171  350.643625  67.225597 -0.019019
   20vwv  103.835583   -36.3797  637506   103.83506  -36.37941           J-asg-c-o      2D    F19            6  35.478165  0.087523   0.03186  0.032381      <NA>  103.835583   -36.3797  0.198808      0.0           0.0                 0.0  2.424       2.645             2.471  59147.013827  0.514003    2.040566  1.079543  0.050913  0.047203   0.067771   124.63299  77.890343 -0.262339
   20wap   13.465515 -18.310886 9005072    13.46554  -18.30984     J-c-o-ztfg-ztfr     1D3    F19            6  38.313858  0.100286  0.100241  0.099236  0.000003   13.465515 -18.310886  0.018208    0.993         0.993               0.993   0.55       0.552              0.55  59142.218876  0.469701     0.63451  1.045392  0.054223 -0.061133   0.068494  460.014521   64.67238  0.032648
   20wgr  125.915583  -0.168331   23543   125.91452  -0.170027 J-asg-c-o-ztfg-ztfr      2D    F19            6  36.068026  0.092378  0.034964  0.035879   0.00013  125.915583  -0.168331  0.046807      0.0           0.0                 0.0  2.246       2.375              2.25  59147.899124  0.389695    2.226273  1.016155  0.037947  0.140457    0.06356  163.532898   65.77362   0.09998
   20wie  105.155872  35.047269 9005073   105.15575   35.04886     J-c-o-ztfg-ztfr     1D3    F19            6  37.711399  0.091209  0.071884   0.07226  0.000035  105.155872  35.047269  0.064264    0.487         0.416                0.47  0.993        1.03             1.002  59143.763239  0.472015    1.147549  1.189082  0.067746  0.024156   0.065685  348.561884  62.149571  0.163854
   20wio   60.006137  -24.60023   92053   60.011271 -24.600892     J-c-o-ztfg-ztfr     1D3    F19            6  37.187753  0.088239  0.064097  0.063817  0.000131   60.006137  -24.60023  0.031777    0.995         0.995               0.995  0.577       0.582             0.577  59147.447277  0.388677    0.588434  0.925414   0.03671   0.08344    0.06336  273.873815  69.855938 -0.077975
   20wux   20.883354 -19.170995 9005076   20.883083 -19.171203               J-c-o      2D    F19            6  37.344947  0.096156  0.067357  0.066433      <NA>   20.883354 -19.170995  0.031486    0.994         0.993               0.994   0.44       0.449             0.442  59147.471952  0.618375    0.450063  1.106349  0.062633 -0.040945   0.070514  294.434924  67.642089 -0.013492
   20xps   44.391722  13.475427 9005077    44.39061   13.47548     J-c-o-ztfg-ztfr     1D3    F19            6  37.584999  0.084286  0.071121  0.070428  0.000005   44.391722  13.475427  0.146444      1.0           1.0                 1.0  0.365       0.371             0.365  59154.273574  0.385354    0.317031  1.100524  0.036982 -0.008324   0.062494  328.851521    64.2043  0.093942
   20xyh   22.701724   34.80203 9005080    22.70131   34.80168     J-c-o-ztfg-ztfr      2D    F19            6  38.128605  0.082958  0.101513    0.1006      <NA>   22.701724   34.80203  0.042547      1.0           1.0                 1.0  0.264       0.265             0.264  59151.727602  0.376279    0.298647  0.956333  0.036812  0.005825   0.063401  422.397247  71.400117 -0.184172
   20yav  111.996042  53.068439 3721275  111.994832  53.068671               J-c-o     1D3    F19            6  36.312781  0.088872  0.039466  0.039762      <NA>  111.996042  53.068439  0.067867    0.035         0.019               0.031   1.75        1.89             1.781  59157.701252  0.623445    0.923907  1.119259  0.055086 -0.004572   0.074701   183.04428  65.122816  0.114003
   20yjf  145.648417  -3.490181 1070612   145.64918   -3.48879 J-asg-c-o-ztfg-ztfr      2D    F19            6  36.087249  0.087332  0.038179  0.039323      <NA>  145.648417  -3.490181  0.042088      0.0           0.0                 0.0  1.784       1.943             1.804  59164.925828   0.37851    1.446683  1.088066  0.038982 -0.117034   0.062501   164.98704  71.452898 -0.084948
   20ymv   37.673499 -14.569128 9005082    37.67396  -14.56887 J-asg-c-o-ztfg-ztfr     1D3    F19            6  37.421206  0.088596  0.067757  0.067027      <NA>   37.673499 -14.569128  0.018273    0.891         0.881               0.891  0.795       0.803             0.795  59163.656804  0.415368    0.800707  1.093026  0.044358  -0.06719   0.063311  304.958757  65.891377  0.042908
   20ytj  346.018375   20.28475 3974382   346.01854   20.28517 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.949515  0.102255  0.063152  0.061949      <NA>  346.018375   20.28475  0.140119      0.0           0.0                 0.0  1.984       2.021             2.009  59166.821544  0.590604    1.734651  0.945554  0.049686  0.018242   0.075606  245.416103  75.674629 -0.250636
   20yvg  307.728926  19.337994 9005083      307.73   19.33972     J-c-o-ztfg-ztfr     1D3    F19            6  37.923687  0.092774   0.09015  0.089215  0.000007  307.728926  19.337994  0.079331      1.0           1.0                 1.0  0.335       0.337             0.335  59168.337711  0.424918    0.317075  1.054685  0.050975 -0.082361   0.064386  384.359358  69.585599 -0.110706
   20yvu  345.249458    40.9106 9005084   345.25279   40.90958 J-asg-c-o-ztfg-ztfr     1D3    F19            6  34.355028  0.077472   0.01686  0.015836  0.000002  345.249458    40.9106  0.111956    0.004           0.0               0.004  1.489       3.018              1.49   59173.57413   0.34895    1.228957   1.06938  0.031379 -0.028675    0.06046   74.302884  63.892586  0.191529
   20ywf  348.440437  14.918973 9005085   348.44022   14.91859     J-c-o-ztfg-ztfr     1D3    F19            6  37.770704  0.092451  0.081643  0.080417      <NA>  348.440437  14.918973  0.061685      1.0           1.0                 1.0  0.375       0.377             0.375  59167.446212  0.503694    0.456007  0.988398  0.050068  0.056499   0.067638  358.212594   67.30235 -0.025134
   20ywy   15.139382  -1.685001    3602    15.14211   -1.68466               J-c-o     1D3    F19            6  37.125246  0.117117   0.04276  0.041673  0.000077   15.139382  -1.685001  0.047205    0.926         0.917               0.925  0.529       0.545             0.531  59159.426371  0.566907     0.48561  0.648851  0.064963   0.12715   0.123109  266.102615  46.948916   0.81858
   20yxd   32.306981  33.043914 2021571     32.3092   33.04311 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.498775  0.088618  0.046022  0.045206  0.000004   32.306981  33.043914  0.092243    0.001           0.0                 0.0  1.772       1.824             1.775  59169.668711  0.453574    1.767515  0.879396  0.038226  0.038178   0.065346  199.413674  67.960848  0.010305
   20yxo   26.863005    0.96764 3519180   26.863093   0.967583     J-c-o-ztfg-ztfr      2D    F19            6  37.836345  0.115711  0.094329  0.093372  0.000017   26.863005    0.96764   0.02578    0.028         0.024               0.026  1.463       1.482              1.47  59162.928135  0.651455     1.65114  0.936065  0.064502  0.054582   0.074716  369.206208  75.817028 -0.303433
   20yzs   19.008845 -10.864457 3099605    19.00756  -10.85874     J-c-o-ztfg-ztfr     1D3    F19            6   37.36612  0.092221  0.067213  0.066209  0.000027   19.008845 -10.864457  0.028833    0.994         0.992               0.994  0.559        0.57              0.56  59166.940288      0.34    0.641871  0.840036  0.038286  0.066456    0.06409   297.31994  66.759242  0.015227
   20yzv   50.362039   3.606524 9005087    50.36084    3.60677          J-c-o-ztfg     1D3    F19            6  37.267192  0.095005  0.064126   0.06355      <NA>   50.362039   3.606524   0.14144    0.919         0.912               0.919  0.634       0.643             0.635  59167.761778   0.51336    0.635629     1.195  0.050878  0.143768   0.068625  284.078466  67.065736  0.010358
   20zem   20.217848   4.795576    4861    20.22279    4.80134           J-asg-c-o     1D3    F19            6  35.717911  0.088264  0.034017   0.03297  0.000031   20.217848   4.795576  0.028397    0.037         0.029               0.037  1.569       1.616             1.571  59175.500314    0.3893    1.482218  0.795401    0.0361  0.061049   0.065832  139.181721  71.017146 -0.065987
   20zfj   14.974202 -17.264066 9005089    14.97455  -17.26392     J-c-o-ztfg-ztfr     1D3    F19            6  37.929717   0.09101  0.092553  0.091553  0.000001   14.974202 -17.264066  0.017006      1.0           1.0                 1.0  0.419       0.421              0.42  59172.402792  0.436822    0.523264  0.983418   0.04451 -0.029344   0.064957  385.428151  71.211113 -0.164605
   20zfu   28.037948  42.869836 9005090    28.03904   42.86906     J-c-o-ztfg-ztfr     1D3    F19            6  37.414942  0.102926  0.072312  0.071523  0.000005   28.037948  42.869836  0.064354    0.992         0.985               0.992  0.579       0.612              0.58  59175.739142  0.438965    0.630564  1.027522   0.04662  0.183566   0.064634  304.080384  70.514253  -0.11154
   20zgh   18.972635   0.016002 4761672    18.97242    0.01581 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.222651  0.100045  0.047491  0.046439      <NA>   18.972635   0.016002  0.032222    0.113         0.088               0.111  1.247       1.279             1.249  59174.412003  0.402528     1.22673  0.965811  0.040024  0.192045   0.066289  175.602326  79.282181 -0.326746
   20zhd  106.338337    18.2255 9005091   106.33762   18.22537     J-c-o-ztfg-ztfr     1D3    F19            6  37.590802  0.122019  0.075412  0.075922      <NA>  106.338337    18.2255  0.055854    0.036          0.02               0.027  1.433       1.504             1.469  59166.957355  0.733662    1.559719  0.908713  0.073286  0.195865   0.070626  329.731401  69.028882   -0.0696
   20zhh   66.582678 -10.099128   15090   66.585625 -10.098444 J-asg-c-o-ztfg-ztfr      2D    F19            6  35.445065  0.081919  0.031269  0.031059  0.000019   66.582678 -10.099128  0.065905      0.0           0.0                 0.0  1.961       2.062             1.962  59177.576307  0.356422     1.73451  0.992159  0.032544  0.091648   0.061518   122.74762  75.856238 -0.204272
    20zj  240.334917  16.677719   56704   240.33842   16.67661     J-c-o-ztfg-ztfr     1D3    F19            6  35.835667  0.079474  0.031568  0.031879   0.00001  240.334917  16.677719  0.037103    0.998         0.996               0.998  0.445       0.474             0.445  58869.159243  0.362581    0.290561  0.868242  0.031155  -0.03974   0.060736  146.937753  65.041841  0.129489
   20zjn   77.036558  10.383789 9005092    77.03489   10.38409 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.088669  0.090398  0.038973  0.038929      <NA>   77.036558  10.383789  0.256799    0.068         0.027               0.064  1.238       1.317             1.243  59178.436107  0.374807    1.188917  1.142106  0.043653  -0.04354   0.062294   165.09495  70.690735  -0.06351
   20zpf  348.168683 -11.933902 9005093    348.1685  -11.93403     J-c-o-ztfg-ztfr      2D    F19            6   38.18804  0.109218   0.09751  0.096339      <NA>  348.168683 -11.933902  0.034162    0.929         0.927               0.928  0.669       0.672              0.67  59174.387235   0.49129    0.787714  0.904171  0.062251 -0.041879   0.080701  434.118221  66.529602 -0.024689
   20zpi   40.085208  -1.446861   10114   40.085592  -1.445061 J-asg-c-o-ztfg-ztfr     1D3    F19            6  35.992915  0.102404  0.037057  0.036309  0.000107   40.085208  -1.446861  0.033291    0.003         0.001               0.003   1.56       1.621             1.561  59181.873979   0.38758    1.411363  1.002843  0.036647  0.243831   0.062805  157.973069  68.904443 -0.005178
   20zwe  352.568819 -12.667955  949474  352.571667 -12.663889     J-c-o-ztfg-ztfr     1D3    F19            6  37.815314  0.098086  0.080992   0.07983      <NA>  352.568819 -12.667955   0.02786      1.0           1.0                 1.0  0.348        0.35             0.349  59172.864442  0.340001    0.442853   0.77385  0.042895 -0.020721   0.067696  365.647704  65.451923  0.036451
  21aabw   82.409375  -23.99265 3080953   82.408123   -23.9941      J-asg-c-o-ztfr     1D3    F19            6  35.781469  0.113925  0.032337  0.032487  0.000131   82.409375  -23.99265   0.04234      0.0           0.0                 0.0  3.183       3.285             3.188  59498.530163  0.436463    3.428138  0.791779  0.044889  0.239888   0.075159  143.315717   67.95663  0.032967
  21aadr  159.810901  20.298383   31674    159.8094  20.292477     J-c-o-ztfg-ztfr     1D3    F19            6  35.991218  0.096767   0.04233   0.04342  0.001228  159.810901  20.298383  0.022352    0.999         0.998               0.999  0.387       0.404             0.387  59497.461575  0.369142    0.451478  0.832494  0.034486  0.213644   0.069733  157.849652   82.46362 -0.402881
  21aaqc  297.809573  -7.096439 9005095  297.807508   -7.09852     J-c-o-ztfg-ztfr      2D    F19            6  37.222692  0.091074   0.06284  0.062075  0.000009  297.809573  -7.096439  0.257771      1.0         0.999                 1.0  0.404       0.406             0.404  59500.622881  0.491341    0.385958  1.173913  0.050135 -0.039562   0.066829  278.316182   66.86526  0.018808
  21aaqf  328.683875   -13.0855  943163  328.684099 -13.085336 J-asg-c-o-ztfg-ztfr      2D    F19            6  36.057873  0.086476  0.040936  0.039839  0.000004  328.683875   -13.0855    0.0404      0.0           0.0                 0.0  2.209       2.319              2.21  59506.659252  0.408767    1.928836  1.043591  0.037733  0.092091   0.062964  162.770118  73.376043 -0.148134
  21abht  115.752875  31.386389 1944677  115.753426  31.386438           J-asg-c-o     1D3    F19            6   36.19253  0.086285  0.035128  0.035695  0.000013  115.752875  31.386389  0.046485    0.306          0.27               0.303  1.109       1.137             1.111  59507.284373  0.437471    1.100623  1.116957  0.045488  0.046734   0.066088  173.183269  61.790196   0.23521
  21abmp   11.176542 -38.183911  199944   11.174625 -38.182917           J-asg-c-o      2D    F19            6  34.953604  0.080193  0.023254  0.022459  0.000092   11.176542 -38.183911  0.013107      0.0           0.0                 0.0  3.552       4.401             3.568  59515.174672  0.428405    3.258671  1.063773  0.037426  0.021638   0.062164   97.886051  68.783455  0.021019
  21abpg  274.174042   15.29745 1480781  274.173694  15.298393 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.322448  0.098654   0.04564  0.045267  0.000003  274.174042   15.29745  0.199751     0.05         0.042                0.05  1.466       1.496             1.468  59514.760439  0.449347    1.328762  0.840977  0.052315  0.088065   0.067988  183.860981  73.809982 -0.168155
  21absz  280.732852  25.269272 1730831  280.732449  25.269655     J-c-o-ztfg-ztfr     1D3    F19            6   36.85479  0.114668   0.05274  0.052245  0.000016  280.732852  25.269272  0.155775    0.703         0.692               0.701  0.833        0.84             0.834  59512.351181  0.482475    0.922692  0.772283  0.054084  0.250075   0.072436  234.940563  66.665941  0.041478
  21abzi  127.215636  12.538382 1411339  127.215501  12.537955     J-c-o-ztfg-ztfr     1D3    F19            6  37.657508  0.102124  0.067153  0.068031   0.00002  127.215636  12.538382  0.032502    0.105         0.059               0.082  1.332       1.433             1.377    59517.3362  0.587323    1.228403  1.188197   0.07062  0.028347   0.066254   340.01768  59.982812  0.248601
  21acaz  268.185281  56.933002 2552242  268.183445  56.931903           J-asg-c-o      2D    F19            6  36.920374  0.157667  0.058016  0.057771  0.000004  268.185281  56.933002  0.049211    0.358          0.35               0.353  1.094       1.103               1.1  59518.012382  0.614306    0.959722  0.907287  0.139674 -0.124932   0.073911  242.144621  71.525093 -0.119584
  21accx    355.0065  27.277081 9005097   355.00625  27.274322 J-asg-c-o-ztfg-ztfr     1D3    F19            6   35.57995  0.080639   0.03037  0.029219      <NA>    355.0065  27.277081  0.095453    0.001           0.0               0.001  1.681       1.775             1.683  59523.431278  0.367956     1.65277  1.059027   0.03628 -0.023853   0.061705   130.61407  67.063915  0.064243
   21aip   159.34191  -7.366799 1020205   159.34333   -7.36639 J-asg-c-o-ztfg-ztfr     1D3    F19            6  35.519029  0.080041  0.029708  0.030932  0.000004   159.34191  -7.366799  0.066969     0.02          0.01                0.02  1.413       1.478             1.413  59243.010962  0.373587    1.131138  0.852422  0.033015  0.045877   0.062159  127.000624  73.017341 -0.118217
   21akx  208.228023 -28.567757 3082371   208.23138  -28.56675               J-c-o     1D3    F19            6  36.689405  0.091987  0.049464  0.050357  0.000142  208.228023 -28.567757   0.06426    0.821         0.806               0.821  0.593        0.61             0.593  59242.748133  0.723224    0.462652  1.099948  0.054456  0.130199   0.077159  217.711319  69.342141 -0.038102
   21ash  199.928197   -4.52919 3274255   199.93042   -4.52811           J-asg-c-o      2D    F19            6  35.974061  0.086611  0.036002  0.037051  0.000213  199.928197   -4.52919  0.039627    0.016          0.01               0.016  1.698       1.769             1.702  59244.893723   0.45486    1.537918  1.028575   0.04464 -0.063152   0.064563  156.607348  70.926511 -0.065418
   21aut  201.814171 -26.776112  764003  201.815833 -26.776389 J-asg-c-o-ztfg-ztfr      2D    F19            6  36.419298  0.084736  0.044155  0.045131  0.000005  201.814171 -26.776112   0.05575    0.851         0.769                0.85  0.781       0.837             0.782  59245.098717  0.536278    0.825445  1.066163  0.042288 -0.002618   0.063115  192.247037  70.378195 -0.061748
   21bbz  176.348333  20.324461   36639   176.34938   20.32543 J-asg-c-o-ztfg-ztfr     1D3    F19            6  34.756309  0.079138  0.023312    0.0244  0.000009  176.348333  20.324461  0.023427      0.0           0.0                 0.0  2.439       5.596             2.452  59250.312657  0.413968     1.94283  1.008918   0.03322  0.054745   0.061179   89.384397  81.835944 -0.355453
   21biz  184.144811  33.526531   39329    184.1404   33.52207 J-asg-c-o-ztfg-ztfr     1D3    F19            6  34.832658  0.077129  0.021815  0.022716  0.000143  184.144811  33.526531  0.012119      0.0           0.0                 0.0  3.145       4.802             3.155  59257.568179   0.34903    2.104108  0.973508  0.031483  0.050105    0.06075   92.583055   73.55722 -0.121506
   21bjz   80.560875 -13.562661  147364   80.564612 -13.561631     J-c-o-ztfg-ztfr     1D3    F19            6   36.98622  0.092747  0.055415  0.055506  0.000464   80.560875 -13.562661  0.123057    0.883         0.876               0.883  0.764        0.77             0.764  59248.179005  0.542955     0.77203  0.903599  0.042563 -0.048293   0.064542   249.59966  66.668314  0.037407
   21ble  174.764958  -9.410319 3098267  174.765417  -9.408333 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.604111  0.092928  0.049857  0.051084  0.000007  174.764958  -9.410319  0.031907      0.0           0.0                 0.0  1.779       1.904             1.783  59257.562646  0.413928    1.890735  1.103632  0.047604 -0.022388   0.063364  209.325507  73.161689 -0.155006
   21blp  142.973666  35.551748   27065   142.97956   35.55433 J-asg-c-o-ztfg-ztfr     1D3    F19            6  35.524329  0.088262  0.026891  0.027712  0.000011  142.973666  35.551748  0.017319    0.265         0.054               0.264  1.107        1.31             1.108  59255.413101  0.349566    0.846362  0.718092  0.031886  0.150898   0.061127  127.310957  65.255369  0.130219
   21bmi  184.172583  41.078363 9005098  184.171606  41.077867     J-c-o-ztfg-ztfr     1D3    F19            6  38.073982  0.095855  0.085044  0.085835      <NA>  184.172583  41.078363  0.018302    0.999         0.999               0.999  0.437       0.442             0.438  59251.477373  0.731912    0.514937  1.273112  0.047589  0.083743   0.065005  411.904321  62.472442  0.132158
   21bms   42.379875  40.551069   10703   42.386327  40.550928           J-asg-c-o     1D3    F19            6  35.454689  0.105491  0.030082  0.029444  0.000116   42.379875  40.551069  0.103347    0.236         0.219               0.235   1.25       1.275             1.251  59255.938981  0.476978    0.927194  0.674516  0.076793  0.071198   0.063421  123.292827  71.593907 -0.076976
   21bpn  134.873254  -2.927101 9005100   134.87319   -2.92685 J-asg-c-o-ztfg-ztfr     1D3    F19            6  37.020581   0.10757  0.059856  0.060893      <NA>  134.873254  -2.927101  0.013779      0.0           0.0                 0.0   2.18       2.199             2.182  59261.028125  0.425933    2.173026  1.103621  0.061433  0.075701   0.066651  253.580687  71.989892 -0.135984
   21bsf  181.516834  20.537032 5075507  181.516667  20.536667 J-asg-c-o-ztfg-ztfr     1D3    F19            6  35.286532  0.079289  0.023723  0.024789  0.000027  181.516834  20.537032  0.031398    0.967         0.828               0.966    0.7       0.832             0.702  59257.405617  0.343464    0.487039  0.777487  0.030954  0.009474   0.060651  114.105468  65.128771   0.13972
   21bsr  135.088614  23.145502 1682266  135.088558  23.146033     J-c-o-ztfg-ztfr     1D3    F19            6  37.534225  0.122737    0.0872  0.088092  0.000007  135.088614  23.145502  0.032468    0.805         0.787                 0.8  0.797        0.81             0.801  59256.806159  0.547659    1.121624  1.123588  0.060546  0.284994   0.070174  321.251443  82.207711 -0.467281
   21bta  210.684894   25.55755 1740950   210.68525   25.55843     J-c-o-ztfg-ztfr      2D    F19            6  37.103936   0.09456  0.061076  0.061824  0.000013  210.684894   25.55755   0.01484    0.348         0.268               0.342  1.066       1.115              1.07  59261.277485  0.404614    1.030255  1.190437  0.036853  0.144239   0.063675  263.504027  70.338482 -0.087661
   21btm   236.63325  22.537439 9005101  236.634163  22.537326     J-c-o-ztfg-ztfr     1D3    F19            6  36.375778  0.079549  0.041712  0.042066      <NA>   236.63325  22.537439  0.056152      1.0           1.0                 1.0  0.345       0.359             0.345  59263.045795   0.34813    0.317523  0.990291  0.031113 -0.016191   0.060718  188.432391  66.926406   0.05109
   21bzw   163.66134 -14.595084 3762621  163.663027 -14.594757     J-c-o-ztfg-ztfr     1D3    F19            6    36.9583  0.114021  0.069732  0.070956  0.000004   163.66134 -14.595084  0.054647      0.0           0.0                 0.0   2.14       2.371             2.172  59259.027031  0.519996    2.505197  0.936425  0.052446  0.233361   0.067926  246.410999  86.327022 -0.545916
