bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 0 59479.99874065192 0.41504211100145894 34.57942465899633 0.12028000123872538 0.8921468044405024 0.032999163872388756 0.0023154976925666647 0.09649995740581797 0.888 0.814 0.617 0.717
c-o  True F19 6 59480.007949137056 0.41465053287363457 34.58538544275035 0.11060221727051328 0.8912047282823975 0.03299010267628616 -0.051150388176882396 0.09649489359301208 0.886 0.813 0.619 0.719
c-o-ztfg  True F19 6 59479.830274498134 0.36398362542495893 34.391770323565886 0.08658132657020556 0.8803116485738235 0.032382913695498505 0.09067215566311182 0.06435187551508194 1.092 0.994 0.329 0.476
c-o-ztfg-ztfr  True O94 0 59479.839383191495 0.3641661154894029 34.34379998784071 0.09261727033968939 0.8890648935938078 0.031625569177132065 0.156649553333319 0.06424293259409361 0.952 0.852 0.565 0.751
c-o-ztfg-ztfr  True F19 6 59479.842710207035 0.35988729216659787 34.376704818759364 0.08732027445708011 0.8883918545909708 0.03134324782353622 0.10761002478014038 0.063387043958381 0.941 0.842 0.587 0.768
c-o-ztfr  True F19 6 59480.13383996452 0.3863300824250981 34.60695943515524 0.10452398446525263 0.8947554289128588 0.031400051418288936 -0.080711343274942 0.08581438878965773 0.902 0.794 0.64 0.809
c-ztfg-ztfr  True F19 6 59479.887566672005 0.34837216200099347 34.30966514833191 0.09000829976962901 0.8865446639770943 0.030927448884608803 0.15163377007376294 0.06166350744556527 0.293 0.245 0.999 1.0
J-c-o 1D3 True F19 6 59480.0602575791 0.3562058840022059 34.440269959483764 0.08696356305269216 0.8707918392623069 0.03262364475114661 0.0328901422662002 0.06321314977191145 5.865 1.404 0.0 0.079
J-c-o 2D True F19 6 59479.83858154894 0.35799525192643844 34.38299047137081 0.08963872876646484 0.8757527640324475 0.03267901856088097 0.101634634541944 0.06334172734794698 2.199 1.377 0.0 0.092
J-c-o-ztfg 1D3 True F19 6 59480.17239065881 0.35470689352838763 34.39589559873609 0.085585249863446 0.8583086012527855 0.03214387913913494 0.06094740395041636 0.062186035289418524 4.306 1.293 0.0 0.112
J-c-o-ztfg 2D True F19 6 59480.000205547156 0.35310910015915997 34.360188053908445 0.0874185962947354 0.8682461160830831 0.03180414583904263 0.09986531573052096 0.061843369279190735 1.428 1.022 0.046 0.432
J-c-o-ztfg-ztfr 1D3 True F19 6 59480.19742540151 0.3529626169523235 34.400476141511895 0.08551254807828633 0.8700011746584684 0.03135211406686554 0.06896683365481301 0.06182866633368575 3.83 1.108 0.0 0.278
J-c-o-ztfg-ztfr 2D True F19 6 59480.04122158665 0.3513993565572505 34.36734686500029 0.08761646911400836 0.8794235915649504 0.03111925193879187 0.10944128031157833 0.06152036049433586 1.215 0.867 0.141 0.736
J-c-o-ztfr 1D3 True F19 6 59480.091372920964 0.35327928925762103 34.45018889750608 0.08584889995269536 0.8810700011588569 0.03145042135681448 0.03122442246259292 0.06264523349369953 4.266 1.117 0.0 0.28
J-c-o-ztfr 2D True F19 6 59479.8773320724 0.3555602544841395 34.393429720678874 0.08857621932659797 0.8866392131880717 0.03155680795663535 0.09844600458184269 0.06288228999701577 1.755 1.148 0.002 0.238
J-c-ztfg-ztfr 1D3 True F19 6 59480.17346093895 0.35635295500552555 34.386308961290524 0.08686475063757576 0.8549400878843386 0.032506832350382056 0.0617699049214731 0.062181145116816154 5.956 1.123 0.0 0.307
J-c-ztfg-ztfr 2D True F19 6 59480.088015363806 0.3491493442268635 34.3421722249529 0.08931562036122835 0.8681081451008268 0.0313856005165921 0.10847478966529484 0.06117333386015367 1.06 0.532 0.381 0.973
J-o-ztfg-ztfr 1D3 True F19 6 59480.33175751768 0.3620841626699587 34.42055300616821 0.08697351261131188 0.8800418866427859 0.031208216513866075 0.09752284381292078 0.06223367208963873 2.661 0.93 0.0 0.612
J-o-ztfg-ztfr 2D True F19 6 59480.15227810421 0.36410779380280306 34.38358553616961 0.08958576099837003 0.8867342945213228 0.031190138689808414 0.13488142609824846 0.06222253117687814 1.159 0.88 0.21 0.706
J-ztfg-ztfr 1D3 True F19 6 59480.420661521595 0.3811627950278627 34.39834164645514 0.08917015261261793 0.8721291511546145 0.03296643903411115 0.09382150884045454 0.06389605458999487 3.823 0.972 0.0 0.499
J-ztfg-ztfr 2D True F19 6 59480.272173948186 0.3661290278011096 34.35081289077928 0.09175709252380922 0.8800143475427658 0.03170025576973247 0.13215005824845583 0.0622364580454116 0.941 0.53 0.542 0.967
o-ztfg-ztfr  True F19 6 59479.921200902 0.39786356700845693 34.431806500983775 0.08683159970081612 0.898970357164194 0.03133834049745707 0.10245858852956825 0.06363921349829586 0.861 0.757 0.729 0.88
ztfg-ztfr  True O94 0 59479.874492547366 0.4701806472308655 34.28248305426684 0.09724467685061487 0.8947177995290196 0.03148698023505287 0.19920606112029704 0.06305056822326657 0.399 0.33 0.99 0.997
ztfg-ztfr  True F19 6 59479.87585308713 0.4695008949963032 34.32697848244012 0.09064986669968797 0.8946175870093139 0.031477087732754476 0.14939942926074196 0.06306190650676137 0.397 0.328 0.991 0.997
