bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 0 59334.35856107172 7.648738266596008 36.34801446069675 0.2264030632178298 1.2404147558532304 0.5302922472728108 0.41324274466145894 0.21044177720339693 1.489 1.475 0.155 0.16
J-c-o 1D3 True O94 0 59334.65761541393 0.8645750209924278 35.767107191075766 0.14084034421974967 0.6872422016371389 0.09256901157921817 0.435747540620428 0.15316649463233917 2.201 2.116 0.012 0.016
