bps_used variant success reddening_law Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True F19 None None 1.0136949003257814 0.04377451655156361 18.200894792042625 0.03470131587778175 18.270639964672366 0.04451730445180798 59035.06591593452 0.41298879765693797 0.442 0.438 0.995 0.995
c-o  True O94 None None 1.0137238156460204 0.04546787996609461 18.201161786321425 0.03620861133848582 18.27154596959755 0.047142447248680615 59035.0649089297 0.4227653581966639 0.442 0.438 0.995 0.995
J-c-o 1D3 True F19 18.468942219089563 0.05073842872627813 1.0113657626543968 0.04218002930137723 18.192303840035656 0.034925207839106825 18.248841368814613 0.04562534306350895 59034.859238556164 0.412249811727881 0.538 0.517 0.985 0.989
J-c-o 1D3 True O94 18.469464854037092 0.05151856073358604 1.0113945546088854 0.04346448647989268 18.19259334259643 0.03621722605692658 18.24976849412265 0.04792366254046968 59034.8584637081 0.42041901346621463 0.538 0.517 0.985 0.989
J-c-o dehvils True F19 18.47280863045003 0.05353869346903766 1.075468564984814 0.044543260635372194 18.228634155705375 0.035021258264918774 18.30819378707676 0.04549396818765669 59034.97096604798 0.428629314822984 0.616 0.589 0.956 0.969
J-c-o dehvils True O94 18.473338982720993 0.05461056023683969 1.0753989573250113 0.046037832252311006 18.22886303234786 0.03632313472727371 18.309032736887684 0.04778461345926837 59034.97002150799 0.4384452919166908 0.616 0.588 0.956 0.969
