bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  False O94 0 59440.92156552537 1.257689400743389 38.97483744169906 0.29536900455856857 0.926487977251685 0.127091509235239 -0.06590207031310837 0.1980605305009752 None None None None
c-o-ztfg-ztfr  True O94 0 59441.54321009448 1.3269745841434768 38.685387142511225 0.35416268406608215 0.6886098885506092 0.16138742380150728 -0.19076117549683091 0.1409551893198012 0.347 0.346 0.99 0.99
J-c-o 1D3 True O94 0 59440.78055549748 1.508413312973441 38.78439957994739 0.283631223134335 0.926167826657115 0.15809044847301518 0.029777237064100355 0.1884039151781167 0.262 0.262 0.996 0.996
J-c-o-ztfg-ztfr 1D3 True O94 0 59440.899804071116 1.2262853854906959 38.60836478138568 0.22175783432311022 0.6138830639291848 0.11035269384421297 -0.22643515196054143 0.14952314083939322 0.408 0.407 0.981 0.981
