bps_used variant success reddening_law gmax e_gmax st e_st rmax e_rmax Ymax e_Ymax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 18.304261325827053 0.25792373184710576 0.9963559190565102 0.1484270723478177 19.292100123090982 0.07926625354749574 None None 59499.21160568106 1.268898853258566 0.46 0.459 0.983 0.983
J-c-o 1D3 True O94 18.303871061394123 0.24587253677361476 0.9931110232454538 0.12673862973609185 19.265549307194615 0.0748597544853946 20.621983107137442 0.18295231790180355 59499.225131745836 1.1909304702544887 0.436 0.436 0.991 0.991
