bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 0 59446.69892779467 1.1041624163120725 35.81797728418336 0.26064530387489 0.9812330804225708 0.10749848694128174 0.8646796451378598 0.21087187215925318 1.49 1.477 0.099 0.104
J-c-o 1D3 True O94 0 59448.8200644876 0.742717025087371 35.010616778229966 0.30966324584473953 0.94080358194145 0.14872089950361608 1.5423372983320927 0.12326271658877487 17.995 9.295 0.0 0.0
