bps_used variant success reddening_law Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True F19 None None 1.1890730417033213 0.05612914788869835 16.164947066588557 0.025719574327926785 16.135085837853968 0.02679461246586139 58900.67814629948 0.6089510672805658 2.247 1.314 0.028 0.239
c-o  True O94 None None 1.1890716825823668 0.05608041699616249 16.165209272386463 0.025712157603970665 16.135498099599218 0.02678053553769808 58900.677980319124 0.6084681454650871 2.241 1.311 0.028 0.24
J-c-o 1D3 True F19 16.587118601956952 0.04735857776704997 1.0628200684054054 0.03597825288803219 16.14980684117248 0.024054893233709997 16.134031217361816 0.022711264819712737 58901.91162929968 0.42310762591772605 7.592 1.249 0.0 0.26
J-c-o 1D3 True F99 16.59084348124917 0.0498168698403013 1.062552912130608 0.04003770651178505 16.15613893605994 0.02554642879707059 16.137263389981523 0.025237563205693526 58901.91276008809 0.47825258377491964 1.757 1.336 0.071 0.212
J-c-o 1D3 True O94 16.587417774904313 0.04981268312159538 1.0628529922348249 0.040008241520206364 16.150081252179593 0.025536669947963702 16.134453146362418 0.025218793870822348 58901.91115521902 0.4777619983594812 1.75 1.331 0.072 0.214
