bps_used variant success reddening_law Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 None None 0.2894566548105435 0.09632945626842183 17.758131113366037 0.09470668869077141 18.494916406837003 0.2312792140548042 58873.93810974796 1.6782390638303903 1.05 1.027 0.379 0.392
J-c-o 1D3 True O94 14.914965897255959 0.32344373466257437 0.39721615138134403 0.10553816177431727 18.643724648605584 0.25739386399493447 18.789486142525945 0.7996070939134219 58873.19961056986 2.631349575597998 214.085 20.505 0.0 0.0
