bps_used variant success reddening_law gmax e_gmax st e_st rmax e_rmax Ymax e_Ymax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 19.142395298935096 0.03981992667070743 1.0932696062031702 0.10802816582670707 19.233505034108628 0.06932003000119663 None None 59439.53141443449 0.6718312156791172 0.264 0.263 0.999 0.999
J-c-o 1D3 True O94 19.140875924483872 0.03966907080275812 1.1022703566972636 0.11119740349760805 19.238534582516692 0.06934426251778439 20.35725664135833 0.2497172033629739 59439.54662631275 1.099840956211736 0.265 0.264 0.999 0.999
