bps_used variant success reddening_law gmax e_gmax Jmax e_Jmax st e_st rmax e_rmax Tmax e_Tmax Bmax e_Bmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True F19 17.73531570019304 0.062382920476945755 None None 0.9980673910529613 0.05070958805005166 17.93470408174651 0.04072893436354071 59834.57064640091 0.8570400315367297 None None 0.227 0.226 1.0 1.0
c-o  True O94 17.737116191391483 0.062368019956573345 None None 0.9982401196847045 0.05072662309884244 17.93536276283776 0.04073218375758566 59834.56793485631 0.8571582760896863 None None 0.227 0.225 1.0 1.0
c-o-ztfg  True F19 17.74252413798713 0.05393737103713814 None None 0.9531770745627729 0.04087280956191201 17.922638473193896 0.035219610165420835 59835.19830314262 0.7245635548984435 17.85248282554039 0.05542723464076927 0.239 0.236 1.0 1.0
c-o-ztfg-ztfr  True F19 17.7954684789835 0.05129685792532992 None None 0.9917234471588005 0.039240113878696734 17.933112894593663 0.030775726679833658 59835.277172864066 0.4959367132216523 17.90725877300522 0.04640411295078106 0.45 0.442 0.999 0.999
c-o-ztfg-ztfr  True O94 17.797452965607356 0.052557503432893005 None None 0.9920095817475754 0.039711354491423094 17.93476851132116 0.031196082532222703 59835.27331469885 0.5032123452356081 17.907585238194947 0.04755996617115413 0.451 0.443 0.999 0.999
c-o-ztfr  True F19 17.790643264532314 0.051077919665116635 None None 0.9931440075472788 0.03970580032438725 17.907648270862406 0.031158962858896043 59835.295516921644 0.49584015754259275 None None 0.423 0.416 0.999 0.999
c-ztfg-ztfr  True F19 17.78696662817221 0.06639323319757916 None None 1.0011635409931625 0.049983036253187924 17.952464706184813 0.040445686964081844 59835.25445253046 0.6118065151268246 17.924546501553817 0.06192371155298663 0.794 0.777 0.731 0.752
J-c-o-ztfg-ztfr 1D3 True F19 17.78961675451189 0.052673228777911175 18.34760502242354 0.11819979796570113 0.9948378255066839 0.04008824665805562 17.936154701815152 0.03139938406994239 59835.233563752314 0.5059829316495116 17.910313473865266 0.04769738140911222 0.453 0.446 0.999 0.999
o-ztfg-ztfr  True F19 None None None None 0.9747078761161332 0.03696273651919558 17.88930044165127 0.029189930782433184 59835.39851039734 0.47279056088889576 17.87308150878033 0.04394728080522128 0.39 0.384 1.0 1.0
ztfg-ztfr  True F19 None None None None 0.9693406553000791 0.039440889098260136 17.883062306984172 0.03224520766431763 59835.46436356118 0.5028383340757852 17.873757195535923 0.04944716113576694 0.493 0.48 0.958 0.963
ztfg-ztfr  True O94 None None None None 0.9695454894228046 0.0399643545271525 17.884453465860688 0.032776876377944665 59835.461623168674 0.51122017499082 17.873944341909763 0.050842801267540386 0.493 0.481 0.958 0.963
