bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  False O94 0 59313.13727272273 0.34 37.519555967312066 0.0954192443557892 1.6647729416812957 0.03 0 0.06 None None None None
J-c-o 1D3 False O94 0 None None None None None None None None None None None None
