bps_used variant success reddening_law gmax e_gmax Jmax e_Jmax st e_st rmax e_rmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  False O94 21.48237388821532 0.0945584641951025 None None 1.1494818152982578 0.07518242077442358 21.183667394322317 0.02501206232887183 59533.04419217945 0.5194496596046769 None None None None
J-c-o 1D3 True O94 19.895659331099836 0.6057541947586693 19.271796932225215 0.6218787212270847 1.4681314597253006 0.2608871579662624 20.11485110981515 0.26539470201688486 59475.282692202185 8.101419750723428 0.134 0.132 0.992 0.992
