bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 0 59300.81064706487 0.7071918544133546 37.91023681135402 0.14885219794501875 1.1562015876996226 0.13878549276335383 -0.012648882379061673 0.08969575242821524 0.278 0.277 0.998 0.998
J-c-o 1D3 True O94 0 59301.162967766104 0.5491752066665904 38.05917821538258 0.1291008997327439 1.0868936938719858 0.05983484015752467 -0.10081168152269548 0.07450866495922073 0.394 0.389 0.993 0.993
