bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
J-c-ztfg-ztfr 1D3 True F19 6 59353.405877278274 0.3944807913341027 36.2014833603303 0.09901353286403476 1.0791033506930143 0.04545024234781288 -0.08827416552721115 0.06382630454805716 1.634 1.499 0.001 0.004
J-c-ztfg-ztfr 2D True F19 6 59353.3856131298 0.3949587503741197 36.20441369081702 0.10017038314038076 1.0828489409552724 0.04646952902521817 -0.08661387169180984 0.06399807281416797 1.542 1.468 0.002 0.007
J-o-ztfg-ztfr 1D3 True F19 6 59352.882025005405 0.3710459988622031 36.248570395751855 0.10243579293986962 1.0648714157156909 0.037043088212067886 -0.1346303890995329 0.061732431231366264 0.741 0.674 0.96 0.989
J-o-ztfg-ztfr 2D True F19 6 59352.85116249202 0.3703850488779784 36.25969857539953 0.10378937560864952 1.0697503158929467 0.037247950157906176 -0.13791379220390607 0.061729308175696995 0.668 0.636 0.99 0.995
J-ztfg-ztfr 1D3 True O94 0 59352.87202108331 0.37555906639864867 36.25335248297844 0.09558466906206302 1.0782266423403088 0.04043085833906773 -0.08038736772633058 0.06242809113338766 0.73 0.607 0.947 0.994
J-ztfg-ztfr 1D3 True F19 6 59352.89343540661 0.37288185641397087 36.225490478055065 0.09956622884568794 1.069574450763724 0.0379578428794878 -0.12012348910055934 0.06180371891555961 0.717 0.625 0.956 0.991
J-ztfg-ztfr 2D True F19 6 59352.870333441184 0.3718172722607058 36.23764654064109 0.10099334488963135 1.0752053107745447 0.03830745557208458 -0.12345550428426975 0.06182497680329206 0.625 0.586 0.991 0.996
o-ztfg-ztfr  True F19 6 59352.7238912585 0.36903196579550385 36.319351963475256 0.11445166166811035 1.095698769267361 0.039827355965122484 -0.15930312350072165 0.06175962639506495 0.565 0.548 0.999 0.999
ztfg-ztfr  True O94 0 59352.73913250426 0.3696069968139968 36.30038865479612 0.10281247921609567 1.1081395841058965 0.043991682745000496 -0.0980907172659093 0.06426760903517657 0.496 0.48 1.0 1.0
ztfg-ztfr  True F19 6 59352.74260390751 0.3669919098963421 36.310301970248624 0.11279710044771209 1.108074157213599 0.042909153908296714 -0.14493961411297993 0.06200639007996203 0.497 0.481 1.0 1.0
