bps_used variant success reddening_law Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax Bmax e_Bmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
J-c-o 1D3 True O94 16.7230280965393 0.4093211835749493 0.919187502715647 0.07254838081003513 18.358137954751836 0.05407940901468635 18.22896506028338 0.07435688382104509 59879.998808444565 0.6164371714535939 None None 2.373 2.355 0.0 0.0
J-c-o-ztfg-ztfr 1D3 True O94 16.711500573266218 0.37443937204647953 0.7874369999358076 0.045754005263142994 18.226355329085813 0.03833490346367971 17.93365423429961 0.05725776011090097 59880.16005403235 0.42450135498776553 18.277469832348643 0.04219060381569642 2.002 1.978 0.0 0.0
J-ztfg-ztfr 1D3 True O94 16.728105968932997 0.28393679952556317 0.7543815016337252 0.0474437601507524 18.067256789306295 0.041569058504394865 None None 59880.43969157338 0.41703773684567047 18.142776181529875 0.03429655007713105 1.208 1.146 0.252 0.305
