bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 0 59441.55877079857 0.9798035745179204 37.67835093557448 0.27144700459407145 1.052894990434977 0.125096596968697 0.3839131657799473 0.13429898258451575 0.602 0.6 0.894 0.895
c-o  True F19 6 59441.55962500389 0.9798607900695213 37.80132532475314 0.250048442730932 1.0530895310262156 0.12515775461671982 0.31296408806172227 0.13109708318670593 0.601 0.6 0.894 0.895
c-o-ztfg-ztfr  True O94 0 59442.25707875906 0.583544231594455 37.82847017133621 0.16244237083638707 1.1466256899720009 0.08481746091811644 0.2874381135022316 0.08715095259648258 0.589 0.585 0.964 0.965
J-c-o 1D3 True O94 0 59423.458879066784 3.070045839828441 38.07185436692861 0.36486131875885536 2.0143536134481628 0.11120787531690675 -0.834242334505481 0.42244627062105483 1.792 1.718 0.016 0.024
J-c-o 2D True O94 0 59441.579950608044 1.0088261927515574 37.88804049400428 0.18330870634936616 1.1739468764403886 0.11675972357227365 0.29225913005051896 0.11161368211543977 0.549 0.546 0.947 0.948
J-c-o-ztfg-ztfr 1D3 True O94 0 59425.490636039496 4.290013020594866 38.7124450152762 0.42608362023275215 2.1626727383980744 0.09835616722396541 -1.554014285421112 0.38631557515147896 3.457 3.058 0.0 0.0
J-c-o-ztfg-ztfr 2D True O94 0 59442.255004752 0.5717081928588836 37.88566939185555 0.13684291167068355 1.1742361834499366 0.07148692314796179 0.2554284341537692 0.08024433627762978 0.573 0.567 0.976 0.978
J-c-o-ztfg-ztfr 2D True F19 6 59442.091874256264 0.5714240836348949 37.918264291455785 0.1263894174493526 1.1739915224762694 0.06301949928662462 0.27841842743954964 0.07416823132045675 0.538 0.533 0.986 0.987
J-ztfg-ztfr 1D3 True O94 0 59422.86431474271 3.9810989006661623 38.54675886049655 0.5161605245999908 2.134538300778325 0.12527239240593913 -1.5236233289833674 0.5093795979315032 3.527 3.365 0.0 0.0
J-ztfg-ztfr 2D True O94 0 59441.961688443356 0.5607364847230781 37.85932861520764 0.13287183880346987 1.1740714707441928 0.06691290739874572 0.25809563691892545 0.07552921969368806 0.384 0.374 0.97 0.973
ztfg-ztfr  True O94 0 59442.15184294922 0.5628599115591446 37.79647822588306 0.16544058636760425 1.12838263848156 0.08413265826437136 0.28995814203153014 0.08211814486842933 0.384 0.377 0.944 0.946
