bps_used variant success reddening_law gmax e_gmax Jmax e_Jmax st e_st rmax e_rmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 17.416629858968957 0.04125434957776174 None None 1.0467758076183102 0.08011385056392883 17.725648435924008 0.06517171057945002 59362.195197907975 0.7634973414242365 1.293 1.269 0.197 0.212
J-c-o 1D3 False O94 17.42371701811675 0.03561154741045072 18.38121911965689 0.20603473906981598 1.0420662968850674 0.06731016049381375 17.736379879790995 0.05546476844059122 59362.213716266095 0.6584100188399096 None None None None
