bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
asg-o  True F19 6 59591.27943955833 0.7852272349613019 36.82027558930853 0.1384236655721117 1.2423947405094067 0.1046421226075405 -0.1572570911622697 0.10621396016923616 0.386 0.381 0.68 0.683
J-o 1D3 True O94 0 59591.26570518119 7.153986067559812 36.94966622969631 0.4611977413384591 1.2560802343285493 0.605665169779111 -0.30603885362853817 0.5056374602439053 0.823 0.814 0.51 0.516
J-o 1D3 True O94 1 59591.265878328035 7.154639775163997 36.96739668805922 0.42320016401349214 1.2560653718511825 0.6056959703876099 -0.26592257909070444 0.4181073148140922 0.823 0.814 0.51 0.516
J-o 1D3 True O94 2 59591.265513958744 7.1530137840651085 36.8750133706765 0.28195541851379113 1.2560960618836425 0.6056262468865947 -0.23514922739743016 0.2086151034880923 0.823 0.814 0.51 0.516
J-o 1D3 True O94 3 59591.264873125605 7.151140762908198 36.96583332361558 0.5096923426347842 1.2561511974735764 0.6055362902083911 -0.2662295061910145 0.40862148495616685 0.823 0.814 0.51 0.516
J-o 1D3 True O94 4 59591.26566835225 7.153953310788266 36.96405151898272 0.4660882644984318 1.2560837539478262 0.605662165276779 -0.2637499135283866 0.3770790210990398 0.823 0.814 0.51 0.516
J-o 1D3 True O94 5 59591.2645344268 7.149846270206214 36.871758503581475 0.3279976877546607 1.256180457841039 0.6054763085785762 -0.20338497928693458 0.18783064719582065 0.823 0.814 0.51 0.516
J-o 1D3 True O94 6 59591.26585335312 7.1539398986776765 36.68236534012718 0.5495498384560932 1.2560676720527686 0.6056572795067385 -0.011240096111648156 0.9527176474559766 0.823 0.814 0.51 0.516
J-o 1D3 True O94 7 59591.26517052685 7.152075355954331 36.74283659749988 0.25608102186419507 1.2561260067920437 0.6055777558860924 -0.06328149500568649 0.6336458926746998 0.823 0.814 0.51 0.516
J-o 1D3 True O94 8 59591.264916458145 7.1521686559890805 36.719132506736344 0.18926350646836843 1.2561478267881105 0.6055832214801476 -0.054578407462105114 1.0148237386863448 0.823 0.814 0.51 0.516
J-o 1D3 True O94 9 59591.26576882085 7.154057612257666 36.74218931989881 0.23584514786742156 1.2560747933801373 0.6056684882196381 -0.06967063580989866 0.6293696520145076 0.823 0.814 0.51 0.516
J-o 2D True F19 6 59591.23317519911 7.05877755023039 36.64506860936008 0.4354103299205963 1.2607059866978234 0.593611767684893 0.03028745013733218 0.8204158657921693 0.786 0.777 0.534 0.54
o  False O94 0 None None None None None None None None None None None None
