bps_used variant success reddening_law gmax e_gmax st e_st rmax e_rmax Ymax e_Ymax Tmax e_Tmax Bmax e_Bmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True F19 19.214842693818458 0.09417824615125756 1.0287973888313133 0.1599847748097633 19.223340375827927 0.07634200980444088 None None 58902.58893969259 2.795139953322766 None None 0.362 0.362 0.953 0.953
c-o  True O94 19.215038143415963 0.09419155942589039 1.028822272900155 0.160023695803404 19.223402010113205 0.07635055652875028 None None 58902.58816105313 2.7957933869321567 None None 0.362 0.362 0.953 0.953
c-o-ztfg  True F19 19.221067568116705 0.06498212175526234 1.004592709109292 0.055297255490292484 19.168032050292048 0.05115846803353135 None None 58901.52793516397 0.48299433786294854 19.13428714456817 0.025136316161899867 0.257 0.256 1.0 1.0
c-o-ztfg-ztfr  True F19 19.221853170039445 0.07818610841915133 0.9508274191364398 0.050365189076767035 18.97037082606908 0.04620798371201432 None None 58901.31810252906 0.46284491971779174 19.1175668549812 0.02809221372181309 0.212 0.212 1.0 1.0
c-o-ztfg-ztfr  True O94 19.221973510614916 0.0792411011226858 0.9508101813714468 0.050819568426640836 18.97047609730433 0.0464608024818025 None None 58901.31786121646 0.4658250213281073 19.117514677383973 0.028413012029873418 0.356 0.355 1.0 1.0
c-o-ztfr  True F19 19.20128844477313 0.07325742756824735 0.9886235056990065 0.06072773044897989 19.094096025853933 0.030854137867267678 None None 58901.67715113682 0.5755755873583751 None None 0.278 0.278 1.0 1.0
c-ztfg-ztfr  True F19 19.30296350493824 0.049271614144921136 0.926596186541603 0.04153154506110988 18.888241771036448 0.02564434941609257 None None 58901.389066382704 0.38836082748988815 19.114459554848526 0.020427307197133697 0.229 0.229 1.0 1.0
J-c-o 1D3 True O94 19.199486884258306 0.09337111386427539 0.9114397228799969 0.07738866866214615 19.227338893867035 0.06768885217195424 20.061188799437442 0.14546010989617966 58905.03019722184 1.519646878057123 None None 0.401 0.399 0.956 0.957
J-c-o-ztfg-ztfr 1D3 True F19 19.261954678963388 0.10383291805273197 0.9187832208726645 0.06002287531109036 18.956863166319657 0.03485470725495937 19.625018689806627 0.13080025955231891 58901.88672723089 0.8858748550264018 19.11074469309869 0.036221597570642416 0.469 0.335 0.997 1.0
J-c-o-ztfg-ztfr 1D3 True O94 19.262064396782506 0.10519831873431018 0.9187705464938002 0.060628157795892104 18.956964515811947 0.03513607126840925 19.625316294378678 0.1318006878548871 58901.886479033245 0.49723488848304986 19.11068491979751 0.036654182718352565 0.692 0.658 0.921 0.946
J-ztfg-ztfr 1D3 True O94 None None 0.9306408768360471 0.049588659988552164 19.12149458508767 0.028465128630593427 19.86904142587371 0.10646917320241374 58901.951718953125 0.41036419750805536 19.106357334190502 0.02553183094227021 0.269 0.257 1.0 1.0
o-ztfg-ztfr  True F19 None None 0.9945324887704254 0.04700633611792237 19.128240826589533 0.028026310810425642 None None 58901.61009509719 0.4285801947780096 19.126202487503672 0.0235940966739486 0.208 0.208 1.0 1.0
ztfg-ztfr  True F19 None None 0.9566686102091325 0.04036736522292733 19.11706431412074 0.025105746671074895 None None 58901.6892872383 0.3795456056712331 19.11458381855165 0.01899035387221417 0.122 0.122 1.0 1.0
ztfg-ztfr  True O94 None None 0.95665881321323 0.04036659900589185 19.117254234993162 0.02510549028040491 None None 58901.68917333865 0.3795433161931819 19.114565181311303 0.018990031670425615 0.116 0.116 1.0 1.0
