bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 0 59294.38753830542 1.1221599634445 38.270997801988266 0.2601118507154316 0.9481166849806965 0.09322897027978337 0.04124472764014842 0.1947287190290835 0.228 0.228 1.0 1.0
J-c-o 1D3 True O94 0 59293.17220355069 1.2939972992057 38.54389509723148 0.1633249426634939 0.967272804521886 0.10496270707147234 -0.14580339178915977 0.14027557098513993 0.254 0.254 0.999 0.999
