bps_used variant success reddening_law Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 None None 0.9481164683376726 0.09322909724709927 19.21103746333064 0.07907846751266068 19.131745673794544 0.15026395005601273 59294.3875363397 1.1221587317576662 0.228 0.228 1.0 1.0
J-c-o 1D3 True O94 20.07850578917232 0.1627177056171854 0.947452089328286 0.09323815393139252 19.197738123227584 0.07891889131124975 19.122438619621477 0.15040590505639034 59294.35227005248 1.128070999273183 0.228 0.228 1.0 1.0
