bps_used variant success reddening_law gmax e_gmax Jmax e_Jmax st e_st rmax e_rmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 19.323230375253896 0.19062947491575702 None None 1.5743312156372253 0.2184354869411901 19.208904101129473 0.1098065902778591 59113.793163073344 3.1334363147793223 1.018 1.016 0.427 0.428
J-c-o 1D3 True O94 18.99408500282204 0.22855590136570342 18.858362407690336 0.08559520043985742 1.0626957610148073 0.10588145032044405 19.109294244578024 0.11762757828088834 59118.831301444414 1.1580348294865899 1.861 1.838 0.029 0.032
