bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 0 59024.978699486375 0.6490121020194535 38.10033610011561 0.18102990491937837 1.1062935063627328 0.13368746930234104 -0.3165176058792612 0.13068243026010115 0.494 0.492 0.957 0.958
J-c-o 1D3 True O94 0 59024.46481424935 0.6920403561166977 37.952779658672256 0.12412574058224816 1.2360391820980414 0.06992788140927443 -0.19167456776643443 0.08378039402960245 0.551 0.548 0.935 0.936
