bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c  False O94 0 None None None None None None None None None None None None
c-o  True O94 0 60082.843655342185 0.41534866760249406 35.43493995680889 0.09103615173801675 1.0507930893904247 0.03953136767220956 0.08350654749850471 0.06400107248704497 1.341 1.264 0.15 0.2
c-o  True F19 6 60082.84472998916 0.41543186251504305 35.4558082349502 0.08884519460515716 1.0507769588931495 0.039543029872470194 0.04115048362367678 0.0639331487017771 1.344 1.266 0.149 0.199
c-o-ztfg  True O94 0 60082.49852670225 0.3775683426656276 35.37228096068672 0.08551499512409391 1.033850893637537 0.03535011630767794 0.09299750497977051 0.062417867952094974 1.372 1.29 0.088 0.136
c-o-ztfg  True F19 6 60082.49924015334 0.3718389267923735 35.38721119413717 0.08093422839750547 1.0309778157705929 0.03443818207058407 0.04242855313238336 0.06209758136218275 1.32 1.243 0.116 0.172
c-o-ztfg-ztfr  True O94 0 60082.548322749266 0.3663399530417545 35.38868146000742 0.08257353550803964 1.0357665027937513 0.033267945993719836 0.08610325319237144 0.06138386647758274 1.077 1.014 0.34 0.446
c-o-ztfg-ztfr  True F19 6 60082.53473375382 0.36343448678023643 35.412838325512965 0.07937818591429446 1.0338129481023504 0.03285158574056391 0.030485069032367487 0.061272426033559306 1.072 1.01 0.348 0.452
c-o-ztfr  True O94 0 60082.91866717369 0.3831270405115336 35.401199559599426 0.08630825109082876 1.0393045427033307 0.03460324829346628 0.0950567047356449 0.06223694907528103 1.037 0.979 0.41 0.499
c-o-ztfr  True F19 6 60082.92073471275 0.37682920151896854 35.4247444688791 0.0833457090648645 1.0390884302526777 0.03393452172147628 0.05010715252318116 0.061949805102254056 1.027 0.97 0.425 0.513
c-ztfg-ztfr  True O94 0 60082.487311853736 0.39213756965197627 35.37705221717129 0.086032649739203 1.0372992414825233 0.03582044411283937 0.08623070351600844 0.06269527853816577 1.393 1.307 0.088 0.135
c-ztfg-ztfr  True F19 6 60082.48854343709 0.3946493756194446 35.41333177695699 0.082882883469832 1.03384006222503 0.035928809260072817 0.02243893485663123 0.06304435726396639 1.54 1.447 0.039 0.066
J-c-o 1D3 True F19 6 60082.862092414056 0.39016286173145287 35.45250684512367 0.08465071536592796 1.0490384919360836 0.03625715861124263 0.03808615282578044 0.062352077295621776 1.183 1.117 0.254 0.32
J-c-o-ztfg 1D3 True F19 6 60082.529985544636 0.36945628024674154 35.41018647599039 0.08012965948599449 1.0313966997082842 0.034160993594592653 0.02858584358485961 0.06174525089628378 1.279 1.208 0.134 0.194
J-c-o-ztfg-ztfr 1D3 True F19 6 60082.571202259445 0.36200594112824486 35.42437109421673 0.07942288413675411 1.033410062166783 0.03268307208560203 0.02215582867575996 0.06113145855143095 1.05 0.991 0.382 0.488
J-c-o-ztfr 1D3 True F19 6 60082.90449049519 0.37233256533557607 35.43181293561128 0.08293383660222017 1.0398221011209392 0.0333898803920896 0.0421395412675801 0.06156037390038613 0.935 0.884 0.575 0.659
J-c-ztfg-ztfr 1D3 True F19 6 60082.492395303925 0.39150323459326586 35.42010097791661 0.08179549705523456 1.0335716355616267 0.03552007201334833 0.017619599298917994 0.06250050275159973 1.497 1.409 0.042 0.071
J-o-ztfg-ztfr 1D3 True F19 6 60082.73588917495 0.3561021078672213 35.42995056224761 0.08061902809261107 1.0364657635446046 0.03233663501574405 0.04250651459416426 0.06108557472425978 0.716 0.674 0.9 0.934
J-ztfg-ztfr 1D3 True F19 6 60082.61936458565 0.3560671455824033 35.42331308599903 0.07950266557153089 1.0486537220222378 0.032283866054894916 0.05243780479210264 0.06074063664364053 0.351 0.334 0.998 0.999
o  False O94 0 None None None None None None None None None None None None
o-ztfg-ztfr  True O94 0 60082.753416983905 0.36135978594265233 35.39384996150726 0.08393054906968231 1.0367632372827518 0.0331363441434876 0.10198363460577638 0.061487013239604246 0.815 0.763 0.768 0.837
o-ztfg-ztfr  True F19 6 60082.74988663512 0.3582175184492779 35.43074096624738 0.08030895840459555 1.036461473865697 0.03267483516787091 0.044019226195449124 0.061322440749976025 0.794 0.743 0.798 0.86
ztfg-ztfr  True O94 0 60082.613300173594 0.35480701013872795 35.363936715477024 0.08266523444879484 1.0456118980369467 0.032130429756361316 0.11739008837788764 0.06072773426160946 0.301 0.283 0.999 0.999
ztfg-ztfr  True F19 6 60082.61361607562 0.35409620399490394 35.406955318208446 0.07860986207115962 1.0455724654874197 0.032028702263951936 0.06033404336601176 0.06073459857379723 0.301 0.283 0.999 0.999
