bps_used variant success reddening_law gmax e_gmax Jmax e_Jmax st e_st rmax e_rmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True F19 18.557767273829214 0.045585080833039145 None None 0.9618439515078137 0.06160923238491314 18.713465897042934 0.05991575821844797 58997.151729417536 0.6584859393066683 0.468 0.466 0.978 0.979
c-o  True F99 18.561928067362725 0.0455815861235008 None None 0.9616370168759714 0.061567775707522386 18.721646899167148 0.059894895241646325 58997.150873026876 0.6583624598199834 0.468 0.466 1.0 1.0
c-o  True O94 18.55834173296728 0.045587034957060575 None None 0.9618084161802977 0.06160482084670409 18.713689172359484 0.05991311797992336 58997.151027513515 0.6585154572536925 0.468 0.466 0.978 0.979
J-c-o 1D3 True F19 18.557132484322384 0.03976848062032365 19.163654266315028 0.1488561662502816 0.9568586149378916 0.05054641480628313 18.70955887749686 0.05193488554662113 58997.17418263242 0.6540886206531995 0.438 0.434 0.992 0.993
J-c-o 1D3 True O94 18.557713752802762 0.04324720684860111 19.164268851250984 0.16048422290096942 0.9568323661318388 0.05384590556348939 18.709790076749222 0.05619761913248828 58997.173504375714 0.6960190480007341 0.438 0.434 0.992 0.993
J-c-o 2D True F19 18.54532717292891 0.042187747034833405 18.753823852985256 0.13857326575093346 0.9232793265618339 0.04773170928925225 18.69893501959656 0.05363269568870805 58997.23424848455 0.6667816720727922 0.529 0.519 0.971 0.974
J-c-o 2D True O94 18.54590149050379 0.04593396089720874 18.754427326278318 0.14910032366353454 0.9232514823506236 0.05064807518475132 18.699157692695024 0.05809357852429461 58997.233602740285 0.7102651827602566 0.529 0.519 0.971 0.974
J-c-o dehvils True F19 18.541223875006835 0.04473026148924836 18.655942916469456 0.11923126944752864 0.9130006982648229 0.04571453653824965 18.696777610866395 0.0563119831523374 58997.37218903593 0.6872723956925568 0.666 0.627 0.889 0.919
J-c-o dehvils True O94 18.541797356189434 0.04875472541441473 18.65655025589629 0.1276543911055614 0.9129764511469659 0.048348570036691754 18.696999780628193 0.06108171464357489 58997.37157154905 0.7332512847464452 0.666 0.627 0.889 0.919
