bps_used variant success reddening_law Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 None None 0.29617788393703415 0.057829170537612565 18.24968063545881 0.08306414669393981 19.064776046795604 0.17144443173946072 59090.60697047362 0.8308193368827831 0.903 0.889 0.588 0.606
J-c-o 1D3 True O94 15.698198115053541 0.11034596025670633 0.4049526937005926 0.041556999989471134 18.87123432278414 0.0735012211933065 19.33216742124869 0.19729084972485142 59090.32554251596 1.173312251566922 11.234 1.22 0.0 0.23
