bps_used variant success reddening_law Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax Bmax e_Bmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 None None 1.2157462960418852 0.05184184984824212 18.063107399796685 0.06482999928558571 18.197746802054155 0.044838439569119634 59241.51170525175 0.886697953169306 None None 0.531 0.525 0.907 0.911
c-o-ztfg-ztfr  True O94 None None 1.1890238432444973 0.19380917794061955 18.051887035734136 0.03762489576565617 18.182207352243804 0.06519910140833275 59245.89008269327 1.9009902855905765 19.262639798665287 0.25195936997184915 0.503 0.499 0.97 0.972
J-c-o 1D3 True O94 17.959231985919985 0.13611920957793722 1.195678607006412 0.06522819660222832 18.053119139460446 0.06874749608759756 18.15955297586631 0.04826032743964441 59241.512851568026 0.9030084141606446 None None 0.647 0.607 0.838 0.872
J-c-o 2D True O94 17.899635686433886 0.14152666615252096 1.1978698175157287 0.061876997110534626 18.054861486537625 0.06496831288978214 18.16100048622152 0.04457908696711915 59241.48065043364 0.8731572595560898 None None 0.523 0.509 0.93 0.938
J-c-o-ztfg-ztfr 1D3 True O94 17.984499570321216 0.14284402926497256 1.2673037393989965 0.07023749916733253 18.07204504773123 0.06658791761498348 18.31847439625158 0.047654855705685006 59240.91791534278 0.6606185788015054 18.363046928435008 0.13520463608987407 0.744 0.708 0.81 0.849
J-c-o-ztfg-ztfr 2D True O94 17.92878076548539 0.1546020921651129 1.2728579871711538 0.06967894285675959 18.075715792148895 0.0653784297984759 18.321728270288112 0.046605207602350096 59240.91054719743 0.6535838755835827 18.386191847491823 0.13196753295922517 0.693 0.676 0.864 0.879
J-ztfg-ztfr 1D3 False O94 17.928344006245947 0.23358523781014465 0.983538369233761 0.09297347172142185 17.668186727626093 0.15670266568086583 None None 59240.266856310336 2.1381938233380007 18.01756193207677 0.19028730395567908 None None None None
J-ztfg-ztfr 2D True O94 17.893333894434765 0.21538317576734942 1.0508917853939397 0.0719427295266952 17.77800893667941 0.0981710774963542 None None 59240.522933224645 1.487685409080781 18.162464493482982 0.14525963929387467 0.162 0.159 0.996 0.996
ztfg-ztfr  True O94 None None 1.4024407644932357 0.4596579892807623 18.643279790021456 0.10333574977235188 None None 59259.67515101717 10.649538591618354 20.160283465395093 0.38266797319804297 0.126 0.125 0.993 0.993
