bps_used variant success reddening_law gmax e_gmax st e_st rmax e_rmax Ymax e_Ymax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 18.979255780692675 0.1886432496896032 0.5260974257889647 0.17693423002677716 20.17011399012409 0.15269817707929004 None None 59238.547388339975 0.6699563348863342 0.492 0.488 0.881 0.884
J-c-o 1D3 True O94 19.2297486812519 0.25662402000622236 0.719174356373144 0.15242557234211987 19.97948860534517 0.1625619311009951 20.1848103119359 0.2466143275927971 59238.41672861069 1.2570190030854373 0.503 0.502 0.914 0.915
