bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 0 59256.28866409631 0.453791755483135 35.49556664212492 0.13014156200052915 0.7834424181397955 0.12657738452774545 0.12697497630586246 0.0975934212483256 0.666 0.642 0.649 0.668
c-o  True F19 6 59256.28951791897 0.4536344697593136 35.54451938552229 0.11302106224236673 0.7832628560664713 0.12666766071075242 0.10519363919113188 0.07909650141413281 0.666 0.642 0.649 0.668
J-asg-c-o 1D3 True F19 6 59255.938981070656 0.4769778188235746 35.45468906011773 0.10549123252597234 0.6745160563710645 0.07679298658888928 0.07119775077519562 0.06342126474988413 1.275 1.251 0.219 0.235
J-c-o 1D3 True O94 0 59256.43733031273 0.3535638374951114 35.53528286300622 0.08710584764604766 0.7621403715306444 0.04355604343356466 0.08961339964960244 0.06346220948448747 0.559 0.528 0.812 0.836
J-c-o 1D3 True O94 1 59256.44747616476 0.35321703322396397 35.543186581815135 0.08683776121099407 0.7630651516818022 0.043505105391478366 0.08158520384527822 0.06288785383209719 0.545 0.515 0.823 0.846
J-c-o 1D3 True O94 2 59255.83615706668 0.5155632814817135 35.39501675131413 0.10966481982674757 0.6054155898342943 0.06606809759123776 -0.018284183647542286 0.08323894485430434 1.876 1.592 0.059 0.121
J-c-o 1D3 True O94 3 59256.44906852636 0.3535400356082876 35.51994535678824 0.08631874717169737 0.7607741836048585 0.04366945364612357 0.08001667618123329 0.06299319655253963 0.556 0.525 0.814 0.839
J-c-o 1D3 True O94 4 59256.45491968707 0.35311946537109584 35.527365560498524 0.08630287458567557 0.7642392929733992 0.043398861269606626 0.07884397621345121 0.0626972698468949 0.543 0.513 0.825 0.848
J-c-o 1D3 True O94 5 59256.49980664319 0.36462978540210134 35.595457657075066 0.10583907911752595 0.8191715950498446 0.05766396369561349 0.0921218478616428 0.062289405987776186 1.065 1.018 0.384 0.419
J-c-o 1D3 True F19 6 59256.42311325924 0.35528921015942166 35.54715790190611 0.0891584396352245 0.7672483718790222 0.044449070425653915 0.09076615978717364 0.06133649282139149 0.565 0.536 0.807 0.83
J-c-o 1D3 True F99 6 59256.34569202783 0.37710615206914566 35.56160294626333 0.099050458207307 0.7733406801613087 0.05927638374459264 0.0906086965378363 0.06440741441823011 0.783 0.742 0.618 0.655
J-c-o 1D3 True O94 6 59256.41003266013 0.36726566525965715 35.541406340720044 0.09524706903790557 0.7684131710423007 0.05331069069802999 0.0953392758020052 0.06273163924829311 0.584 0.554 0.792 0.816
J-c-o 1D3 True O94 7 59256.46744048648 0.3660057674322102 35.58663335241203 0.09065744974392831 0.793389104965837 0.05530925872719445 0.08208534938349878 0.06271957259956526 1.109 1.063 0.353 0.386
J-c-o 1D3 True O94 8 59255.6404744045 0.47073647095318993 35.504787616623275 0.09732313168805524 0.5759555130065447 0.05467724547569747 0.08995609944662485 0.06607841038604087 2.164 1.823 0.027 0.068
J-c-o 1D3 True O94 9 59256.46680927192 0.3657633164074189 35.5864365286019 0.08995391429834106 0.7883892386057304 0.054742276651716215 0.08448796681855728 0.06285403113705033 1.094 1.046 0.364 0.398
J-c-o 1D3 False O94 10 None None None None None None None None None None None None
J-c-o 1D3 False O94 11 None None None None None None None None None None None None
J-c-o 1D3 False O94 12 None None None None None None None None None None None None
J-c-o 1D3 False O94 13 None None None None None None None None None None None None
J-c-o 1D3 False O94 14 None None None None None None None None None None None None
J-c-o 1D3 False O94 15 None None None None None None None None None None None None
