bps_used variant success reddening_law Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True F19 None None 1.0381683955785606 0.06399358173798404 17.695632239596634 0.04104824447607089 17.585055936115246 0.045624073012720014 59349.71979902267 0.5119746546021731 0.884 0.875 0.518 0.526
c-o  True O94 None None 1.0381211399322425 0.06395397809161386 17.695873815970252 0.04103011133783782 17.585424819464237 0.04560188815454659 59349.718958287056 0.5118357288793285 0.883 0.874 0.519 0.526
J-c-o 0D True F19 18.08672024188214 0.07535542883954602 1.0438099033396582 0.053473878723060454 17.69194052436936 0.03437222666080406 17.592523752905926 0.03640288282829163 59349.57635809762 0.4491238829818324 0.862 0.853 0.578 0.587
J-c-o 0D True O94 18.08699239419894 0.09162697119381144 1.043740724140933 0.06542063545035659 17.692181116639237 0.0410808371388399 17.59288204625891 0.045002676751707195 59349.575551906804 0.5140475544451801 0.861 0.852 0.578 0.588
