bps_used variant success reddening_law calibration Tmax e_Tmax DM e_DM st e_st EBVhost e_EBVhost rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  False O94 0 58552.696285676124 0.5214311023292728 35.022005637864915 0.15715752759485904 0.2860152730846236 0.037167976372988874 0 0.06 None None None None
c-o  False F19 6 None None None None None None None None None None None None
c-o-ztfg  False F19 6 None None None None None None None None None None None None
c-o-ztfg-ztfr  True O94 0 58553.16234081177 0.47929381624561435 35.46851178842882 0.13559946567315911 0.3537368142493407 0.036916538872183956 -0.0500630666720038 0.09696501725218201 0.777 0.741 0.686 0.723
c-o-ztfg-ztfr  True F19 6 58552.86056499212 0.42178676886591504 35.633306605956825 0.12858900239785467 0.3220181187798397 0.033625413374679475 0.3130072864333685 0.07596182853961311 1.091 1.023 0.361 0.425
c-o-ztfr  False F19 6 None None None None None None None None None None None None
c-ztfg-ztfr  True F19 6 58554.150533760076 0.5464331976666852 35.555640943378705 0.15600187973617094 0.38658801473134924 0.0449752114363709 0.5001581094961791 0.08360221601420087 0.608 0.57 0.791 0.823
J-c-o 1D3 True O94 0 58554.11251329687 0.6170348406140923 34.697079221461884 0.17186175323400252 0.38272958659126755 0.04273613206240457 0.7447090101780575 0.1908839449858261 8.429 1.019 0.0 0.436
J-c-o 1D3 True F19 6 58554.31931357977 0.7237877868581144 34.54302153430226 0.25274266189633005 0.3965231691294765 0.051456284541543086 1.6501379120144226 0.14569937645348446 8.232 1.474 0.0 0.06
J-c-o-ztfg 1D3 False F19 6 None None None None None None None None None None None None
J-c-o-ztfg-ztfr 1D3 False O94 0 None None None None None None None None None None None None
J-c-o-ztfg-ztfr 1D3 False F19 6 None None None None None None None None None None None None
J-c-o-ztfr 1D3 False F19 6 None None None None None None None None None None None None
J-c-ztfg-ztfr 1D3 False O94 0 None None None None None None None None None None None None
J-c-ztfg-ztfr 1D3 False F19 6 None None None None None None None None None None None None
J-o-ztfg-ztfr 1D3 True F19 6 58552.89695332797 0.9864989269692022 34.60256971967354 0.24455497290619158 0.27046568088221945 0.05816959079278439 1.2020678869253965 0.1297622729514459 12.153 8.735 0.0 0.0
J-o-ztfr 1D3 True O94 0 58553.30210338582 0.6178688053975827 34.828148777251556 0.14324804380255624 0.3134844003863889 0.041261554761872474 0.42524503573908184 0.16146630832162706 3.265 1.449 0.0 0.128
J-ztfg-ztfr 1D3 True O94 0 58554.064481286034 0.7091899825274824 35.12510502321664 0.15699887667055082 0.27055949336518686 0.047040339890700764 -0.019951010419685028 0.20862506071541023 7.38 2.892 0.0 0.005
J-ztfg-ztfr 1D3 True O94 1 58554.1114944507 1.1938363339664018 35.054093768727355 0.1551899278659679 0.27047665787415387 0.06913365190675773 0.01793129869754015 0.24755279466749583 6.859 2.844 0.0 0.006
