bps_used variant success reddening_law Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 None None 1.2391184278931124 0.11760914270279568 17.941921624410156 0.052441140781139754 17.838828466576103 0.06966109148663598 59655.945050198614 1.7444331433109592 1.01 1.002 0.442 0.451
J-c-o 1D3 True O94 18.20952525094148 0.15979889971812702 1.1421654126566028 0.09711920504805313 17.925786927357745 0.04733671516254611 17.83695462724789 0.06348494677318016 59656.76307450841 0.9907162415235803 0.949 0.94 0.515 0.526
