bps_used variant success reddening_law gmax e_gmax Jmax e_Jmax st e_st rmax e_rmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True O94 18.82919383034268 0.0920664939908746 None None 0.9656191228114597 0.0824873953891248 19.047506287402843 0.07065925152971786 59453.13672683413 0.6377310349999413 0.324 0.324 0.995 0.995
J-c-o 1D3 True O94 18.7858509884423 0.10584214562247227 19.611708495090166 0.07415678677579497 0.8996046760240888 0.08482873503993685 19.001944438401154 0.06987763231049274 59452.73889544931 0.611036730494162 0.479 0.473 0.968 0.97
